district,localities,facility,type,owned,rented,rentfree,total,pct
KARAK DISTRICT,Rural,Bathroom,Shared,14590,262,125,14977,22.38
KARAK DISTRICT,Rural,Bathroom,None,6323,136,140,6599,9.859999999999999
KARAK DISTRICT,Rural,Latrine,Connected With Sewerage,4410,59,12,4481,6.7
KARAK DISTRICT,Rural,Latrine,Connected With Septic Tank,14449,296,116,14861,22.21
KARAK DISTRICT,Rural,Latrine,Connected With Open Drain,3983,60,60,4103,6.13
KARAK DISTRICT,Rural,Latrine,Pit With Slab,24805,601,203,25609,38.27
KARAK DISTRICT,Rural,Latrine,Other,5653,43,31,5727,8.56
KARAK DISTRICT,Rural,Latrine,None,11835,149,155,12139,18.14
KARAK DISTRICT,Urban,Kitchen,Separate,3037,469,22,3528,66.73
KARAK DISTRICT,Urban,Kitchen,Shared,1241,277,15,1533,29
KARAK DISTRICT,Urban,Kitchen,None,146,70,10,226,4.27
KARAK DISTRICT,Urban,Bathroom,Separate,3232,554,15,3801,71.89
KARAK DISTRICT,Urban,Bathroom,Shared,1077,213,21,1311,24.8
KARAK DISTRICT,Urban,Bathroom,None,115,49,11,175,3.31
KARAK DISTRICT,Urban,Latrine,Connected With Sewerage,431,34,4,469,8.869999999999999
KARAK DISTRICT,Urban,Latrine,Connected With Septic Tank,306,39,,345,6.53
KARAK DISTRICT,Urban,Latrine,Connected With Open Drain,93,16,1,110,2.08
KARAK DISTRICT,Urban,Latrine,Pit With Slab,2837,582,17,3436,64.98999999999999
KARAK DISTRICT,Urban,Latrine,Other,726,129,18,873,16.51
KARAK DISTRICT,Urban,Latrine,None,31,16,7,54,1.02
KOHAT DISTRICT,All,Kitchen,Separate,60754,11590,1956,74300,62.52
KOHAT DISTRICT,All,Kitchen,Shared,25964,4326,699,30989,26.08
KOHAT DISTRICT,All,Kitchen,None,11093,1619,836,13548,11.4
KOHAT DISTRICT,All,Bathroom,Separate,62681,12553,2147,77381,65.12
KOHAT DISTRICT,All,Bathroom,Shared,24961,4274,692,29927,25.18
KOHAT DISTRICT,All,Bathroom,None,10169,708,652,11529,9.699999999999999
KOHAT DISTRICT,All,Latrine,Connected With Sewerage,17946,6907,843,25696,21.62
KOHAT DISTRICT,All,Latrine,Connected With Septic Tank,19427,2212,578,22217,18.7
KOHAT DISTRICT,All,Latrine,Connected With Open Drain,9202,2805,281,12288,10.34
KOHAT DISTRICT,All,Latrine,Pit With Slab,39139,4852,1035,45026,37.89
KOHAT DISTRICT,All,Latrine,Other,3311,294,101,3706,3.12
KOHAT DISTRICT,All,Latrine,None,8786,465,653,9904,8.33
KOHAT DISTRICT,Rural,Kitchen,Separate,46092,3817,1463,51372,61.02
KOHAT DISTRICT,Rural,Kitchen,Shared,19545,1042,487,21074,25.03
KOHAT DISTRICT,Rural,Kitchen,None,10328,737,680,11745,13.95
KOHAT DISTRICT,Rural,Bathroom,Separate,47107,4100,1553,52760,62.67
KOHAT DISTRICT,Rural,Bathroom,Shared,19086,1043,475,20604,24.47
KOHAT DISTRICT,Rural,Bathroom,None,9772,453,602,10827,12.86
KOHAT DISTRICT,Rural,Latrine,Connected With Sewerage,9451,1163,411,11025,13.1
KOHAT DISTRICT,Rural,Latrine,Connected With Septic Tank,15165,928,489,16582,19.7
KOHAT DISTRICT,Rural,Latrine,Connected With Open Drain,4459,399,133,4991,5.93
KOHAT DISTRICT,Rural,Latrine,Pit With Slab,35560,2634,883,39077,46.41
KOHAT DISTRICT,Rural,Latrine,Other,2873,140,93,3106,3.69
KOHAT DISTRICT,Rural,Latrine,None,8457,332,621,9410,11.18
KOHAT DISTRICT,Urban,Kitchen,Separate,14662,7773,493,22928,66.18000000000001
KOHAT DISTRICT,Urban,Kitchen,Shared,6419,3284,212,9915,28.62
KOHAT DISTRICT,Urban,Kitchen,None,765,882,156,1803,5.2
KOHAT DISTRICT,Urban,Bathroom,Separate,15574,8453,594,24621,71.06
KOHAT DISTRICT,Urban,Bathroom,Shared,5875,3231,217,9323,26.91
KOHAT DISTRICT,Urban,Bathroom,None,397,255,50,702,2.03
KOHAT DISTRICT,Urban,Latrine,Connected With Sewerage,8495,5744,432,14671,42.35
KOHAT DISTRICT,Urban,Latrine,Connected With Septic Tank,4262,1284,89,5635,16.26
KOHAT DISTRICT,Urban,Latrine,Connected With Open Drain,4743,2406,148,7297,21.06
KOHAT DISTRICT,Urban,Latrine,Pit With Slab,3579,2218,152,5949,17.17
KOHAT DISTRICT,Urban,Latrine,Other,438,154,8,600,1.73
KOHAT DISTRICT,Urban,Latrine,None,329,133,32,494,1.43
MARDAN DISTRICT,All,Kitchen,Separate,159745,20105,12289,192139,62.37
MARDAN DISTRICT,All,Kitchen,Shared,72463,9483,7684,89630,29.1
MARDAN DISTRICT,All,Kitchen,None,16212,4593,5475,26280,8.529999999999999
MARDAN DISTRICT,All,Bathroom,Separate,165308,22120,12415,199843,64.87
MARDAN DISTRICT,All,Bathroom,Shared,72220,9820,8091,90131,29.26
MARDAN DISTRICT,All,Bathroom,None,10892,2241,4942,18075,5.87
MARDAN DISTRICT,All,Latrine,Connected With Sewerage,56260,10223,3415,69898,22.69
MARDAN DISTRICT,All,Latrine,Connected With Septic Tank,97091,10999,5543,113633,36.89
MARDAN DISTRICT,All,Latrine,Connected With Open Drain,21491,4629,2696,28816,9.35
MARDAN DISTRICT,All,Latrine,Pit With Slab,53466,5189,4209,62864,20.41
MARDAN DISTRICT,All,Latrine,Other,6315,873,2551,9739,3.16
MARDAN DISTRICT,All,Latrine,None,13797,2268,7034,23099,7.5
MARDAN DISTRICT,Rural,Kitchen,Separate,133819,10512,11223,155554,62.35
MARDAN DISTRICT,Rural,Kitchen,Shared,59017,5022,7261,71300,28.58
MARDAN DISTRICT,Rural,Kitchen,None,14457,2932,5229,22618,9.07
MARDAN DISTRICT,Rural,Bathroom,Separate,136798,11357,11235,159390,63.89
MARDAN DISTRICT,Rural,Bathroom,Shared,60056,5134,7621,72811,29.19
MARDAN DISTRICT,Rural,Bathroom,None,10439,1975,4857,17271,6.92
MARDAN DISTRICT,Rural,Latrine,Connected With Sewerage,40289,4262,2581,47132,18.89
MARDAN DISTRICT,Rural,Latrine,Connected With Septic Tank,84460,6520,5151,96131,38.53
MARDAN DISTRICT,Rural,Latrine,Connected With Open Drain,16077,1734,2544,20355,8.16
MARDAN DISTRICT,Rural,Latrine,Pit With Slab,46640,3074,3946,53660,21.51
MARDAN DISTRICT,Rural,Latrine,Other,6175,756,2508,9439,3.78
MARDAN DISTRICT,Rural,Latrine,None,13652,2120,6983,22755,9.119999999999999
MARDAN DISTRICT,Urban,Kitchen,Separate,25926,9593,1066,36585,62.46
MARDAN DISTRICT,Urban,Kitchen,Shared,13446,4461,423,18330,31.29
MARDAN DISTRICT,Urban,Kitchen,None,1755,1661,246,3662,6.25
MARDAN DISTRICT,Urban,Bathroom,Separate,28510,10763,1180,40453,69.06
MARDAN DISTRICT,Urban,Bathroom,Shared,12164,4686,470,17320,29.57
MARDAN DISTRICT,Urban,Bathroom,None,453,266,85,804,1.37
MARDAN DISTRICT,Urban,Latrine,Connected With Sewerage,15971,5961,834,22766,38.87
MARDAN DISTRICT,Urban,Latrine,Connected With Septic Tank,12631,4479,392,17502,29.88
MARDAN DISTRICT,Urban,Latrine,Connected With Open Drain,5414,2895,152,8461,14.44
MARDAN DISTRICT,Urban,Latrine,Pit With Slab,6826,2115,263,9204,15.71
MARDAN DISTRICT,Urban,Latrine,Other,140,117,43,300,.51
MARDAN DISTRICT,Urban,Latrine,None,145,148,51,344,.59
SWABI DISTRICT,All,Kitchen,Separate,113847,11278,7722,132847,62.86
SWABI DISTRICT,All,Kitchen,Shared,49476,5035,4143,58654,27.75
SWABI DISTRICT,All,Kitchen,None,12559,2863,4405,19827,9.380000000000001
SWABI DISTRICT,All,Bathroom,Separate,110631,11614,8123,130368,61.69
SWABI DISTRICT,All,Bathroom,Shared,54595,5582,4482,64659,30.6
SWABI DISTRICT,All,Bathroom,None,10656,1980,3665,16301,7.71
SWABI DISTRICT,All,Latrine,Connected With Sewerage,25675,3433,1809,30917,14.63
SWABI DISTRICT,All,Latrine,Connected With Septic Tank,85932,8102,3480,97514,46.14
SWABI DISTRICT,All,Latrine,Connected With Open Drain,11751,1167,1540,14458,6.84
SWABI DISTRICT,All,Latrine,Pit With Slab,33193,2946,2645,38784,18.35
SWABI DISTRICT,All,Latrine,Other,3515,690,1403,5608,2.65
SWABI DISTRICT,All,Latrine,None,15816,2838,5393,24047,11.38
SWABI DISTRICT,Rural,Kitchen,Separate,90725,7090,6795,104610,59.8
SWABI DISTRICT,Rural,Kitchen,Shared,44721,4135,3961,52817,30.19
SWABI DISTRICT,Rural,Kitchen,None,11268,2156,4070,17494,10
SWABI DISTRICT,Rural,Bathroom,Separate,87337,7263,7116,101716,58.15
SWABI DISTRICT,Rural,Bathroom,Shared,49622,4598,4289,58509,33.45
SWABI DISTRICT,Rural,Bathroom,None,9755,1520,3421,14696,8.4
SWABI DISTRICT,Rural,Latrine,Connected With Sewerage,22417,2913,1717,27047,15.46
SWABI DISTRICT,Rural,Latrine,Connected With Septic Tank,66805,4525,2959,74289,42.47
SWABI DISTRICT,Rural,Latrine,Connected With Open Drain,10728,883,1480,13091,7.48
SWABI DISTRICT,Rural,Latrine,Pit With Slab,28379,2201,2499,33079,18.91
SWABI DISTRICT,Rural,Latrine,Other,3345,453,1283,5081,2.9
SWABI DISTRICT,Rural,Latrine,None,15040,2406,4888,22334,12.77
SWABI DISTRICT,Urban,Kitchen,Separate,23122,4188,927,28237,77.56
SWABI DISTRICT,Urban,Kitchen,Shared,4755,900,182,5837,16.03
SWABI DISTRICT,Urban,Kitchen,None,1291,707,335,2333,6.41
SWABI DISTRICT,Urban,Bathroom,Separate,23294,4351,1007,28652,78.7
SWABI DISTRICT,Urban,Bathroom,Shared,4973,984,193,6150,16.89
SWABI DISTRICT,Urban,Bathroom,None,901,460,244,1605,4.41
SWABI DISTRICT,Urban,Latrine,Connected With Sewerage,3258,520,92,3870,10.63
SWABI DISTRICT,Urban,Latrine,Connected With Septic Tank,19127,3577,521,23225,63.79
SWABI DISTRICT,Urban,Latrine,Connected With Open Drain,1023,284,60,1367,3.75
SWABI DISTRICT,Urban,Latrine,Pit With Slab,4814,745,146,5705,15.67
SWABI DISTRICT,Urban,Latrine,Other,170,237,120,527,1.45
SWABI DISTRICT,Urban,Latrine,None,776,432,505,1713,4.71
CHARSADDA DISTRICT,All,Kitchen,Separate,105806,7257,9691,122754,56.46
CHARSADDA DISTRICT,All,Kitchen,Shared,57414,3767,4996,66177,30.44
CHARSADDA DISTRICT,All,Kitchen,None,20179,3694,4600,28473,13.1
CHARSADDA DISTRICT,All,Bathroom,Separate,114711,8353,10335,133399,61.36
CHARSADDA DISTRICT,All,Bathroom,Shared,58481,4591,5357,68429,31.48
CHARSADDA DISTRICT,All,Bathroom,None,10207,1774,3595,15576,7.16
CHARSADDA DISTRICT,All,Latrine,Connected With Sewerage,24446,1985,1738,28169,12.96
CHARSADDA DISTRICT,All,Latrine,Connected With Septic Tank,83862,6129,5329,95320,43.84
CHARSADDA DISTRICT,All,Latrine,Connected With Open Drain,18896,1706,2804,23406,10.77
CHARSADDA DISTRICT,All,Latrine,Pit With Slab,39899,2532,3261,45692,21.02
CHARSADDA DISTRICT,All,Latrine,Other,5433,759,1892,8084,3.72
CHARSADDA DISTRICT,All,Latrine,None,10863,1607,4263,16733,7.7
CHARSADDA DISTRICT,Rural,Kitchen,Separate,90636,5331,9298,105265,58.4
CHARSADDA DISTRICT,Rural,Kitchen,Shared,44818,2272,4571,51661,28.66
CHARSADDA DISTRICT,Rural,Kitchen,None,16412,2669,4244,23325,12.94
CHARSADDA DISTRICT,Rural,Bathroom,Separate,96413,5866,9798,112077,62.18
CHARSADDA DISTRICT,Rural,Bathroom,Shared,46146,2905,4838,53889,29.9
CHARSADDA DISTRICT,Rural,Bathroom,None,9307,1501,3477,14285,7.93
CHARSADDA DISTRICT,Rural,Latrine,Connected With Sewerage,19903,1337,1609,22849,12.68
CHARSADDA DISTRICT,Rural,Latrine,Connected With Septic Tank,66202,3809,4657,74668,41.42
CHARSADDA DISTRICT,Rural,Latrine,Connected With Open Drain,16263,1192,2660,20115,11.16
CHARSADDA DISTRICT,Rural,Latrine,Pit With Slab,34048,1821,3123,38992,21.63
CHARSADDA DISTRICT,Rural,Latrine,Other,5158,659,1856,7673,4.26
CHARSADDA DISTRICT,Rural,Latrine,None,10292,1454,4208,15954,8.85
CHARSADDA DISTRICT,Urban,Kitchen,Separate,15170,1926,393,17489,47.07
CHARSADDA DISTRICT,Urban,Kitchen,Shared,12596,1495,425,14516,39.07
CHARSADDA DISTRICT,Urban,Kitchen,None,3767,1025,356,5148,13.86
CHARSADDA DISTRICT,Urban,Bathroom,Separate,18298,2487,537,21322,57.39
CHARSADDA DISTRICT,Urban,Bathroom,Shared,12335,1686,519,14540,39.14
CHARSADDA DISTRICT,Urban,Bathroom,None,900,273,118,1291,3.47
CHARSADDA DISTRICT,Urban,Latrine,Connected With Sewerage,4543,648,129,5320,14.32
CHARSADDA DISTRICT,Urban,Latrine,Connected With Septic Tank,17660,2320,672,20652,55.59
CHARSADDA DISTRICT,Urban,Latrine,Connected With Open Drain,2633,514,144,3291,8.859999999999999
CHARSADDA DISTRICT,Urban,Latrine,Pit With Slab,5851,711,138,6700,18.03
CHARSADDA DISTRICT,Urban,Latrine,Other,275,100,36,411,1.11
CHARSADDA DISTRICT,Urban,Latrine,None,571,153,55,779,2.1
NOWSHERA DISTRICT,All,Kitchen,Separate,104943,17313,5189,127445,65.23
NOWSHERA DISTRICT,All,Kitchen,Shared,37408,5532,1686,44626,22.84
NOWSHERA DISTRICT,All,Kitchen,None,17130,3986,2200,23316,11.93
NOWSHERA DISTRICT,All,Bathroom,Separate,111225,18903,5605,135733,69.47
NOWSHERA DISTRICT,All,Bathroom,Shared,39181,6468,1832,47481,24.3
NOWSHERA DISTRICT,All,Bathroom,None,9075,1460,1638,12173,6.23
NOWSHERA DISTRICT,All,Latrine,Connected With Sewerage,31120,8917,2342,42379,21.69
NOWSHERA DISTRICT,All,Latrine,Connected With Septic Tank,59292,8620,2100,70012,35.83
NOWSHERA DISTRICT,All,Latrine,Connected With Open Drain,21927,3439,1177,26543,13.58
NOWSHERA DISTRICT,All,Latrine,Pit With Slab,36902,4400,1725,43027,22.02
NOWSHERA DISTRICT,All,Latrine,Other,2198,301,307,2806,1.44
NOWSHERA DISTRICT,All,Latrine,None,8042,1154,1424,10620,5.44
NOWSHERA DISTRICT,Rural,Kitchen,Separate,85846,9473,3921,99240,66.09999999999999
NOWSHERA DISTRICT,Rural,Kitchen,Shared,28461,2384,1023,31868,21.23
NOWSHERA DISTRICT,Rural,Kitchen,None,14646,2451,1925,19022,12.67
NOWSHERA DISTRICT,Rural,Bathroom,Separate,89996,10624,4237,104857,69.84
NOWSHERA DISTRICT,Rural,Bathroom,Shared,30409,2543,1157,34109,22.72
NOWSHERA DISTRICT,Rural,Bathroom,None,8548,1141,1475,11164,7.44
NOWSHERA DISTRICT,Rural,Latrine,Connected With Sewerage,22717,3529,878,27124,18.07
NOWSHERA DISTRICT,Rural,Latrine,Connected With Septic Tank,48046,5322,1840,55208,36.77
NOWSHERA DISTRICT,Rural,Latrine,Connected With Open Drain,18595,2068,1045,21708,14.46
NOWSHERA DISTRICT,Rural,Latrine,Pit With Slab,29847,2218,1530,33595,22.38
NOWSHERA DISTRICT,Rural,Latrine,Other,2094,216,255,2565,1.71
NOWSHERA DISTRICT,Rural,Latrine,None,7654,955,1321,9930,6.61
NOWSHERA DISTRICT,Urban,Kitchen,Separate,19097,7840,1268,28205,62.32
NOWSHERA DISTRICT,Urban,Kitchen,Shared,8947,3148,663,12758,28.19
NOWSHERA DISTRICT,Urban,Kitchen,None,2484,1535,275,4294,9.49
NOWSHERA DISTRICT,Urban,Bathroom,Separate,21229,8279,1368,30876,68.22
NOWSHERA DISTRICT,Urban,Bathroom,Shared,8772,3925,675,13372,29.55
NOWSHERA DISTRICT,Urban,Bathroom,None,527,319,163,1009,2.23
NOWSHERA DISTRICT,Urban,Latrine,Connected With Sewerage,8403,5388,1464,15255,33.71
NOWSHERA DISTRICT,Urban,Latrine,Connected With Septic Tank,11246,3298,260,14804,32.71
NOWSHERA DISTRICT,Urban,Latrine,Connected With Open Drain,3332,1371,132,4835,10.68
NOWSHERA DISTRICT,Urban,Latrine,Pit With Slab,7055,2182,195,9432,20.84
NOWSHERA DISTRICT,Urban,Latrine,Other,104,85,52,241,.53
NOWSHERA DISTRICT,Urban,Latrine,None,388,199,103,690,1.52
PESHAWAR DISTRICT,All,Kitchen,Separate,194851,83266,12211,290328,58.99
PESHAWAR DISTRICT,All,Kitchen,Shared,108088,41688,6008,155784,31.65
PESHAWAR DISTRICT,All,Kitchen,None,24594,17837,3651,46082,9.359999999999999
PESHAWAR DISTRICT,All,Bathroom,Separate,216867,96045,13185,326097,66.25
PESHAWAR DISTRICT,All,Bathroom,Shared,95096,39618,6304,141018,28.65
PESHAWAR DISTRICT,All,Bathroom,None,15570,7128,2381,25079,5.1
PESHAWAR DISTRICT,All,Latrine,Connected With Sewerage,111558,63602,6829,181989,36.98
PESHAWAR DISTRICT,All,Latrine,Connected With Septic Tank,70934,24977,2688,98599,20.03
PESHAWAR DISTRICT,All,Latrine,Connected With Open Drain,51990,27439,3021,82450,16.75
PESHAWAR DISTRICT,All,Latrine,Pit With Slab,71019,20307,4700,96026,19.51
PESHAWAR DISTRICT,All,Latrine,Other,12334,3769,2224,18327,3.72
PESHAWAR DISTRICT,All,Latrine,None,9698,2697,2408,14803,3.01
PESHAWAR DISTRICT,Rural,Kitchen,Separate,110410,21230,7678,139318,54.54
PESHAWAR DISTRICT,Rural,Kitchen,Shared,72060,14805,4480,91345,35.76
PESHAWAR DISTRICT,Rural,Kitchen,None,15687,6706,2385,24778,9.699999999999999
PESHAWAR DISTRICT,Rural,Bathroom,Separate,120636,24660,7802,153098,59.93
PESHAWAR DISTRICT,Rural,Bathroom,Shared,67019,15024,4814,86857,34
PESHAWAR DISTRICT,Rural,Bathroom,None,10502,3057,1927,15486,6.06
PESHAWAR DISTRICT,Rural,Latrine,Connected With Sewerage,46192,9729,2239,58160,22.77
PESHAWAR DISTRICT,Rural,Latrine,Connected With Septic Tank,52937,11759,2074,66770,26.14
PESHAWAR DISTRICT,Rural,Latrine,Connected With Open Drain,20861,6151,1669,28681,11.23
PESHAWAR DISTRICT,Rural,Latrine,Pit With Slab,58685,10731,4216,73632,28.83
PESHAWAR DISTRICT,Rural,Latrine,Other,10614,2461,2112,15187,5.95
PESHAWAR DISTRICT,Rural,Latrine,None,8868,1910,2233,13011,5.09
PESHAWAR DISTRICT,Urban,Kitchen,Separate,84441,62036,4533,151010,63.78
PESHAWAR DISTRICT,Urban,Kitchen,Shared,36028,26883,1528,64439,27.22
PESHAWAR DISTRICT,Urban,Kitchen,None,8907,11131,1266,21304,9
PESHAWAR DISTRICT,Urban,Bathroom,Separate,96231,71385,5383,172999,73.06999999999999
PESHAWAR DISTRICT,Urban,Bathroom,Shared,28077,24594,1490,54161,22.88
PESHAWAR DISTRICT,Urban,Bathroom,None,5068,4071,454,9593,4.05
PESHAWAR DISTRICT,Urban,Latrine,Connected With Sewerage,65366,53873,4590,123829,52.3
PESHAWAR DISTRICT,Urban,Latrine,Connected With Septic Tank,17997,13218,614,31829,13.44
PESHAWAR DISTRICT,Urban,Latrine,Connected With Open Drain,31129,21288,1352,53769,22.71
PESHAWAR DISTRICT,Urban,Latrine,Pit With Slab,12334,9576,484,22394,9.460000000000001
PESHAWAR DISTRICT,Urban,Latrine,Other,1720,1308,112,3140,1.33
PESHAWAR DISTRICT,Urban,Latrine,None,830,787,175,1792,.76
BUNER DISTRICT,All,Kitchen,Separate,45875,3371,7828,57074,61.38
BUNER DISTRICT,All,Kitchen,Shared,15080,1621,2596,19297,20.75
BUNER DISTRICT,All,Kitchen,None,10197,2291,4131,16619,17.87
BUNER DISTRICT,All,Bathroom,Separate,49888,4049,8649,62586,67.3
BUNER DISTRICT,All,Bathroom,Shared,14628,1771,2719,19118,20.56
BUNER DISTRICT,All,Bathroom,None,6636,1463,3187,11286,12.14
BUNER DISTRICT,All,Latrine,Connected With Sewerage,6168,409,646,7223,7.77
BUNER DISTRICT,All,Latrine,Connected With Septic Tank,19650,1378,1952,22980,24.71
BUNER DISTRICT,All,Latrine,Connected With Open Drain,3319,421,1159,4899,5.27
BUNER DISTRICT,All,Latrine,Pit With Slab,21945,1910,2347,26202,28.18
BUNER DISTRICT,All,Latrine,Other,3000,621,885,4506,4.85
BUNER DISTRICT,All,Latrine,None,17070,2544,7566,27180,29.23
BUNER DISTRICT,Rural,Kitchen,Separate,45875,3371,7828,57074,61.38
BUNER DISTRICT,Rural,Kitchen,Shared,15080,1621,2596,19297,20.75
BUNER DISTRICT,Rural,Kitchen,None,10197,2291,4131,16619,17.87
BUNER DISTRICT,Rural,Bathroom,Separate,49888,4049,8649,62586,67.3
BUNER DISTRICT,Rural,Bathroom,Shared,14628,1771,2719,19118,20.56
BUNER DISTRICT,Rural,Bathroom,None,6636,1463,3187,11286,12.14
BUNER DISTRICT,Rural,Latrine,Connected With Sewerage,6168,409,646,7223,7.77
BUNER DISTRICT,Rural,Latrine,Connected With Septic Tank,19650,1378,1952,22980,24.71
