district,age,rural,urban,total
JAFFARABAD DISTRICT,32,4597,2309,6906
JAFFARABAD DISTRICT,33,3851,1860,5711
JAFFARABAD DISTRICT,34,3702,1814,5516
JAFFARABAD DISTRICT,35,3739,1656,5395
JAFFARABAD DISTRICT,36,3978,1796,5774
JAFFARABAD DISTRICT,37,5359,2554,7913
JAFFARABAD DISTRICT,38,3422,1512,4934
JAFFARABAD DISTRICT,39,4020,1713,5733
JAFFARABAD DISTRICT,40,2980,1173,4153
JAFFARABAD DISTRICT,41,2944,1353,4297
JAFFARABAD DISTRICT,42,2984,1339,4323
JAFFARABAD DISTRICT,43,2142,1087,3229
JAFFARABAD DISTRICT,44,2004,936,2940
JAFFARABAD DISTRICT,45,1982,789,2771
JAFFARABAD DISTRICT,46,2237,919,3156
JAFFARABAD DISTRICT,47,2996,1379,4375
JAFFARABAD DISTRICT,48,1925,918,2843
JAFFARABAD DISTRICT,49,2051,1091,3142
JAFFARABAD DISTRICT,50,1789,748,2537
JAFFARABAD DISTRICT,51,1995,982,2977
JAFFARABAD DISTRICT,52,1885,939,2824
JAFFARABAD DISTRICT,53,1499,653,2152
JAFFARABAD DISTRICT,54,1375,626,2001
JAFFARABAD DISTRICT,55,1191,531,1722
JAFFARABAD DISTRICT,56,1378,561,1939
