district,age,sex,rural,urban,total
AWARAN DISTRICT,14,Female,885,376,1261
AWARAN DISTRICT,14,Transgender,0,0,0
AWARAN DISTRICT,15,Male,913,337,1250
AWARAN DISTRICT,15,Female,637,337,974
AWARAN DISTRICT,15,Transgender,0,0,0
AWARAN DISTRICT,16,Male,813,340,1153
AWARAN DISTRICT,16,Female,647,279,926
AWARAN DISTRICT,16,Transgender,1,0,1
AWARAN DISTRICT,17,Male,613,277,890
AWARAN DISTRICT,17,Female,520,305,825
AWARAN DISTRICT,17,Transgender,0,0,0
AWARAN DISTRICT,18,Male,784,313,1097
AWARAN DISTRICT,18,Female,671,297,968
AWARAN DISTRICT,18,Transgender,0,0,0
AWARAN DISTRICT,19,Male,642,276,918
AWARAN DISTRICT,19,Female,577,263,840
AWARAN DISTRICT,19,Transgender,0,0,0
AWARAN DISTRICT,20,Male,1041,344,1385
AWARAN DISTRICT,20,Female,919,350,1269
AWARAN DISTRICT,20,Transgender,0,0,0
AWARAN DISTRICT,21,Male,625,297,922
AWARAN DISTRICT,21,Female,637,286,923
AWARAN DISTRICT,21,Transgender,0,0,0
AWARAN DISTRICT,22,Male,708,339,1047
AWARAN DISTRICT,22,Female,577,272,849
AWARAN DISTRICT,22,Transgender,1,0,1
AWARAN DISTRICT,23,Male,507,244,751
AWARAN DISTRICT,23,Female,384,203,587
AWARAN DISTRICT,23,Transgender,0,1,1
AWARAN DISTRICT,24,Male,439,261,700
AWARAN DISTRICT,24,Female,422,194,616
AWARAN DISTRICT,24,Transgender,0,0,0
AWARAN DISTRICT,25,Male,672,235,907
AWARAN DISTRICT,25,Female,784,285,1069
AWARAN DISTRICT,25,Transgender,1,0,1
AWARAN DISTRICT,26,Male,476,190,666
AWARAN DISTRICT,26,Female,484,263,747
AWARAN DISTRICT,26,Transgender,0,0,0
AWARAN DISTRICT,27,Male,542,278,820
AWARAN DISTRICT,27,Female,566,288,854
AWARAN DISTRICT,27,Transgender,0,0,0
AWARAN DISTRICT,28,Male,547,272,819
AWARAN DISTRICT,28,Female,676,280,956
AWARAN DISTRICT,28,Transgender,0,0,0
AWARAN DISTRICT,29,Male,489,237,726
AWARAN DISTRICT,29,Female,644,279,923
AWARAN DISTRICT,29,Transgender,1,0,1
AWARAN DISTRICT,30,Male,812,309,1121
AWARAN DISTRICT,30,Female,855,282,1137
AWARAN DISTRICT,30,Transgender,2,0,2
AWARAN DISTRICT,31,Male,630,271,901
AWARAN DISTRICT,31,Female,725,310,1035
AWARAN DISTRICT,31,Transgender,0,0,0
AWARAN DISTRICT,32,Male,497,240,737
AWARAN DISTRICT,32,Female,495,250,745
AWARAN DISTRICT,32,Transgender,0,0,0
AWARAN DISTRICT,33,Male,438,219,657
AWARAN DISTRICT,33,Female,553,218,771
AWARAN DISTRICT,33,Transgender,0,0,0
AWARAN DISTRICT,34,Male,401,191,592
AWARAN DISTRICT,34,Female,451,189,640
AWARAN DISTRICT,34,Transgender,0,0,0
AWARAN DISTRICT,35,Male,544,217,761
AWARAN DISTRICT,35,Female,570,177,747
AWARAN DISTRICT,35,Transgender,0,0,0
AWARAN DISTRICT,36,Male,467,195,662
AWARAN DISTRICT,36,Female,413,186,599
AWARAN DISTRICT,36,Transgender,0,0,0
AWARAN DISTRICT,37,Male,477,233,710
AWARAN DISTRICT,37,Female,380,257,637
AWARAN DISTRICT,37,Transgender,0,0,0
AWARAN DISTRICT,38,Male,387,179,566
AWARAN DISTRICT,38,Female,488,160,648
AWARAN DISTRICT,38,Transgender,0,0,0
AWARAN DISTRICT,39,Male,389,179,568
AWARAN DISTRICT,39,Female,391,168,559
AWARAN DISTRICT,39,Transgender,0,0,0
AWARAN DISTRICT,40,Male,524,128,652
AWARAN DISTRICT,40,Female,583,150,733
AWARAN DISTRICT,40,Transgender,0,0,0
AWARAN DISTRICT,41,Male,370,156,526
AWARAN DISTRICT,41,Female,388,129,517
AWARAN DISTRICT,41,Transgender,0,0,0
AWARAN DISTRICT,42,Male,368,151,519
AWARAN DISTRICT,42,Female,297,127,424
AWARAN DISTRICT,42,Transgender,0,0,0
AWARAN DISTRICT,43,Male,351,127,478
AWARAN DISTRICT,43,Female,389,111,500
AWARAN DISTRICT,43,Transgender,0,0,0
AWARAN DISTRICT,44,Male,332,114,446
AWARAN DISTRICT,44,Female,328,121,449
AWARAN DISTRICT,44,Transgender,0,0,0
AWARAN DISTRICT,45,Male,375,92,467
AWARAN DISTRICT,45,Female,333,100,433
AWARAN DISTRICT,45,Transgender,0,0,0
AWARAN DISTRICT,46,Male,319,99,418
AWARAN DISTRICT,46,Female,285,83,368
AWARAN DISTRICT,46,Transgender,0,0,0
AWARAN DISTRICT,47,Male,319,118,437
AWARAN DISTRICT,47,Female,275,120,395
AWARAN DISTRICT,47,Transgender,0,0,0
AWARAN DISTRICT,48,Male,287,86,373
AWARAN DISTRICT,48,Female,312,84,396
AWARAN DISTRICT,48,Transgender,0,0,0
AWARAN DISTRICT,49,Male,312,106,418
AWARAN DISTRICT,49,Female,323,102,425
AWARAN DISTRICT,49,Transgender,0,0,0
AWARAN DISTRICT,50,Male,368,101,469
AWARAN DISTRICT,50,Female,359,101,460
AWARAN DISTRICT,50,Transgender,0,0,0
AWARAN DISTRICT,51,Male,285,105,390
AWARAN DISTRICT,51,Female,229,112,341
AWARAN DISTRICT,51,Transgender,0,0,0
AWARAN DISTRICT,52,Male,219,81,300
AWARAN DISTRICT,52,Female,153,95,248
AWARAN DISTRICT,52,Transgender,0,0,0
AWARAN DISTRICT,53,Male,242,85,327
AWARAN DISTRICT,53,Female,211,70,281
AWARAN DISTRICT,53,Transgender,0,0,0
AWARAN DISTRICT,54,Male,227,91,318
AWARAN DISTRICT,54,Female,202,95,297
AWARAN DISTRICT,54,Transgender,0,0,0
AWARAN DISTRICT,55,Male,193,61,254
AWARAN DISTRICT,55,Female,244,59,303
AWARAN DISTRICT,55,Transgender,0,0,0
AWARAN DISTRICT,56,Male,189,51,240
AWARAN DISTRICT,56,Female,157,60,217
AWARAN DISTRICT,56,Transgender,0,0,0
AWARAN DISTRICT,57,Male,218,83,301
AWARAN DISTRICT,57,Female,122,67,189
AWARAN DISTRICT,57,Transgender,0,0,0
AWARAN DISTRICT,58,Male,180,69,249
AWARAN DISTRICT,58,Female,160,69,229
AWARAN DISTRICT,58,Transgender,0,0,0
AWARAN DISTRICT,59,Male,214,93,307
AWARAN DISTRICT,59,Female,155,72,227
AWARAN DISTRICT,59,Transgender,0,0,0
AWARAN DISTRICT,60,Male,205,71,276
AWARAN DISTRICT,60,Female,274,70,344
AWARAN DISTRICT,60,Transgender,1,0,1
AWARAN DISTRICT,61,Male,154,57,211
AWARAN DISTRICT,61,Female,187,60,247
AWARAN DISTRICT,61,Transgender,0,0,0
AWARAN DISTRICT,62,Male,125,43,168
AWARAN DISTRICT,62,Female,127,59,186
AWARAN DISTRICT,62,Transgender,0,0,0
AWARAN DISTRICT,63,Male,157,61,218
AWARAN DISTRICT,63,Female,156,56,212
AWARAN DISTRICT,63,Transgender,0,0,0
AWARAN DISTRICT,64,Male,218,79,297
AWARAN DISTRICT,64,Female,175,68,243
AWARAN DISTRICT,64,Transgender,0,0,0
AWARAN DISTRICT,65,Male,125,51,176
AWARAN DISTRICT,65,Female,166,53,219
AWARAN DISTRICT,65,Transgender,0,0,0
AWARAN DISTRICT,66,Male,128,59,187
AWARAN DISTRICT,66,Female,100,50,150
AWARAN DISTRICT,66,Transgender,0,0,0
AWARAN DISTRICT,67,Male,126,42,168
AWARAN DISTRICT,67,Female,77,45,122
AWARAN DISTRICT,67,Transgender,0,0,0
AWARAN DISTRICT,68,Male,137,50,187
AWARAN DISTRICT,68,Female,94,37,131
AWARAN DISTRICT,68,Transgender,0,0,0
AWARAN DISTRICT,69,Male,169,69,238
AWARAN DISTRICT,69,Female,87,33,120
AWARAN DISTRICT,69,Transgender,0,0,0
AWARAN DISTRICT,70,Male,107,31,138
AWARAN DISTRICT,70,Female,124,42,166
AWARAN DISTRICT,70,Transgender,0,0,0
AWARAN DISTRICT,71,Male,76,39,115
AWARAN DISTRICT,71,Female,67,34,101
AWARAN DISTRICT,71,Transgender,0,0,0
AWARAN DISTRICT,72,Male,57,29,86
AWARAN DISTRICT,72,Female,59,28,87
AWARAN DISTRICT,72,Transgender,1,0,1
AWARAN DISTRICT,73,Male,91,23,114
AWARAN DISTRICT,73,Female,76,24,100
AWARAN DISTRICT,73,Transgender,0,0,0
AWARAN DISTRICT,74,Male,88,36,124
AWARAN DISTRICT,74,Female,76,16,92
AWARAN DISTRICT,74,Transgender,0,0,0
AWARAN DISTRICT,>=75,Male,455,193,648
AWARAN DISTRICT,>=75,Female,379,192,571
AWARAN DISTRICT,>=75,Transgender,0,0,0
BADIN DISTRICT,<1,Male,17884,4574,22458
BADIN DISTRICT,<1,Female,16611,4258,20869
BADIN DISTRICT,<1,Transgender,0,0,0
BADIN DISTRICT,1,Male,20355,5047,25402
BADIN DISTRICT,1,Female,20092,4840,24932
BADIN DISTRICT,1,Transgender,0,0,0
BADIN DISTRICT,2,Male,25385,6031,31416
BADIN DISTRICT,2,Female,25255,5827,31082
BADIN DISTRICT,2,Transgender,0,0,0
BADIN DISTRICT,3,Male,26490,6547,33037
BADIN DISTRICT,3,Female,25855,6219,32074
BADIN DISTRICT,3,Transgender,0,0,0
BADIN DISTRICT,4,Male,28027,6393,34420
BADIN DISTRICT,4,Female,27390,6244,33634
BADIN DISTRICT,4,Transgender,0,0,0
BADIN DISTRICT,5,Male,27827,6697,34524
BADIN DISTRICT,5,Female,25694,6411,32105
BADIN DISTRICT,5,Transgender,0,0,0
BADIN DISTRICT,6,Male,27366,6531,33897
BADIN DISTRICT,6,Female,25323,5832,31155
BADIN DISTRICT,6,Transgender,0,0,0
BADIN DISTRICT,7,Male,23950,6019,29969
BADIN DISTRICT,7,Female,21211,5561,26772
BADIN DISTRICT,7,Transgender,0,0,0
BADIN DISTRICT,8,Male,28642,6556,35198
BADIN DISTRICT,8,Female,25689,6125,31814
BADIN DISTRICT,8,Transgender,0,0,0
BADIN DISTRICT,9,Male,20508,5496,26004
BADIN DISTRICT,9,Female,17987,4995,22982
BADIN DISTRICT,9,Transgender,0,0,0
BADIN DISTRICT,10,Male,25564,5833,31397
BADIN DISTRICT,10,Female,22286,5192,27478
BADIN DISTRICT,10,Transgender,0,0,0
BADIN DISTRICT,11,Male,16379,4486,20865
BADIN DISTRICT,11,Female,13987,4186,18173
BADIN DISTRICT,11,Transgender,0,0,0
BADIN DISTRICT,12,Male,19956,4915,24871
BADIN DISTRICT,12,Female,16431,4448,20879
BADIN DISTRICT,12,Transgender,0,0,0
BADIN DISTRICT,13,Male,14674,4255,18929
BADIN DISTRICT,13,Female,11737,3672,15409
BADIN DISTRICT,13,Transgender,0,0,0
BADIN DISTRICT,14,Male,14809,4174,18983
BADIN DISTRICT,14,Female,12343,3817,16160
BADIN DISTRICT,14,Transgender,0,0,0
BADIN DISTRICT,15,Male,15970,4540,20510
BADIN DISTRICT,15,Female,12200,3899,16099
BADIN DISTRICT,15,Transgender,2,0,2
BADIN DISTRICT,16,Male,14310,4079,18389
BADIN DISTRICT,16,Female,11973,3691,15664
BADIN DISTRICT,16,Transgender,3,3,6
BADIN DISTRICT,17,Male,12369,4158,16527
BADIN DISTRICT,17,Female,10550,3826,14376
BADIN DISTRICT,17,Transgender,2,0,2
BADIN DISTRICT,18,Male,16768,4411,21179
BADIN DISTRICT,18,Female,16134,4230,20364
BADIN DISTRICT,18,Transgender,6,3,9
BADIN DISTRICT,19,Male,11800,3737,15537
BADIN DISTRICT,19,Female,12207,3821,16028
BADIN DISTRICT,19,Transgender,0,0,0
BADIN DISTRICT,20,Male,16204,4011,20215
BADIN DISTRICT,20,Female,14313,3830,18143
BADIN DISTRICT,20,Transgender,1,5,6
BADIN DISTRICT,21,Male,9782,3412,13194
BADIN DISTRICT,21,Female,10004,3296,13300
BADIN DISTRICT,21,Transgender,3,1,4
BADIN DISTRICT,22,Male,11294,3410,14704
BADIN DISTRICT,22,Female,9888,3021,12909
BADIN DISTRICT,22,Transgender,1,4,5
BADIN DISTRICT,23,Male,9102,3153,12255
BADIN DISTRICT,23,Female,9162,3081,12243
BADIN DISTRICT,23,Transgender,1,2,3
BADIN DISTRICT,24,Male,8244,2823,11067
BADIN DISTRICT,24,Female,8671,2861,11532
BADIN DISTRICT,24,Transgender,0,3,3
BADIN DISTRICT,25,Male,12469,3238,15707
BADIN DISTRICT,25,Female,11065,3161,14226
BADIN DISTRICT,25,Transgender,5,4,9
BADIN DISTRICT,26,Male,8881,2947,11828
BADIN DISTRICT,26,Female,9313,3123,12436
BADIN DISTRICT,26,Transgender,1,1,2
BADIN DISTRICT,27,Male,9951,3284,13235
BADIN DISTRICT,27,Female,10867,3349,14216
BADIN DISTRICT,27,Transgender,5,1,6
BADIN DISTRICT,28,Male,9801,2984,12785
BADIN DISTRICT,28,Female,11482,3269,14751
BADIN DISTRICT,28,Transgender,6,0,6
BADIN DISTRICT,29,Male,9978,3068,13046
BADIN DISTRICT,29,Female,11438,3321,14759
BADIN DISTRICT,29,Transgender,2,0,2
BADIN DISTRICT,30,Male,10879,2922,13801
BADIN DISTRICT,30,Female,10350,2921,13271
BADIN DISTRICT,30,Transgender,6,4,10
BADIN DISTRICT,31,Male,9843,3138,12981
BADIN DISTRICT,31,Female,10540,3286,13826
BADIN DISTRICT,31,Transgender,1,2,3
BADIN DISTRICT,32,Male,9815,3092,12907
BADIN DISTRICT,32,Female,9957,3095,13052
BADIN DISTRICT,32,Transgender,2,3,5
BADIN DISTRICT,33,Male,8355,2727,11082
BADIN DISTRICT,33,Female,8812,2610,11422
BADIN DISTRICT,33,Transgender,0,1,1
BADIN DISTRICT,34,Male,7612,2561,10173
BADIN DISTRICT,34,Female,8267,2481,10748
BADIN DISTRICT,34,Transgender,3,1,4
BADIN DISTRICT,35,Male,9376,2563,11939
BADIN DISTRICT,35,Female,8583,2291,10874
BADIN DISTRICT,35,Transgender,5,5,10
BADIN DISTRICT,36,Male,8399,2689,11088
BADIN DISTRICT,36,Female,7586,2219,9805
BADIN DISTRICT,36,Transgender,0,1,1
BADIN DISTRICT,37,Male,11693,2887,14580
BADIN DISTRICT,37,Female,10180,2758,12938
BADIN DISTRICT,37,Transgender,2,2,4
BADIN DISTRICT,38,Male,7653,2340,9993
BADIN DISTRICT,38,Female,7142,2075,9217
BADIN DISTRICT,38,Transgender,3,3,6
BADIN DISTRICT,39,Male,8209,2414,10623
BADIN DISTRICT,39,Female,7575,2247,9822
BADIN DISTRICT,39,Transgender,2,3,5
BADIN DISTRICT,40,Male,7084,1993,9077
BADIN DISTRICT,40,Female,6569,1935,8504
BADIN DISTRICT,40,Transgender,5,6,11
BADIN DISTRICT,41,Male,6182,1919,8101
BADIN DISTRICT,41,Female,6134,1841,7975
BADIN DISTRICT,41,Transgender,4,2,6
BADIN DISTRICT,42,Male,5809,1789,7598
BADIN DISTRICT,42,Female,6741,1949,8690
BADIN DISTRICT,42,Transgender,2,2,4
BADIN DISTRICT,43,Male,5703,1760,7463
BADIN DISTRICT,43,Female,5204,1553,6757
BADIN DISTRICT,43,Transgender,1,1,2
BADIN DISTRICT,44,Male,5283,1665,6948
BADIN DISTRICT,44,Female,4842,1471,6313
BADIN DISTRICT,44,Transgender,3,0,3
BADIN DISTRICT,45,Male,5324,1559,6883
BADIN DISTRICT,45,Female,4805,1379,6184
BADIN DISTRICT,45,Transgender,1,1,2
BADIN DISTRICT,46,Male,5064,1611,6675
BADIN DISTRICT,46,Female,4391,1306,5697
BADIN DISTRICT,46,Transgender,0,0,0
BADIN DISTRICT,47,Male,5952,1756,7708
BADIN DISTRICT,47,Female,6052,1672,7724
BADIN DISTRICT,47,Transgender,2,1,3
BADIN DISTRICT,48,Male,4914,1466,6380
BADIN DISTRICT,48,Female,4400,1279,5679
BADIN DISTRICT,48,Transgender,4,0,4
BADIN DISTRICT,49,Male,5154,1584,6738
BADIN DISTRICT,49,Female,4448,1328,5776
BADIN DISTRICT,49,Transgender,0,0,0
BADIN DISTRICT,50,Male,4891,1415,6306
BADIN DISTRICT,50,Female,3912,1120,5032
BADIN DISTRICT,50,Transgender,4,2,6
BADIN DISTRICT,51,Male,4060,1398,5458
BADIN DISTRICT,51,Female,3512,1071,4583
BADIN DISTRICT,51,Transgender,0,1,1
BADIN DISTRICT,52,Male,3767,1202,4969
BADIN DISTRICT,52,Female,3462,1042,4504
BADIN DISTRICT,52,Transgender,3,1,4
BADIN DISTRICT,53,Male,3377,1148,4525
BADIN DISTRICT,53,Female,2673,851,3524
BADIN DISTRICT,53,Transgender,0,0,0
BADIN DISTRICT,54,Male,3070,978,4048
BADIN DISTRICT,54,Female,2390,770,3160
BADIN DISTRICT,54,Transgender,0,0,0
BADIN DISTRICT,55,Male,2929,887,3816
BADIN DISTRICT,55,Female,2591,736,3327
BADIN DISTRICT,55,Transgender,2,2,4
BADIN DISTRICT,56,Male,2368,780,3148
BADIN DISTRICT,56,Female,2240,643,2883
BADIN DISTRICT,56,Transgender,1,0,1
BADIN DISTRICT,57,Male,2821,791,3612
BADIN DISTRICT,57,Female,3336,915,4251
BADIN DISTRICT,57,Transgender,0,1,1
BADIN DISTRICT,58,Male,2375,740,3115
BADIN DISTRICT,58,Female,2596,791,3387
BADIN DISTRICT,58,Transgender,0,1,1
BADIN DISTRICT,59,Male,2801,835,3636
BADIN DISTRICT,59,Female,2661,830,3491
BADIN DISTRICT,59,Transgender,0,0,0
BADIN DISTRICT,60,Male,2986,683,3669
BADIN DISTRICT,60,Female,2793,694,3487
BADIN DISTRICT,60,Transgender,2,2,4
BADIN DISTRICT,61,Male,2341,804,3145
BADIN DISTRICT,61,Female,2540,773,3313
BADIN DISTRICT,61,Transgender,0,0,0
BADIN DISTRICT,62,Male,2277,734,3011
BADIN DISTRICT,62,Female,2696,730,3426
BADIN DISTRICT,62,Transgender,1,1,2
BADIN DISTRICT,63,Male,2372,740,3112
BADIN DISTRICT,63,Female,2325,680,3005
BADIN DISTRICT,63,Transgender,0,1,1
BADIN DISTRICT,64,Male,2711,682,3393
BADIN DISTRICT,64,Female,2327,680,3007
BADIN DISTRICT,64,Transgender,0,0,0
BADIN DISTRICT,65,Male,2404,528,2932
BADIN DISTRICT,65,Female,1970,562,2532
BADIN DISTRICT,65,Transgender,2,0,2
BADIN DISTRICT,66,Male,1800,568,2368
BADIN DISTRICT,66,Female,1723,498,2221
BADIN DISTRICT,66,Transgender,0,0,0
BADIN DISTRICT,67,Male,1628,484,2112
BADIN DISTRICT,67,Female,1993,537,2530
BADIN DISTRICT,67,Transgender,0,0,0
BADIN DISTRICT,68,Male,1564,453,2017
BADIN DISTRICT,68,Female,1543,457,2000
BADIN DISTRICT,68,Transgender,0,0,0
BADIN DISTRICT,69,Male,1880,475,2355
BADIN DISTRICT,69,Female,1782,434,2216
BADIN DISTRICT,69,Transgender,0,1,1
BADIN DISTRICT,70,Male,1679,375,2054
BADIN DISTRICT,70,Female,1534,364,1898
BADIN DISTRICT,70,Transgender,4,3,7
BADIN DISTRICT,71,Male,1281,356,1637
BADIN DISTRICT,71,Female,1208,343,1551
BADIN DISTRICT,71,Transgender,0,0,0
BADIN DISTRICT,72,Male,923,260,1183
BADIN DISTRICT,72,Female,1208,308,1516
BADIN DISTRICT,72,Transgender,1,0,1
BADIN DISTRICT,73,Male,1046,284,1330
BADIN DISTRICT,73,Female,983,321,1304
BADIN DISTRICT,73,Transgender,0,0,0
BADIN DISTRICT,74,Male,1228,273,1501
BADIN DISTRICT,74,Female,1009,258,1267
BADIN DISTRICT,74,Transgender,0,0,0
BADIN DISTRICT,>=75,Male,6773,1666,8439
BADIN DISTRICT,>=75,Female,7370,1966,9336
BADIN DISTRICT,>=75,Transgender,3,4,7
BAHAWALNAGAR DISTRICT,<1,Male,28711,7143,35854
BAHAWALNAGAR DISTRICT,<1,Female,27321,6889,34210
BAHAWALNAGAR DISTRICT,<1,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,1,Male,33190,8118,41308
BAHAWALNAGAR DISTRICT,1,Female,31776,7865,39641
BAHAWALNAGAR DISTRICT,1,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,2,Male,33809,7985,41794
BAHAWALNAGAR DISTRICT,2,Female,32304,7498,39802
BAHAWALNAGAR DISTRICT,2,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,3,Male,35750,8424,44174
BAHAWALNAGAR DISTRICT,3,Female,34404,8098,42502
BAHAWALNAGAR DISTRICT,3,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,4,Male,36593,8390,44983
BAHAWALNAGAR DISTRICT,4,Female,34998,7814,42812
BAHAWALNAGAR DISTRICT,4,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,5,Male,36222,8255,44477
BAHAWALNAGAR DISTRICT,5,Female,33846,7819,41665
BAHAWALNAGAR DISTRICT,5,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,6,Male,34787,8265,43052
BAHAWALNAGAR DISTRICT,6,Female,32948,7569,40517
BAHAWALNAGAR DISTRICT,6,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,7,Male,37264,8672,45936
BAHAWALNAGAR DISTRICT,7,Female,35156,8155,43311
BAHAWALNAGAR DISTRICT,7,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,8,Male,35492,7781,43273
BAHAWALNAGAR DISTRICT,8,Female,33036,7251,40287
BAHAWALNAGAR DISTRICT,8,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,9,Male,34207,8577,42784
BAHAWALNAGAR DISTRICT,9,Female,31961,8134,40095
BAHAWALNAGAR DISTRICT,9,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,10,Male,32299,7227,39526
BAHAWALNAGAR DISTRICT,10,Female,29903,6777,36680
BAHAWALNAGAR DISTRICT,10,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,11,Male,30235,8468,38703
BAHAWALNAGAR DISTRICT,11,Female,28125,7745,35870
BAHAWALNAGAR DISTRICT,11,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,12,Male,28328,6977,35305
BAHAWALNAGAR DISTRICT,12,Female,26127,6348,32475
BAHAWALNAGAR DISTRICT,12,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,13,Male,26410,7663,34073
BAHAWALNAGAR DISTRICT,13,Female,23833,7111,30944
BAHAWALNAGAR DISTRICT,13,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,14,Male,25684,6994,32678
BAHAWALNAGAR DISTRICT,14,Female,23559,6416,29975
BAHAWALNAGAR DISTRICT,14,Transgender,0,0,0
BAHAWALNAGAR DISTRICT,15,Male,24486,6765,31251
BAHAWALNAGAR DISTRICT,15,Female,23109,6708,29817
BAHAWALNAGAR DISTRICT,15,Transgender,2,0,2
BAHAWALNAGAR DISTRICT,16,Male,24679,6817,31496
BAHAWALNAGAR DISTRICT,16,Female,23147,6478,29625
BAHAWALNAGAR DISTRICT,16,Transgender,3,3,6
BAHAWALNAGAR DISTRICT,17,Male,23643,6784,30427
BAHAWALNAGAR DISTRICT,17,Female,21342,6476,27818
BAHAWALNAGAR DISTRICT,17,Transgender,5,0,5
BAHAWALNAGAR DISTRICT,18,Male,23374,6210,29584
BAHAWALNAGAR DISTRICT,18,Female,22248,5861,28109
BAHAWALNAGAR DISTRICT,18,Transgender,6,2,8
BAHAWALNAGAR DISTRICT,19,Male,21126,6418,27544
BAHAWALNAGAR DISTRICT,19,Female,21016,6738,27754
BAHAWALNAGAR DISTRICT,19,Transgender,0,3,3
BAHAWALNAGAR DISTRICT,20,Male,21566,5633,27199
BAHAWALNAGAR DISTRICT,20,Female,22609,5500,28109
BAHAWALNAGAR DISTRICT,20,Transgender,9,2,11
BAHAWALNAGAR DISTRICT,21,Male,19723,6055,25778
BAHAWALNAGAR DISTRICT,21,Female,20414,6474,26888
BAHAWALNAGAR DISTRICT,21,Transgender,3,2,5
BAHAWALNAGAR DISTRICT,22,Male,19535,5453,24988
BAHAWALNAGAR DISTRICT,22,Female,20953,5973,26926
BAHAWALNAGAR DISTRICT,22,Transgender,9,4,13
BAHAWALNAGAR DISTRICT,23,Male,17582,5170,22752
BAHAWALNAGAR DISTRICT,23,Female,18353,5785,24138
BAHAWALNAGAR DISTRICT,23,Transgender,2,4,6
BAHAWALNAGAR DISTRICT,24,Male,16661,5159,21820
BAHAWALNAGAR DISTRICT,24,Female,17366,5565,22931
BAHAWALNAGAR DISTRICT,24,Transgender,3,4,7
BAHAWALNAGAR DISTRICT,25,Male,16745,4615,21360
BAHAWALNAGAR DISTRICT,25,Female,19948,4888,24836
BAHAWALNAGAR DISTRICT,25,Transgender,4,6,10
BAHAWALNAGAR DISTRICT,26,Male,16130,4942,21072
BAHAWALNAGAR DISTRICT,26,Female,17891,5492,23383
BAHAWALNAGAR DISTRICT,26,Transgender,7,2,9
BAHAWALNAGAR DISTRICT,27,Male,16025,4779,20804
BAHAWALNAGAR DISTRICT,27,Female,17533,5398,22931
BAHAWALNAGAR DISTRICT,27,Transgender,5,2,7
BAHAWALNAGAR DISTRICT,28,Male,16424,4671,21095
BAHAWALNAGAR DISTRICT,28,Female,18111,5181,23292
BAHAWALNAGAR DISTRICT,28,Transgender,3,4,7
BAHAWALNAGAR DISTRICT,29,Male,17403,4930,22333
BAHAWALNAGAR DISTRICT,29,Female,18215,5254,23469
BAHAWALNAGAR DISTRICT,29,Transgender,1,0,1
BAHAWALNAGAR DISTRICT,30,Male,15497,4168,19665
BAHAWALNAGAR DISTRICT,30,Female,18759,4527,23286
BAHAWALNAGAR DISTRICT,30,Transgender,7,7,14
BAHAWALNAGAR DISTRICT,31,Male,16877,4618,21495
BAHAWALNAGAR DISTRICT,31,Female,17203,4977,22180
BAHAWALNAGAR DISTRICT,31,Transgender,4,0,4
BAHAWALNAGAR DISTRICT,32,Male,15298,4283,19581
BAHAWALNAGAR DISTRICT,32,Female,15728,4523,20251
BAHAWALNAGAR DISTRICT,32,Transgender,6,4,10
BAHAWALNAGAR DISTRICT,33,Male,14083,4077,18160
BAHAWALNAGAR DISTRICT,33,Female,14912,4214,19126
BAHAWALNAGAR DISTRICT,33,Transgender,6,1,7
BAHAWALNAGAR DISTRICT,34,Male,14312,3945,18257
BAHAWALNAGAR DISTRICT,34,Female,14142,4233,18375
BAHAWALNAGAR DISTRICT,34,Transgender,1,3,4
BAHAWALNAGAR DISTRICT,35,Male,13164,3357,16521
BAHAWALNAGAR DISTRICT,35,Female,14236,3450,17686
BAHAWALNAGAR DISTRICT,35,Transgender,4,5,9
BAHAWALNAGAR DISTRICT,36,Male,14791,3676,18467
BAHAWALNAGAR DISTRICT,36,Female,13652,3908,17560
BAHAWALNAGAR DISTRICT,36,Transgender,4,2,6
BAHAWALNAGAR DISTRICT,37,Male,14734,3651,18385
BAHAWALNAGAR DISTRICT,37,Female,13109,3502,16611
BAHAWALNAGAR DISTRICT,37,Transgender,4,4,8
BAHAWALNAGAR DISTRICT,38,Male,12616,3649,16265
BAHAWALNAGAR DISTRICT,38,Female,12248,3572,15820
BAHAWALNAGAR DISTRICT,38,Transgender,5,2,7
BAHAWALNAGAR DISTRICT,39,Male,13195,3600,16795
BAHAWALNAGAR DISTRICT,39,Female,13076,3592,16668
BAHAWALNAGAR DISTRICT,39,Transgender,3,1,4
BAHAWALNAGAR DISTRICT,40,Male,10750,3165,13915
BAHAWALNAGAR DISTRICT,40,Female,11938,3097,15035
BAHAWALNAGAR DISTRICT,40,Transgender,12,5,17
BAHAWALNAGAR DISTRICT,41,Male,12352,3467,15819
BAHAWALNAGAR DISTRICT,41,Female,12509,3479,15988
BAHAWALNAGAR DISTRICT,41,Transgender,1,0,1
