district,group,relationship,sex,total_pop,never_married,married,widowed,divorced
FR TANK,RURAL,Grand Son / Grand Daughter,Female,116,105,10,,1
FR TANK,RURAL,Grand Son / Grand Daughter,Transgender,,,,,
FR TANK,RURAL,Father/Mother,Overall,959,,594,361,4
FR TANK,RURAL,Father/Mother,Male,278,,252,26,
FR TANK,RURAL,Father/Mother,Female,681,,342,335,4
FR TANK,RURAL,Brother / Sister,Overall,1193,584,591,9,9
FR TANK,RURAL,Brother / Sister,Male,930,350,574,4,2
FR TANK,RURAL,Brother / Sister,Female,262,233,17,5,7
FR TANK,RURAL,Brother / Sister,Transgender,1,1,,,
FR TANK,RURAL,Other Relative,Overall,1660,346,1197,112,5
FR TANK,RURAL,Other Relative,Male,408,202,199,7,
FR TANK,RURAL,Other Relative,Female,1250,142,998,105,5
FR TANK,RURAL,Other Relative,Transgender,2,2,,,
FR TANK,RURAL,Non-Relative,Overall,1325,296,1024,5,
FR TANK,RURAL,Non-Relative,Male,1177,263,913,1,
FR TANK,RURAL,Non-Relative,Female,148,33,111,4,
FR TANK,RURAL,Non-Relative,Transgender,,,,,
FR TANK,URBAN,Head,Overall,,,,,
FR TANK,URBAN,Head,Male,,,,,
FR TANK,URBAN,Head,Female,,,,,
FR TANK,URBAN,Head,Transgender,,,,,
FR TANK,URBAN,Spouse,Overall,,,,,
FR TANK,URBAN,Spouse,Male,,,,,
FR TANK,URBAN,Spouse,Female,,,,,
FR TANK,URBAN,Son/Daughter,Overall,,,,,
FR TANK,URBAN,Son/Daughter,Male,,,,,
FR TANK,URBAN,Son/Daughter,Female,,,,,
FR TANK,URBAN,Son/Daughter,Transgender,,,,,
FR TANK,URBAN,Daughter / Son In Law,Overall,,,,,
FR TANK,URBAN,Daughter / Son In Law,Male,,,,,
FR TANK,URBAN,Daughter / Son In Law,Female,,,,,
FR TANK,URBAN,Grand Son / Grand Daughter,Overall,,,,,
FR TANK,URBAN,Grand Son / Grand Daughter,Male,,,,,
FR TANK,URBAN,Grand Son / Grand Daughter,Female,,,,,
FR TANK,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
FR TANK,URBAN,Father/Mother,Overall,,,,,
FR TANK,URBAN,Father/Mother,Male,,,,,
FR TANK,URBAN,Father/Mother,Female,,,,,
FR TANK,URBAN,Brother / Sister,Overall,,,,,
FR TANK,URBAN,Brother / Sister,Male,,,,,
FR TANK,URBAN,Brother / Sister,Female,,,,,
FR TANK,URBAN,Brother / Sister,Transgender,,,,,
FR TANK,URBAN,Other Relative,Overall,,,,,
FR TANK,URBAN,Other Relative,Male,,,,,
FR TANK,URBAN,Other Relative,Female,,,,,
FR TANK,URBAN,Other Relative,Transgender,,,,,
FR TANK,URBAN,Non-Relative,Overall,,,,,
FR TANK,URBAN,Non-Relative,Male,,,,,
FR TANK,URBAN,Non-Relative,Female,,,,,
FR TANK,URBAN,Non-Relative,Transgender,,,,,
ATTOCK DISTRICT,OVERALL,Head,Overall,302845,13595,260977,26599,1674
ATTOCK DISTRICT,OVERALL,Head,Male,256710,12380,234459,9108,763
ATTOCK DISTRICT,OVERALL,Head,Female,46110,1190,26518,17491,911
ATTOCK DISTRICT,OVERALL,Head,Transgender,25,25,,,
ATTOCK DISTRICT,OVERALL,Spouse,Overall,242371,,242371,,
ATTOCK DISTRICT,OVERALL,Spouse,Male,10238,,10238,,
ATTOCK DISTRICT,OVERALL,Spouse,Female,232133,,232133,,
ATTOCK DISTRICT,OVERALL,Son/Daughter,Overall,364474,283237,75740,1895,3602
ATTOCK DISTRICT,OVERALL,Son/Daughter,Male,228482,157699,69445,637,701
ATTOCK DISTRICT,OVERALL,Son/Daughter,Female,135988,125534,6295,1258,2901
ATTOCK DISTRICT,OVERALL,Son/Daughter,Transgender,4,4,,,
ATTOCK DISTRICT,OVERALL,Daughter / Son In Law,Overall,91045,,90115,896,34
ATTOCK DISTRICT,OVERALL,Daughter / Son In Law,Male,1752,,1730,19,3
ATTOCK DISTRICT,OVERALL,Daughter / Son In Law,Female,89293,,88385,877,31
ATTOCK DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,18687,17048,1576,25,38
ATTOCK DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,9944,8952,981,5,6
ATTOCK DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,8739,8092,595,20,32
ATTOCK DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,4,4,,,
ATTOCK DISTRICT,OVERALL,Father/Mother,Overall,57044,,24631,32048,365
ATTOCK DISTRICT,OVERALL,Father/Mother,Male,13329,,10232,3069,28
ATTOCK DISTRICT,OVERALL,Father/Mother,Female,43715,,14399,28979,337
ATTOCK DISTRICT,OVERALL,Brother / Sister,Overall,67445,39367,23490,2469,2119
ATTOCK DISTRICT,OVERALL,Brother / Sister,Male,42544,20510,21063,645,326
ATTOCK DISTRICT,OVERALL,Brother / Sister,Female,24887,18843,2427,1824,1793
ATTOCK DISTRICT,OVERALL,Brother / Sister,Transgender,14,14,,,
ATTOCK DISTRICT,OVERALL,Other Relative,Overall,74124,22551,42506,8295,772
ATTOCK DISTRICT,OVERALL,Other Relative,Male,21724,11763,8799,1013,149
ATTOCK DISTRICT,OVERALL,Other Relative,Female,52336,10724,33707,7282,623
ATTOCK DISTRICT,OVERALL,Other Relative,Transgender,64,64,,,
ATTOCK DISTRICT,OVERALL,Non-Relative,Overall,34581,15677,18089,682,133
ATTOCK DISTRICT,OVERALL,Non-Relative,Male,26863,13129,13526,156,52
ATTOCK DISTRICT,OVERALL,Non-Relative,Female,7698,2528,4563,526,81
ATTOCK DISTRICT,OVERALL,Non-Relative,Transgender,20,20,,,
ATTOCK DISTRICT,RURAL,Head,Overall,225725,10324,193698,20432,1271
ATTOCK DISTRICT,RURAL,Head,Male,191265,9449,173898,7323,595
ATTOCK DISTRICT,RURAL,Head,Female,34455,870,19800,13109,676
ATTOCK DISTRICT,RURAL,Head,Transgender,5,5,,,
ATTOCK DISTRICT,RURAL,Spouse,Overall,179781,,179781,,
ATTOCK DISTRICT,RURAL,Spouse,Male,7409,,7409,,
ATTOCK DISTRICT,RURAL,Spouse,Female,172372,,172372,,
ATTOCK DISTRICT,RURAL,Son/Daughter,Overall,268885,208278,56295,1479,2833
ATTOCK DISTRICT,RURAL,Son/Daughter,Male,169448,116403,52001,516,528
ATTOCK DISTRICT,RURAL,Son/Daughter,Female,99436,91874,4294,963,2305
ATTOCK DISTRICT,RURAL,Son/Daughter,Transgender,1,1,,,
ATTOCK DISTRICT,RURAL,Daughter / Son In Law,Overall,69906,,69144,739,23
ATTOCK DISTRICT,RURAL,Daughter / Son In Law,Male,1235,,1219,14,2
ATTOCK DISTRICT,RURAL,Daughter / Son In Law,Female,68671,,67925,725,21
ATTOCK DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,14730,13408,1268,22,32
ATTOCK DISTRICT,RURAL,Grand Son / Grand Daughter,Male,7866,7050,807,4,5
ATTOCK DISTRICT,RURAL,Grand Son / Grand Daughter,Female,6860,6354,461,18,27
ATTOCK DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,4,4,,,
ATTOCK DISTRICT,RURAL,Father/Mother,Overall,44902,,19161,25454,287
ATTOCK DISTRICT,RURAL,Father/Mother,Male,10518,,8069,2426,23
ATTOCK DISTRICT,RURAL,Father/Mother,Female,34384,,11092,23028,264
ATTOCK DISTRICT,RURAL,Brother / Sister,Overall,51019,29784,17525,1944,1766
ATTOCK DISTRICT,RURAL,Brother / Sister,Male,31894,15335,15775,526,258
ATTOCK DISTRICT,RURAL,Brother / Sister,Female,19115,14439,1750,1418,1508
ATTOCK DISTRICT,RURAL,Brother / Sister,Transgender,10,10,,,
ATTOCK DISTRICT,RURAL,Other Relative,Overall,55583,16589,31831,6533,630
ATTOCK DISTRICT,RURAL,Other Relative,Male,15745,8540,6268,819,118
ATTOCK DISTRICT,RURAL,Other Relative,Female,39782,7993,25563,5714,512
ATTOCK DISTRICT,RURAL,Other Relative,Transgender,56,56,,,
ATTOCK DISTRICT,RURAL,Non-Relative,Overall,17224,7046,9568,517,93
ATTOCK DISTRICT,RURAL,Non-Relative,Male,11826,5582,6096,110,38
ATTOCK DISTRICT,RURAL,Non-Relative,Female,5396,1462,3472,407,55
ATTOCK DISTRICT,RURAL,Non-Relative,Transgender,2,2,,,
ATTOCK DISTRICT,URBAN,Head,Overall,77120,3271,67279,6167,403
ATTOCK DISTRICT,URBAN,Head,Male,65445,2931,60561,1785,168
ATTOCK DISTRICT,URBAN,Head,Female,11655,320,6718,4382,235
ATTOCK DISTRICT,URBAN,Head,Transgender,20,20,,,
ATTOCK DISTRICT,URBAN,Spouse,Overall,62590,,62590,,
ATTOCK DISTRICT,URBAN,Spouse,Male,2829,,2829,,
ATTOCK DISTRICT,URBAN,Spouse,Female,59761,,59761,,
ATTOCK DISTRICT,URBAN,Son/Daughter,Overall,95589,74959,19445,416,769
ATTOCK DISTRICT,URBAN,Son/Daughter,Male,59034,41296,17444,121,173
ATTOCK DISTRICT,URBAN,Son/Daughter,Female,36552,33660,2001,295,596
ATTOCK DISTRICT,URBAN,Son/Daughter,Transgender,3,3,,,
ATTOCK DISTRICT,URBAN,Daughter / Son In Law,Overall,21139,,20971,157,11
ATTOCK DISTRICT,URBAN,Daughter / Son In Law,Male,517,,511,5,1
ATTOCK DISTRICT,URBAN,Daughter / Son In Law,Female,20622,,20460,152,10
ATTOCK DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,3957,3640,308,3,6
ATTOCK DISTRICT,URBAN,Grand Son / Grand Daughter,Male,2078,1902,174,1,1
ATTOCK DISTRICT,URBAN,Grand Son / Grand Daughter,Female,1879,1738,134,2,5
ATTOCK DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
ATTOCK DISTRICT,URBAN,Father/Mother,Overall,12142,,5470,6594,78
ATTOCK DISTRICT,URBAN,Father/Mother,Male,2811,,2163,643,5
ATTOCK DISTRICT,URBAN,Father/Mother,Female,9331,,3307,5951,73
ATTOCK DISTRICT,URBAN,Brother / Sister,Overall,16426,9583,5965,525,353
ATTOCK DISTRICT,URBAN,Brother / Sister,Male,10650,5175,5288,119,68
ATTOCK DISTRICT,URBAN,Brother / Sister,Female,5772,4404,677,406,285
ATTOCK DISTRICT,URBAN,Brother / Sister,Transgender,4,4,,,
ATTOCK DISTRICT,URBAN,Other Relative,Overall,18541,5962,10675,1762,142
ATTOCK DISTRICT,URBAN,Other Relative,Male,5979,3223,2531,194,31
ATTOCK DISTRICT,URBAN,Other Relative,Female,12554,2731,8144,1568,111
ATTOCK DISTRICT,URBAN,Other Relative,Transgender,8,8,,,
ATTOCK DISTRICT,URBAN,Non-Relative,Overall,17357,8631,8521,165,40
ATTOCK DISTRICT,URBAN,Non-Relative,Male,15037,7547,7430,46,14
ATTOCK DISTRICT,URBAN,Non-Relative,Female,2302,1066,1091,119,26
ATTOCK DISTRICT,URBAN,Non-Relative,Transgender,18,18,,,
ATTOCK DISTRICT,OVERALL,Head,Overall,265027,11310,221377,30250,2090
ATTOCK DISTRICT,OVERALL,Head,Male,207608,10060,186801,9858,889
ATTOCK DISTRICT,OVERALL,Head,Female,57402,1233,34576,20392,1201
ATTOCK DISTRICT,OVERALL,Head,Transgender,17,17,,,
ATTOCK DISTRICT,OVERALL,Spouse,Overall,195986,,195986,,
ATTOCK DISTRICT,OVERALL,Spouse,Male,13358,,13358,,
ATTOCK DISTRICT,OVERALL,Spouse,Female,182628,,182628,,
ATTOCK DISTRICT,OVERALL,Son/Daughter,Overall,292995,231291,55767,1916,4021
ATTOCK DISTRICT,OVERALL,Son/Daughter,Male,174653,123956,49295,731,671
ATTOCK DISTRICT,OVERALL,Son/Daughter,Female,118326,107319,6472,1185,3350
ATTOCK DISTRICT,OVERALL,Son/Daughter,Transgender,16,16,,,
ATTOCK DISTRICT,OVERALL,Daughter / Son In Law,Overall,75164,,74400,739,25
ATTOCK DISTRICT,OVERALL,Daughter / Son In Law,Male,1524,,1504,20,
ATTOCK DISTRICT,OVERALL,Daughter / Son In Law,Female,73640,,72896,719,25
ATTOCK DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,14465,13278,1128,23,36
ATTOCK DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,7463,6804,649,7,3
ATTOCK DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,6998,6470,479,16,33
ATTOCK DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,4,4,,,
ATTOCK DISTRICT,OVERALL,Father/Mother,Overall,45374,,18613,26434,327
ATTOCK DISTRICT,OVERALL,Father/Mother,Male,11106,,7904,3169,33
ATTOCK DISTRICT,OVERALL,Father/Mother,Female,34268,,10709,23265,294
ATTOCK DISTRICT,OVERALL,Brother / Sister,Overall,47571,27424,15290,2512,2345
ATTOCK DISTRICT,OVERALL,Brother / Sister,Male,28078,14150,12902,659,367
ATTOCK DISTRICT,OVERALL,Brother / Sister,Female,19484,13265,2388,1853,1978
ATTOCK DISTRICT,OVERALL,Brother / Sister,Transgender,9,9,,,
ATTOCK DISTRICT,OVERALL,Other Relative,Overall,57545,16702,31138,8808,897
ATTOCK DISTRICT,OVERALL,Other Relative,Male,17076,8742,6790,1393,151
ATTOCK DISTRICT,OVERALL,Other Relative,Female,40408,7899,24348,7415,746
ATTOCK DISTRICT,OVERALL,Other Relative,Transgender,61,61,,,
ATTOCK DISTRICT,OVERALL,Non-Relative,Overall,21425,10463,10312,530,120
ATTOCK DISTRICT,OVERALL,Non-Relative,Male,15902,7733,7963,166,40
ATTOCK DISTRICT,OVERALL,Non-Relative,Female,5511,2718,2349,364,80
ATTOCK DISTRICT,OVERALL,Non-Relative,Transgender,12,12,,,
ATTOCK DISTRICT,RURAL,Head,Overall,216750,8931,180525,25520,1774
ATTOCK DISTRICT,RURAL,Head,Male,168605,7913,151645,8277,770
ATTOCK DISTRICT,RURAL,Head,Female,48141,1014,28880,17243,1004
ATTOCK DISTRICT,RURAL,Head,Transgender,4,4,,,
ATTOCK DISTRICT,RURAL,Spouse,Overall,159143,,159143,,
ATTOCK DISTRICT,RURAL,Spouse,Male,10546,,10546,,
ATTOCK DISTRICT,RURAL,Spouse,Female,148597,,148597,,
ATTOCK DISTRICT,RURAL,Son/Daughter,Overall,237410,187420,44952,1596,3442
ATTOCK DISTRICT,RURAL,Son/Daughter,Male,141023,99981,39868,608,566
ATTOCK DISTRICT,RURAL,Son/Daughter,Female,96376,87428,5084,988,2876
ATTOCK DISTRICT,RURAL,Son/Daughter,Transgender,11,11,,,
ATTOCK DISTRICT,RURAL,Daughter / Son In Law,Overall,63175,,62503,654,18
ATTOCK DISTRICT,RURAL,Daughter / Son In Law,Male,1180,,1162,18,
ATTOCK DISTRICT,RURAL,Daughter / Son In Law,Female,61995,,61341,636,18
ATTOCK DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,12230,11222,956,21,31
ATTOCK DISTRICT,RURAL,Grand Son / Grand Daughter,Male,6303,5740,554,6,3
ATTOCK DISTRICT,RURAL,Grand Son / Grand Daughter,Female,5924,5479,402,15,28
ATTOCK DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,3,3,,,
ATTOCK DISTRICT,RURAL,Father/Mother,Overall,37277,,15052,21945,280
ATTOCK DISTRICT,RURAL,Father/Mother,Male,9081,,6378,2675,28
ATTOCK DISTRICT,RURAL,Father/Mother,Female,28196,,8674,19270,252
ATTOCK DISTRICT,RURAL,Brother / Sister,Overall,37625,21686,11772,2139,2028
ATTOCK DISTRICT,RURAL,Brother / Sister,Male,21786,10967,9930,579,310
ATTOCK DISTRICT,RURAL,Brother / Sister,Female,15833,10713,1842,1560,1718
ATTOCK DISTRICT,RURAL,Brother / Sister,Transgender,6,6,,,
ATTOCK DISTRICT,RURAL,Other Relative,Overall,45761,13012,24429,7541,779
ATTOCK DISTRICT,RURAL,Other Relative,Male,13014,6667,5029,1185,133
ATTOCK DISTRICT,RURAL,Other Relative,Female,32704,6302,19400,6356,646
ATTOCK DISTRICT,RURAL,Other Relative,Transgender,43,43,,,
ATTOCK DISTRICT,RURAL,Non-Relative,Overall,14951,6298,8167,385,101
ATTOCK DISTRICT,RURAL,Non-Relative,Male,11327,4725,6449,116,37
ATTOCK DISTRICT,RURAL,Non-Relative,Female,3623,1572,1718,269,64
ATTOCK DISTRICT,RURAL,Non-Relative,Transgender,1,1,,,
ATTOCK DISTRICT,URBAN,Head,Overall,48277,2379,40852,4730,316
ATTOCK DISTRICT,URBAN,Head,Male,39003,2147,35156,1581,119
ATTOCK DISTRICT,URBAN,Head,Female,9261,219,5696,3149,197
ATTOCK DISTRICT,URBAN,Head,Transgender,13,13,,,
ATTOCK DISTRICT,URBAN,Spouse,Overall,36843,,36843,,
ATTOCK DISTRICT,URBAN,Spouse,Male,2812,,2812,,
ATTOCK DISTRICT,URBAN,Spouse,Female,34031,,34031,,
ATTOCK DISTRICT,URBAN,Son/Daughter,Overall,55585,43871,10815,320,579
ATTOCK DISTRICT,URBAN,Son/Daughter,Male,33630,23975,9427,123,105
ATTOCK DISTRICT,URBAN,Son/Daughter,Female,21950,19891,1388,197,474
ATTOCK DISTRICT,URBAN,Son/Daughter,Transgender,5,5,,,
ATTOCK DISTRICT,URBAN,Daughter / Son In Law,Overall,11989,,11897,85,7
ATTOCK DISTRICT,URBAN,Daughter / Son In Law,Male,344,,342,2,
ATTOCK DISTRICT,URBAN,Daughter / Son In Law,Female,11645,,11555,83,7
ATTOCK DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,2235,2056,172,2,5
ATTOCK DISTRICT,URBAN,Grand Son / Grand Daughter,Male,1160,1064,95,1,
ATTOCK DISTRICT,URBAN,Grand Son / Grand Daughter,Female,1074,991,77,1,5
ATTOCK DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,1,1,,,
ATTOCK DISTRICT,URBAN,Father/Mother,Overall,8097,,3561,4489,47
ATTOCK DISTRICT,URBAN,Father/Mother,Male,2025,,1526,494,5
ATTOCK DISTRICT,URBAN,Father/Mother,Female,6072,,2035,3995,42
ATTOCK DISTRICT,URBAN,Brother / Sister,Overall,9946,5738,3518,373,317
ATTOCK DISTRICT,URBAN,Brother / Sister,Male,6292,3183,2972,80,57
ATTOCK DISTRICT,URBAN,Brother / Sister,Female,3651,2552,546,293,260
ATTOCK DISTRICT,URBAN,Brother / Sister,Transgender,3,3,,,
ATTOCK DISTRICT,URBAN,Other Relative,Overall,11784,3690,6709,1267,118
ATTOCK DISTRICT,URBAN,Other Relative,Male,4062,2075,1761,208,18
ATTOCK DISTRICT,URBAN,Other Relative,Female,7704,1597,4948,1059,100
ATTOCK DISTRICT,URBAN,Other Relative,Transgender,18,18,,,
ATTOCK DISTRICT,URBAN,Non-Relative,Overall,6474,4165,2145,145,19
ATTOCK DISTRICT,URBAN,Non-Relative,Male,4575,3008,1514,50,3
ATTOCK DISTRICT,URBAN,Non-Relative,Female,1888,1146,631,95,16
ATTOCK DISTRICT,URBAN,Non-Relative,Transgender,11,11,,,
JHELUM DISTRICT,OVERALL,Head,Overall,203671,9020,169245,24021,1385
JHELUM DISTRICT,OVERALL,Head,Male,157943,8082,140934,8265,662
JHELUM DISTRICT,OVERALL,Head,Female,45710,920,28311,15756,723
JHELUM DISTRICT,OVERALL,Head,Transgender,18,18,,,
JHELUM DISTRICT,OVERALL,Spouse,Overall,148807,,148807,,
JHELUM DISTRICT,OVERALL,Spouse,Male,11577,,11577,,
JHELUM DISTRICT,OVERALL,Spouse,Female,137230,,137230,,
JHELUM DISTRICT,OVERALL,Son/Daughter,Overall,250776,197667,48795,1431,2883
JHELUM DISTRICT,OVERALL,Son/Daughter,Male,151291,107340,42683,570,698
JHELUM DISTRICT,OVERALL,Son/Daughter,Female,99470,90312,6112,861,2185
JHELUM DISTRICT,OVERALL,Son/Daughter,Transgender,15,15,,,
JHELUM DISTRICT,OVERALL,Daughter / Son In Law,Overall,61426,,60887,513,26
JHELUM DISTRICT,OVERALL,Daughter / Son In Law,Male,1401,,1380,21,
JHELUM DISTRICT,OVERALL,Daughter / Son In Law,Female,60025,,59507,492,26
JHELUM DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,12738,11696,996,16,30
JHELUM DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,6599,6055,533,5,6
JHELUM DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,6133,5635,463,11,24
JHELUM DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,6,6,,,
JHELUM DISTRICT,OVERALL,Father/Mother,Overall,33801,,14918,18672,211
JHELUM DISTRICT,OVERALL,Father/Mother,Male,8772,,6212,2537,23
JHELUM DISTRICT,OVERALL,Father/Mother,Female,25029,,8706,16135,188
JHELUM DISTRICT,OVERALL,Brother / Sister,Overall,41067,24034,13497,1946,1590
JHELUM DISTRICT,OVERALL,Brother / Sister,Male,25180,12958,11246,604,372
JHELUM DISTRICT,OVERALL,Brother / Sister,Female,15867,11056,2251,1342,1218
JHELUM DISTRICT,OVERALL,Brother / Sister,Transgender,20,20,,,
JHELUM DISTRICT,OVERALL,Other Relative,Overall,48457,14738,26869,6189,661
JHELUM DISTRICT,OVERALL,Other Relative,Male,14932,7894,5740,1147,151
JHELUM DISTRICT,OVERALL,Other Relative,Female,33467,6786,21129,5042,510
JHELUM DISTRICT,OVERALL,Other Relative,Transgender,58,58,,,
JHELUM DISTRICT,OVERALL,Non-Relative,Overall,22969,8319,14073,494,83
JHELUM DISTRICT,OVERALL,Non-Relative,Male,18738,6625,11869,201,43
JHELUM DISTRICT,OVERALL,Non-Relative,Female,4213,1676,2204,293,40
JHELUM DISTRICT,OVERALL,Non-Relative,Transgender,18,18,,,
JHELUM DISTRICT,RURAL,Head,Overall,145373,6050,120598,17742,983
JHELUM DISTRICT,RURAL,Head,Male,112825,5467,100529,6339,490
JHELUM DISTRICT,RURAL,Head,Female,32540,575,20069,11403,493
JHELUM DISTRICT,RURAL,Head,Transgender,8,8,,,
JHELUM DISTRICT,RURAL,Spouse,Overall,105506,,105506,,
JHELUM DISTRICT,RURAL,Spouse,Male,7239,,7239,,
JHELUM DISTRICT,RURAL,Spouse,Female,98267,,98267,,
JHELUM DISTRICT,RURAL,Son/Daughter,Overall,178058,139887,35042,1050,2079
JHELUM DISTRICT,RURAL,Son/Daughter,Male,107507,75767,30820,429,491
JHELUM DISTRICT,RURAL,Son/Daughter,Female,70540,64109,4222,621,1588
JHELUM DISTRICT,RURAL,Son/Daughter,Transgender,11,11,,,
JHELUM DISTRICT,RURAL,Daughter / Son In Law,Overall,46584,,46165,402,17
JHELUM DISTRICT,RURAL,Daughter / Son In Law,Male,951,,935,16,
JHELUM DISTRICT,RURAL,Daughter / Son In Law,Female,45633,,45230,386,17
JHELUM DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,9441,8660,744,13,24
JHELUM DISTRICT,RURAL,Grand Son / Grand Daughter,Male,4872,4472,392,4,4
JHELUM DISTRICT,RURAL,Grand Son / Grand Daughter,Female,4565,4184,352,9,20
JHELUM DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,4,4,,,
JHELUM DISTRICT,RURAL,Father/Mother,Overall,24849,,10669,14035,145
JHELUM DISTRICT,RURAL,Father/Mother,Male,6335,,4414,1905,16
JHELUM DISTRICT,RURAL,Father/Mother,Female,18514,,6255,12130,129
JHELUM DISTRICT,RURAL,Brother / Sister,Overall,28359,16487,9201,1442,1229
JHELUM DISTRICT,RURAL,Brother / Sister,Male,17040,8717,7623,438,262
JHELUM DISTRICT,RURAL,Brother / Sister,Female,11308,7759,1578,1004,967
JHELUM DISTRICT,RURAL,Brother / Sister,Transgender,11,11,,,
JHELUM DISTRICT,RURAL,Other Relative,Overall,34979,10354,19327,4791,507
JHELUM DISTRICT,RURAL,Other Relative,Male,10390,5441,3982,872,95
JHELUM DISTRICT,RURAL,Other Relative,Female,24550,4874,15345,3919,412
JHELUM DISTRICT,RURAL,Other Relative,Transgender,39,39,,,
JHELUM DISTRICT,RURAL,Non-Relative,Overall,6877,2880,3627,325,45
JHELUM DISTRICT,RURAL,Non-Relative,Male,4540,2083,2304,134,19
JHELUM DISTRICT,RURAL,Non-Relative,Female,2329,789,1323,191,26
JHELUM DISTRICT,RURAL,Non-Relative,Transgender,8,8,,,
JHELUM DISTRICT,URBAN,Head,Overall,58298,2970,48647,6279,402
JHELUM DISTRICT,URBAN,Head,Male,45118,2615,40405,1926,172
JHELUM DISTRICT,URBAN,Head,Female,13170,345,8242,4353,230
JHELUM DISTRICT,URBAN,Head,Transgender,10,10,,,
JHELUM DISTRICT,URBAN,Spouse,Overall,43301,,43301,,
JHELUM DISTRICT,URBAN,Spouse,Male,4338,,4338,,
JHELUM DISTRICT,URBAN,Spouse,Female,38963,,38963,,
JHELUM DISTRICT,URBAN,Son/Daughter,Overall,72718,57780,13753,381,804
JHELUM DISTRICT,URBAN,Son/Daughter,Male,43784,31573,11863,141,207
JHELUM DISTRICT,URBAN,Son/Daughter,Female,28930,26203,1890,240,597
JHELUM DISTRICT,URBAN,Son/Daughter,Transgender,4,4,,,
JHELUM DISTRICT,URBAN,Daughter / Son In Law,Overall,14842,,14722,111,9
JHELUM DISTRICT,URBAN,Daughter / Son In Law,Male,450,,445,5,
JHELUM DISTRICT,URBAN,Daughter / Son In Law,Female,14392,,14277,106,9
JHELUM DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,3297,3036,252,3,6
JHELUM DISTRICT,URBAN,Grand Son / Grand Daughter,Male,1727,1583,141,1,2
JHELUM DISTRICT,URBAN,Grand Son / Grand Daughter,Female,1568,1451,111,2,4
JHELUM DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,2,2,,,
JHELUM DISTRICT,URBAN,Father/Mother,Overall,8952,,4249,4637,66
JHELUM DISTRICT,URBAN,Father/Mother,Male,2437,,1798,632,7
JHELUM DISTRICT,URBAN,Father/Mother,Female,6515,,2451,4005,59
JHELUM DISTRICT,URBAN,Brother / Sister,Overall,12708,7547,4296,504,361
JHELUM DISTRICT,URBAN,Brother / Sister,Male,8140,4241,3623,166,110
JHELUM DISTRICT,URBAN,Brother / Sister,Female,4559,3297,673,338,251
JHELUM DISTRICT,URBAN,Brother / Sister,Transgender,9,9,,,
JHELUM DISTRICT,URBAN,Other Relative,Overall,13478,4384,7542,1398,154
JHELUM DISTRICT,URBAN,Other Relative,Male,4542,2453,1758,275,56
JHELUM DISTRICT,URBAN,Other Relative,Female,8917,1912,5784,1123,98
JHELUM DISTRICT,URBAN,Other Relative,Transgender,19,19,,,
JHELUM DISTRICT,URBAN,Non-Relative,Overall,16092,5439,10446,169,38
JHELUM DISTRICT,URBAN,Non-Relative,Male,14198,4542,9565,67,24
JHELUM DISTRICT,URBAN,Non-Relative,Female,1884,887,881,102,14
JHELUM DISTRICT,URBAN,Non-Relative,Transgender,10,10,,,
RAWALPINDI DISTRICT,OVERALL,Head,Overall,881338,43259,756126,78236,3717
RAWALPINDI DISTRICT,OVERALL,Head,Male,729132,38644,663228,25549,1711
RAWALPINDI DISTRICT,OVERALL,Head,Female,151933,4342,92898,52687,2006
RAWALPINDI DISTRICT,OVERALL,Head,Transgender,273,273,,,
RAWALPINDI DISTRICT,OVERALL,Spouse,Overall,699459,,699459,,
RAWALPINDI DISTRICT,OVERALL,Spouse,Male,53820,,53820,,
RAWALPINDI DISTRICT,OVERALL,Spouse,Female,645639,,645639,,
RAWALPINDI DISTRICT,OVERALL,Son/Daughter,Overall,1089739,847978,229439,4649,7673
RAWALPINDI DISTRICT,OVERALL,Son/Daughter,Male,683378,473484,206161,1785,1948
RAWALPINDI DISTRICT,OVERALL,Son/Daughter,Female,406277,374410,23278,2864,5725
