district,group,relationship,total_pop,never_married,married,widowed,divorced
GUJRAT DISTRICT,RURAL,Other Relative,79416,21424,46133,10721,1138
GUJRAT DISTRICT,RURAL,Non-Relative,16466,7796,8003,565,102
GUJRAT DISTRICT,URBAN,Head,131800,5648,109890,15500,762
GUJRAT DISTRICT,URBAN,Spouse,97542,,97542,,
GUJRAT DISTRICT,URBAN,Son/Daughter,168134,132795,32965,892,1482
GUJRAT DISTRICT,URBAN,Daughter / Son In Law,38738,,38426,289,23
GUJRAT DISTRICT,URBAN,Grand Son / Grand Daughter,8071,7387,643,15,26
GUJRAT DISTRICT,URBAN,Father/Mother,18992,,9008,9892,92
GUJRAT DISTRICT,URBAN,Brother / Sister,26648,15649,9382,896,721
GUJRAT DISTRICT,URBAN,Other Relative,31632,9683,18497,3134,318
GUJRAT DISTRICT,URBAN,Non-Relative,27090,7912,18811,320,47
HAFIZABAD DISTRICT,OVERALL,Head,174975,5452,152031,16420,1072
HAFIZABAD DISTRICT,OVERALL,Spouse,144084,,144084,,
HAFIZABAD DISTRICT,OVERALL,Son/Daughter,225455,171937,49952,1477,2089
HAFIZABAD DISTRICT,OVERALL,Daughter / Son In Law,54031,,53600,420,11
HAFIZABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,9162,8288,834,18,22
HAFIZABAD DISTRICT,OVERALL,Father/Mother,30703,,13771,16776,156
HAFIZABAD DISTRICT,OVERALL,Brother / Sister,37640,20003,14508,1682,1447
HAFIZABAD DISTRICT,OVERALL,Other Relative,37056,10749,21896,3921,490
HAFIZABAD DISTRICT,OVERALL,Non-Relative,6878,2799,3696,307,76
HAFIZABAD DISTRICT,RURAL,Head,113892,3488,99465,10174,765
HAFIZABAD DISTRICT,RURAL,Spouse,95020,,95020,,
HAFIZABAD DISTRICT,RURAL,Son/Daughter,139865,105497,31891,1009,1468
HAFIZABAD DISTRICT,RURAL,Daughter / Son In Law,34793,,34507,276,10
HAFIZABAD DISTRICT,RURAL,Grand Son / Grand Daughter,5645,5085,532,11,17
HAFIZABAD DISTRICT,RURAL,Father/Mother,21940,,9812,12013,115
HAFIZABAD DISTRICT,RURAL,Brother / Sister,25071,13042,9728,1213,1088
HAFIZABAD DISTRICT,RURAL,Other Relative,25035,7068,14815,2777,375
HAFIZABAD DISTRICT,RURAL,Non-Relative,4316,1465,2587,209,55
HAFIZABAD DISTRICT,URBAN,Head,61083,1964,52566,6246,307
HAFIZABAD DISTRICT,URBAN,Spouse,49064,,49064,,
HAFIZABAD DISTRICT,URBAN,Son/Daughter,85590,66440,18061,468,621
HAFIZABAD DISTRICT,URBAN,Daughter / Son In Law,19238,,19093,144,1
HAFIZABAD DISTRICT,URBAN,Grand Son / Grand Daughter,3517,3203,302,7,5
HAFIZABAD DISTRICT,URBAN,Father/Mother,8763,,3959,4763,41
HAFIZABAD DISTRICT,URBAN,Brother / Sister,12569,6961,4780,469,359
HAFIZABAD DISTRICT,URBAN,Other Relative,12021,3681,7081,1144,115
HAFIZABAD DISTRICT,URBAN,Non-Relative,2562,1334,1109,98,21
MANDI BAHAUDDIN DISTRICT,OVERALL,Head,252026,8174,216429,26299,1124
MANDI BAHAUDDIN DISTRICT,OVERALL,Spouse,195494,,195494,,
MANDI BAHAUDDIN DISTRICT,OVERALL,Son/Daughter,308831,243262,61395,1939,2235
MANDI BAHAUDDIN DISTRICT,OVERALL,Daughter / Son In Law,82992,,82288,676,28
MANDI BAHAUDDIN DISTRICT,OVERALL,Grand Son / Grand Daughter,14921,13743,1141,21,16
MANDI BAHAUDDIN DISTRICT,OVERALL,Father/Mother,43929,,19648,24141,140
MANDI BAHAUDDIN DISTRICT,OVERALL,Brother / Sister,47477,26469,16998,2498,1512
MANDI BAHAUDDIN DISTRICT,OVERALL,Other Relative,59139,17141,34254,7172,572
MANDI BAHAUDDIN DISTRICT,OVERALL,Non-Relative,12212,5387,6111,625,89
MANDI BAHAUDDIN DISTRICT,RURAL,Head,199506,6214,172190,20277,825
MANDI BAHAUDDIN DISTRICT,RURAL,Spouse,155924,,155924,,
MANDI BAHAUDDIN DISTRICT,RURAL,Son/Daughter,240495,188640,48580,1559,1716
MANDI BAHAUDDIN DISTRICT,RURAL,Daughter / Son In Law,67365,,66780,559,26
MANDI BAHAUDDIN DISTRICT,RURAL,Grand Son / Grand Daughter,12145,11174,942,15,14
MANDI BAHAUDDIN DISTRICT,RURAL,Father/Mother,36353,,16575,19676,102
MANDI BAHAUDDIN DISTRICT,RURAL,Brother / Sister,37076,20341,13395,2117,1223
MANDI BAHAUDDIN DISTRICT,RURAL,Other Relative,47924,13660,27853,5930,481
MANDI BAHAUDDIN DISTRICT,RURAL,Non-Relative,8306,3476,4262,495,73
MANDI BAHAUDDIN DISTRICT,URBAN,Head,52520,1960,44239,6022,299
MANDI BAHAUDDIN DISTRICT,URBAN,Spouse,39570,,39570,,
MANDI BAHAUDDIN DISTRICT,URBAN,Son/Daughter,68336,54622,12815,380,519
MANDI BAHAUDDIN DISTRICT,URBAN,Daughter / Son In Law,15627,,15508,117,2
MANDI BAHAUDDIN DISTRICT,URBAN,Grand Son / Grand Daughter,2776,2569,199,6,2
MANDI BAHAUDDIN DISTRICT,URBAN,Father/Mother,7576,,3073,4465,38
MANDI BAHAUDDIN DISTRICT,URBAN,Brother / Sister,10401,6128,3603,381,289
MANDI BAHAUDDIN DISTRICT,URBAN,Other Relative,11215,3481,6401,1242,91
MANDI BAHAUDDIN DISTRICT,URBAN,Non-Relative,3906,1911,1849,130,16
NAROWAL DISTRICT,OVERALL,Head,240100,5037,207344,26830,889
NAROWAL DISTRICT,OVERALL,Spouse,188185,,188185,,
NAROWAL DISTRICT,OVERALL,Son/Daughter,362360,282264,76077,1805,2214
NAROWAL DISTRICT,OVERALL,Daughter / Son In Law,99837,,99224,584,29
NAROWAL DISTRICT,OVERALL,Grand Son / Grand Daughter,18291,16978,1272,18,23
NAROWAL DISTRICT,OVERALL,Father/Mother,35239,,15819,19354,66
NAROWAL DISTRICT,OVERALL,Brother / Sister,37247,20067,14501,1610,1069
NAROWAL DISTRICT,OVERALL,Other Relative,42685,11755,25771,4819,340
NAROWAL DISTRICT,OVERALL,Non-Relative,9336,3701,5228,366,41
NAROWAL DISTRICT,RURAL,Head,200693,3948,173037,22980,728
NAROWAL DISTRICT,RURAL,Spouse,158315,,158315,,
NAROWAL DISTRICT,RURAL,Son/Daughter,304420,235569,65404,1538,1909
NAROWAL DISTRICT,RURAL,Daughter / Son In Law,87424,,86899,501,24
NAROWAL DISTRICT,RURAL,Grand Son / Grand Daughter,15765,14629,1099,16,21
NAROWAL DISTRICT,RURAL,Father/Mother,30571,,13652,16864,55
NAROWAL DISTRICT,RURAL,Brother / Sister,31002,16539,12070,1426,967
NAROWAL DISTRICT,RURAL,Other Relative,36256,9835,21948,4177,296
NAROWAL DISTRICT,RURAL,Non-Relative,7479,2764,4357,328,30
NAROWAL DISTRICT,URBAN,Head,39407,1089,34307,3850,161
NAROWAL DISTRICT,URBAN,Spouse,29870,,29870,,
NAROWAL DISTRICT,URBAN,Son/Daughter,57940,46695,10673,267,305
NAROWAL DISTRICT,URBAN,Daughter / Son In Law,12413,,12325,83,5
NAROWAL DISTRICT,URBAN,Grand Son / Grand Daughter,2526,2349,173,2,2
NAROWAL DISTRICT,URBAN,Father/Mother,4668,,2167,2490,11
NAROWAL DISTRICT,URBAN,Brother / Sister,6245,3528,2431,184,102
NAROWAL DISTRICT,URBAN,Other Relative,6429,1920,3823,642,44
NAROWAL DISTRICT,URBAN,Non-Relative,1857,937,871,38,11
SIALKOT DISTRICT,OVERALL,Head,573443,17375,487578,66111,2379
SIALKOT DISTRICT,OVERALL,Spouse,432734,,432734,,
SIALKOT DISTRICT,OVERALL,Son/Daughter,830201,651202,169435,4018,5546
SIALKOT DISTRICT,OVERALL,Daughter / Son In Law,219673,,218090,1513,70
SIALKOT DISTRICT,OVERALL,Grand Son / Grand Daughter,45776,42675,2975,57,69
SIALKOT DISTRICT,OVERALL,Father/Mother,83488,,38563,44664,261
SIALKOT DISTRICT,OVERALL,Brother / Sister,103315,56875,40010,3911,2519
SIALKOT DISTRICT,OVERALL,Other Relative,125755,37956,74841,11974,984
SIALKOT DISTRICT,OVERALL,Non-Relative,53639,19011,33285,1140,203
SIALKOT DISTRICT,RURAL,Head,400668,10583,343459,45111,1515
SIALKOT DISTRICT,RURAL,Spouse,305145,,305145,,
SIALKOT DISTRICT,RURAL,Son/Daughter,583623,459103,117968,2799,3753
SIALKOT DISTRICT,RURAL,Daughter / Son In Law,159607,,158462,1089,56
SIALKOT DISTRICT,RURAL,Grand Son / Grand Daughter,32323,30094,2141,39,49
SIALKOT DISTRICT,RURAL,Father/Mother,60106,,27823,32118,165
SIALKOT DISTRICT,RURAL,Brother / Sister,68714,37714,26573,2736,1691
SIALKOT DISTRICT,RURAL,Other Relative,83998,24407,50366,8508,717
SIALKOT DISTRICT,RURAL,Non-Relative,19278,7373,11073,717,115
SIALKOT DISTRICT,URBAN,Head,172775,6792,144119,21000,864
SIALKOT DISTRICT,URBAN,Spouse,127589,,127589,,
SIALKOT DISTRICT,URBAN,Son/Daughter,246578,192099,51467,1219,1793
SIALKOT DISTRICT,URBAN,Daughter / Son In Law,60066,,59628,424,14
SIALKOT DISTRICT,URBAN,Grand Son / Grand Daughter,13453,12581,834,18,20
SIALKOT DISTRICT,URBAN,Father/Mother,23382,,10740,12546,96
SIALKOT DISTRICT,URBAN,Brother / Sister,34601,19161,13437,1175,828
SIALKOT DISTRICT,URBAN,Other Relative,41757,13549,24475,3466,267
SIALKOT DISTRICT,URBAN,Non-Relative,34361,11638,22212,423,88
LAHORE DISTRICT,OVERALL,Head,1745617,82814,1497867,156207,8729
LAHORE DISTRICT,OVERALL,Spouse,1415346,,1415346,,
LAHORE DISTRICT,OVERALL,Son/Daughter,2260601,1727577,505423,11423,16178
LAHORE DISTRICT,OVERALL,Daughter / Son In Law,496064,,492892,3017,155
LAHORE DISTRICT,OVERALL,Grand Son / Grand Daughter,95339,87228,7838,127,146
LAHORE DISTRICT,OVERALL,Father/Mother,238893,,115792,121908,1193
LAHORE DISTRICT,OVERALL,Brother / Sister,370423,209593,141697,11259,7874
LAHORE DISTRICT,OVERALL,Other Relative,370605,127826,215532,24434,2813
LAHORE DISTRICT,OVERALL,Non-Relative,355189,176104,171586,6025,1474
LAHORE DISTRICT,RURAL,Head,,,,,
LAHORE DISTRICT,RURAL,Spouse,,,,,
LAHORE DISTRICT,RURAL,Son/Daughter,,,,,
LAHORE DISTRICT,RURAL,Daughter / Son In Law,,,,,
LAHORE DISTRICT,RURAL,Grand Son / Grand Daughter,,,,,
LAHORE DISTRICT,RURAL,Father/Mother,,,,,
LAHORE DISTRICT,RURAL,Brother / Sister,,,,,
LAHORE DISTRICT,RURAL,Other Relative,,,,,
LAHORE DISTRICT,RURAL,Non-Relative,,,,,
LAHORE DISTRICT,URBAN,Head,1745617,82814,1497867,156207,8729
LAHORE DISTRICT,URBAN,Spouse,1415346,,1415346,,
LAHORE DISTRICT,URBAN,Son/Daughter,2260601,1727577,505423,11423,16178
LAHORE DISTRICT,URBAN,Daughter / Son In Law,496064,,492892,3017,155
LAHORE DISTRICT,URBAN,Grand Son / Grand Daughter,95339,87228,7838,127,146
LAHORE DISTRICT,URBAN,Father/Mother,238893,,115792,121908,1193
LAHORE DISTRICT,URBAN,Brother / Sister,370423,209593,141697,11259,7874
LAHORE DISTRICT,URBAN,Other Relative,370605,127826,215532,24434,2813
LAHORE DISTRICT,URBAN,Non-Relative,355189,176104,171586,6025,1474
KASUR DISTRICT,OVERALL,Head,520362,13799,464445,40048,2070
KASUR DISTRICT,OVERALL,Spouse,456154,,456154,,
KASUR DISTRICT,OVERALL,Son/Daughter,688235,550196,130143,3477,4419
KASUR DISTRICT,OVERALL,Daughter / Son In Law,129197,,128237,933,27
KASUR DISTRICT,OVERALL,Grand Son / Grand Daughter,19853,17593,2188,34,38
KASUR DISTRICT,OVERALL,Father/Mother,81087,,38909,41855,323
KASUR DISTRICT,OVERALL,Brother / Sister,94951,57163,32431,3152,2205
KASUR DISTRICT,OVERALL,Other Relative,81159,21326,51087,8004,742
KASUR DISTRICT,OVERALL,Non-Relative,28797,10895,16863,913,126
KASUR DISTRICT,RURAL,Head,381674,9361,342671,28190,1452
KASUR DISTRICT,RURAL,Spouse,337392,,337392,,
KASUR DISTRICT,RURAL,Son/Daughter,497832,396096,96000,2516,3220
KASUR DISTRICT,RURAL,Daughter / Son In Law,95494,,94791,680,23
KASUR DISTRICT,RURAL,Grand Son / Grand Daughter,14179,12498,1632,23,26
KASUR DISTRICT,RURAL,Father/Mother,60627,,29494,30905,228
KASUR DISTRICT,RURAL,Brother / Sister,67108,39812,23307,2341,1648
KASUR DISTRICT,RURAL,Other Relative,58540,14992,37088,5904,556
KASUR DISTRICT,RURAL,Non-Relative,17635,6822,10071,656,86
KASUR DISTRICT,URBAN,Head,138688,4438,121774,11858,618
KASUR DISTRICT,URBAN,Spouse,118762,,118762,,
KASUR DISTRICT,URBAN,Son/Daughter,190403,154100,34143,961,1199
KASUR DISTRICT,URBAN,Daughter / Son In Law,33703,,33446,253,4
KASUR DISTRICT,URBAN,Grand Son / Grand Daughter,5674,5095,556,11,12
KASUR DISTRICT,URBAN,Father/Mother,20460,,9415,10950,95
KASUR DISTRICT,URBAN,Brother / Sister,27843,17351,9124,811,557
KASUR DISTRICT,URBAN,Other Relative,22619,6334,13999,2100,186
KASUR DISTRICT,URBAN,Non-Relative,11162,4073,6792,257,40
NANKANA SAHIB DISTRICT,OVERALL,Head,215791,6616,187242,20745,1188
NANKANA SAHIB DISTRICT,OVERALL,Spouse,180327,,180327,,
NANKANA SAHIB DISTRICT,OVERALL,Son/Daughter,265214,208978,52309,1729,2198
NANKANA SAHIB DISTRICT,OVERALL,Daughter / Son In Law,54179,,53643,513,23
NANKANA SAHIB DISTRICT,OVERALL,Grand Son / Grand Daughter,8796,7964,798,16,18
NANKANA SAHIB DISTRICT,OVERALL,Father/Mother,34618,,15440,18998,180
NANKANA SAHIB DISTRICT,OVERALL,Brother / Sister,42955,24962,14708,1840,1445
NANKANA SAHIB DISTRICT,OVERALL,Other Relative,38488,10850,22617,4479,542
NANKANA SAHIB DISTRICT,OVERALL,Non-Relative,6160,2653,3146,299,62
NANKANA SAHIB DISTRICT,RURAL,Head,176111,5194,153319,16603,995
NANKANA SAHIB DISTRICT,RURAL,Spouse,147872,,147872,,
NANKANA SAHIB DISTRICT,RURAL,Son/Daughter,213421,167201,42973,1431,1816
NANKANA SAHIB DISTRICT,RURAL,Daughter / Son In Law,44743,,44302,427,14
NANKANA SAHIB DISTRICT,RURAL,Grand Son / Grand Daughter,7070,6383,658,11,18
NANKANA SAHIB DISTRICT,RURAL,Father/Mother,28733,,12872,15713,148
NANKANA SAHIB DISTRICT,RURAL,Brother / Sister,34690,19887,11965,1593,1245
NANKANA SAHIB DISTRICT,RURAL,Other Relative,31404,8672,18520,3745,467
NANKANA SAHIB DISTRICT,RURAL,Non-Relative,4167,1658,2251,208,50
NANKANA SAHIB DISTRICT,URBAN,Head,39680,1422,33923,4142,193
NANKANA SAHIB DISTRICT,URBAN,Spouse,32455,,32455,,
NANKANA SAHIB DISTRICT,URBAN,Son/Daughter,51793,41777,9336,298,382
NANKANA SAHIB DISTRICT,URBAN,Daughter / Son In Law,9436,,9341,86,9
NANKANA SAHIB DISTRICT,URBAN,Grand Son / Grand Daughter,1726,1581,140,5,
NANKANA SAHIB DISTRICT,URBAN,Father/Mother,5885,,2568,3285,32
NANKANA SAHIB DISTRICT,URBAN,Brother / Sister,8265,5075,2743,247,200
NANKANA SAHIB DISTRICT,URBAN,Other Relative,7084,2178,4097,734,75
NANKANA SAHIB DISTRICT,URBAN,Non-Relative,1993,995,895,91,12
SHEIKHUPURA DISTRICT,OVERALL,Head,516264,17960,452654,43797,1853
SHEIKHUPURA DISTRICT,OVERALL,Spouse,435324,,435324,,
SHEIKHUPURA DISTRICT,OVERALL,Son/Daughter,694424,543892,142965,3792,3775
SHEIKHUPURA DISTRICT,OVERALL,Daughter / Son In Law,146879,,145725,1098,56
SHEIKHUPURA DISTRICT,OVERALL,Grand Son / Grand Daughter,25283,22755,2439,49,40
SHEIKHUPURA DISTRICT,OVERALL,Father/Mother,86283,,45393,40617,273
SHEIKHUPURA DISTRICT,OVERALL,Brother / Sister,111608,64830,41559,3290,1929
SHEIKHUPURA DISTRICT,OVERALL,Other Relative,103906,29918,64557,8691,740
SHEIKHUPURA DISTRICT,OVERALL,Non-Relative,45680,18701,25580,1241,158
SHEIKHUPURA DISTRICT,RURAL,Head,333560,10795,294343,27278,1144
SHEIKHUPURA DISTRICT,RURAL,Spouse,283708,,283708,,
SHEIKHUPURA DISTRICT,RURAL,Son/Daughter,442827,346190,91763,2491,2383
SHEIKHUPURA DISTRICT,RURAL,Daughter / Son In Law,94461,,93733,700,28
SHEIKHUPURA DISTRICT,RURAL,Grand Son / Grand Daughter,16406,14658,1689,33,26
SHEIKHUPURA DISTRICT,RURAL,Father/Mother,57001,,30656,26173,172
SHEIKHUPURA DISTRICT,RURAL,Brother / Sister,70305,40159,26700,2194,1252
SHEIKHUPURA DISTRICT,RURAL,Other Relative,66950,18860,41826,5780,484
SHEIKHUPURA DISTRICT,RURAL,Non-Relative,30040,11777,17442,723,98
SHEIKHUPURA DISTRICT,URBAN,Head,182704,7165,158311,16519,709
SHEIKHUPURA DISTRICT,URBAN,Spouse,151616,,151616,,
SHEIKHUPURA DISTRICT,URBAN,Son/Daughter,251597,197702,51202,1301,1392
SHEIKHUPURA DISTRICT,URBAN,Daughter / Son In Law,52418,,51992,398,28
SHEIKHUPURA DISTRICT,URBAN,Grand Son / Grand Daughter,8877,8097,750,16,14
SHEIKHUPURA DISTRICT,URBAN,Father/Mother,29282,,14737,14444,101
SHEIKHUPURA DISTRICT,URBAN,Brother / Sister,41303,24671,14859,1096,677
SHEIKHUPURA DISTRICT,URBAN,Other Relative,36956,11058,22731,2911,256
SHEIKHUPURA DISTRICT,URBAN,Non-Relative,15640,6924,8138,518,60
FAISALABAD DISTRICT,OVERALL,Head,1210306,39840,1038688,125249,6529
FAISALABAD DISTRICT,OVERALL,Spouse,999067,0,999067,0,0
FAISALABAD DISTRICT,OVERALL,Son/Daughter,1653286,1281354,348489,9533,13910
FAISALABAD DISTRICT,OVERALL,Daughter / Son In Law,353766,0,350916,2764,86
FAISALABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,60281,55013,5035,100,133
FAISALABAD DISTRICT,OVERALL,Father/Mother,176864,0,70441,105524,899
FAISALABAD DISTRICT,OVERALL,Brother / Sister,261654,147813,94238,11007,8596
FAISALABAD DISTRICT,OVERALL,Other Relative,249655,74273,148763,23609,3010
FAISALABAD DISTRICT,OVERALL,Non-Relative,107159,59583,44273,2780,523
FAISALABAD DISTRICT,RURAL,Head,624465,20162,536242,64290,3771
FAISALABAD DISTRICT,RURAL,Spouse,515671,0,515671,0,0
FAISALABAD DISTRICT,RURAL,Son/Daughter,814594,624228,177458,5236,7672
FAISALABAD DISTRICT,RURAL,Daughter / Son In Law,184771,0,183152,1570,49
FAISALABAD DISTRICT,RURAL,Grand Son / Grand Daughter,30243,27233,2876,61,73
FAISALABAD DISTRICT,RURAL,Father/Mother,100837,0,41355,58918,564
FAISALABAD DISTRICT,RURAL,Brother / Sister,141045,76709,51860,6993,5483
FAISALABAD DISTRICT,RURAL,Other Relative,140411,40385,83617,14428,1981
FAISALABAD DISTRICT,RURAL,Non-Relative,32816,13218,18010,1364,224
FAISALABAD DISTRICT,URBAN,Head,585841,19678,502446,60959,2758
FAISALABAD DISTRICT,URBAN,Spouse,483396,0,483396,0,0
FAISALABAD DISTRICT,URBAN,Son/Daughter,838692,657126,171031,4297,6238
FAISALABAD DISTRICT,URBAN,Daughter / Son In Law,168995,0,167764,1194,37
FAISALABAD DISTRICT,URBAN,Grand Son / Grand Daughter,30038,27780,2159,39,60
FAISALABAD DISTRICT,URBAN,Father/Mother,76027,0,29086,46606,335
FAISALABAD DISTRICT,URBAN,Brother / Sister,120609,71104,42378,4014,3113
FAISALABAD DISTRICT,URBAN,Other Relative,109244,33888,65146,9181,1029
FAISALABAD DISTRICT,URBAN,Non-Relative,74343,46365,26263,1416,299
CHINIOT DISTRICT,OVERALL,Head,218085,8188,186183,21539,2175
CHINIOT DISTRICT,OVERALL,Spouse,179047,,179047,,
CHINIOT DISTRICT,OVERALL,Son/Daughter,227900,164734,57256,1940,3970
CHINIOT DISTRICT,OVERALL,Daughter / Son In Law,54787,,54260,511,16
CHINIOT DISTRICT,OVERALL,Grand Son / Grand Daughter,7518,6497,969,21,31
CHINIOT DISTRICT,OVERALL,Father/Mother,38247,,15315,22561,371
CHINIOT DISTRICT,OVERALL,Brother / Sister,52306,27363,18640,2890,3413
CHINIOT DISTRICT,OVERALL,Other Relative,47576,13079,27684,5812,1001
CHINIOT DISTRICT,OVERALL,Non-Relative,10997,4595,5699,562,141
CHINIOT DISTRICT,RURAL,Head,150191,5885,128340,14424,1542
CHINIOT DISTRICT,RURAL,Spouse,124125,,124125,,
CHINIOT DISTRICT,RURAL,Son/Daughter,145349,101986,39069,1451,2843
CHINIOT DISTRICT,RURAL,Daughter / Son In Law,37189,,36810,368,11
CHINIOT DISTRICT,RURAL,Grand Son / Grand Daughter,4625,3873,706,19,27
CHINIOT DISTRICT,RURAL,Father/Mother,28470,,11732,16467,271
CHINIOT DISTRICT,RURAL,Brother / Sister,38261,19499,13696,2283,2783
CHINIOT DISTRICT,RURAL,Other Relative,34800,9221,20352,4407,820
CHINIOT DISTRICT,RURAL,Non-Relative,7438,2387,4516,413,122
CHINIOT DISTRICT,URBAN,Head,67894,2303,57843,7115,633
CHINIOT DISTRICT,URBAN,Spouse,54922,,54922,,
CHINIOT DISTRICT,URBAN,Son/Daughter,82551,62748,18187,489,1127
CHINIOT DISTRICT,URBAN,Daughter / Son In Law,17598,,17450,143,5
CHINIOT DISTRICT,URBAN,Grand Son / Grand Daughter,2893,2624,263,2,4
CHINIOT DISTRICT,URBAN,Father/Mother,9777,,3583,6094,100
CHINIOT DISTRICT,URBAN,Brother / Sister,14045,7864,4944,607,630
CHINIOT DISTRICT,URBAN,Other Relative,12776,3858,7332,1405,181
CHINIOT DISTRICT,URBAN,Non-Relative,3559,2208,1183,149,19
JHANG DISTRICT,OVERALL,Head,426971,13514,375187,35885,2385
JHANG DISTRICT,OVERALL,Spouse,360662,,360662,,
JHANG DISTRICT,OVERALL,Son/Daughter,454300,337961,108740,2730,4869
JHANG DISTRICT,OVERALL,Daughter / Son In Law,113044,,111863,1150,31
JHANG DISTRICT,OVERALL,Grand Son / Grand Daughter,15909,13785,2041,34,49
JHANG DISTRICT,OVERALL,Father/Mother,67564,,24991,42126,447
JHANG DISTRICT,OVERALL,Brother / Sister,88973,48711,32560,3875,3827
JHANG DISTRICT,OVERALL,Other Relative,82410,22350,49890,9130,1040
JHANG DISTRICT,OVERALL,Non-Relative,25302,11872,12334,915,181
JHANG DISTRICT,RURAL,Head,332108,9758,293993,26543,1814
JHANG DISTRICT,RURAL,Spouse,283821,,283821,,
JHANG DISTRICT,RURAL,Son/Daughter,336198,244738,85464,2177,3819
JHANG DISTRICT,RURAL,Daughter / Son In Law,89381,,88447,909,25
JHANG DISTRICT,RURAL,Grand Son / Grand Daughter,11905,10158,1685,29,33
JHANG DISTRICT,RURAL,Father/Mother,54477,,20795,33326,356
JHANG DISTRICT,RURAL,Brother / Sister,67976,35997,25700,3181,3098
JHANG DISTRICT,RURAL,Other Relative,64623,16637,39760,7378,848
JHANG DISTRICT,RURAL,Non-Relative,15714,6411,8478,693,132
JHANG DISTRICT,URBAN,Head,94863,3756,81194,9342,571
JHANG DISTRICT,URBAN,Spouse,76841,,76841,,
JHANG DISTRICT,URBAN,Son/Daughter,118102,93223,23276,553,1050
JHANG DISTRICT,URBAN,Daughter / Son In Law,23663,,23416,241,6
JHANG DISTRICT,URBAN,Grand Son / Grand Daughter,4004,3627,356,5,16
JHANG DISTRICT,URBAN,Father/Mother,13087,,4196,8800,91
JHANG DISTRICT,URBAN,Brother / Sister,20997,12714,6860,694,729
JHANG DISTRICT,URBAN,Other Relative,17787,5713,10130,1752,192
JHANG DISTRICT,URBAN,Non-Relative,9588,5461,3856,222,49
TOBA TEK SINGH DISTRICT,OVERALL,Head,338229,10291,289280,36740,1918
TOBA TEK SINGH DISTRICT,OVERALL,Spouse,273013,,273013,,
TOBA TEK SINGH DISTRICT,OVERALL,Son/Daughter,442961,337201,99060,2754,3946
TOBA TEK SINGH DISTRICT,OVERALL,Daughter / Son In Law,109576,,108543,1003,30
TOBA TEK SINGH DISTRICT,OVERALL,Grand Son / Grand Daughter,20799,18864,1843,39,53
TOBA TEK SINGH DISTRICT,OVERALL,Father/Mother,50606,,19985,30375,246
TOBA TEK SINGH DISTRICT,OVERALL,Brother / Sister,69735,37841,26263,3234,2397
TOBA TEK SINGH DISTRICT,OVERALL,Other Relative,70216,20988,41558,6934,736
TOBA TEK SINGH DISTRICT,OVERALL,Non-Relative,15351,6855,7727,657,112
TOBA TEK SINGH DISTRICT,RURAL,Head,267873,7704,230318,28338,1513
TOBA TEK SINGH DISTRICT,RURAL,Spouse,218355,,218355,,
TOBA TEK SINGH DISTRICT,RURAL,Son/Daughter,345984,260793,79801,2207,3183
TOBA TEK SINGH DISTRICT,RURAL,Daughter / Son In Law,89303,,88471,809,23
TOBA TEK SINGH DISTRICT,RURAL,Grand Son / Grand Daughter,16835,15192,1565,31,47
TOBA TEK SINGH DISTRICT,RURAL,Father/Mother,41326,,16437,24689,200
TOBA TEK SINGH DISTRICT,RURAL,Brother / Sister,54364,28717,20975,2685,1987
TOBA TEK SINGH DISTRICT,RURAL,Other Relative,56311,16520,33571,5631,589
TOBA TEK SINGH DISTRICT,RURAL,Non-Relative,10217,4285,5397,456,79
TOBA TEK SINGH DISTRICT,URBAN,Head,70356,2587,58962,8402,405
TOBA TEK SINGH DISTRICT,URBAN,Spouse,54658,,54658,,
TOBA TEK SINGH DISTRICT,URBAN,Son/Daughter,96977,76408,19259,547,763
TOBA TEK SINGH DISTRICT,URBAN,Daughter / Son In Law,20273,,20072,194,7
TOBA TEK SINGH DISTRICT,URBAN,Grand Son / Grand Daughter,3964,3672,278,8,6
TOBA TEK SINGH DISTRICT,URBAN,Father/Mother,9280,,3548,5686,46
TOBA TEK SINGH DISTRICT,URBAN,Brother / Sister,15371,9124,5288,549,410
TOBA TEK SINGH DISTRICT,URBAN,Other Relative,13905,4468,7987,1303,147
TOBA TEK SINGH DISTRICT,URBAN,Non-Relative,5134,2570,2330,201,33
SAHIWAL DISTRICT,OVERALL,Head,391745,13680,334900,40774,2391
SAHIWAL DISTRICT,OVERALL,Spouse,320801,,320801,,
SAHIWAL DISTRICT,OVERALL,Son/Daughter,495605,379968,107541,3228,4868
SAHIWAL DISTRICT,OVERALL,Daughter / Son In Law,110073,,109144,886,43
SAHIWAL DISTRICT,OVERALL,Grand Son / Grand Daughter,18436,16591,1771,31,43
SAHIWAL DISTRICT,OVERALL,Father/Mother,59118,,23987,34753,378
SAHIWAL DISTRICT,OVERALL,Brother / Sister,89722,49798,32630,4008,3286
SAHIWAL DISTRICT,OVERALL,Other Relative,86392,25924,50924,8462,1082
SAHIWAL DISTRICT,OVERALL,Non-Relative,22621,9346,12281,867,127
SAHIWAL DISTRICT,RURAL,Head,309371,10170,265640,31629,1932
SAHIWAL DISTRICT,RURAL,Spouse,254918,,254918,,
SAHIWAL DISTRICT,RURAL,Son/Daughter,385533,293123,85791,2601,4018
