district,localities,gender,age_group,working,seeking_work,students,housekeeping,other
DERA ISMAIL KHAN DISTRICT,Rural,Overall,65-69,38,,,41,39
DERA ISMAIL KHAN DISTRICT,Rural,Overall,70-74,29,,,20,41
DERA ISMAIL KHAN DISTRICT,Rural,Overall,75 AND ABOVE,28,1,,36,48
DERA ISMAIL KHAN DISTRICT,Rural,Male,10-14,44,22,131,123,214
DERA ISMAIL KHAN DISTRICT,Rural,Male,15-19,69,19,78,110,186
DERA ISMAIL KHAN DISTRICT,Rural,Male,20-24,92,20,43,86,143
DERA ISMAIL KHAN DISTRICT,Rural,Male,25-29,105,20,9,65,93
DERA ISMAIL KHAN DISTRICT,Rural,Male,30-34,89,9,,41,70
DERA ISMAIL KHAN DISTRICT,Rural,Male,35-39,90,8,,36,70
DERA ISMAIL KHAN DISTRICT,Rural,Male,40-44,56,5,,23,46
DERA ISMAIL KHAN DISTRICT,Rural,Male,45-49,57,1,,21,44
DERA ISMAIL KHAN DISTRICT,Rural,Male,50-54,51,1,,26,45
DERA ISMAIL KHAN DISTRICT,Rural,Male,55-59,41,,,13,25
DERA ISMAIL KHAN DISTRICT,Rural,Male,60-64,22,,,22,24
DERA ISMAIL KHAN DISTRICT,Rural,Male,65-69,36,,,27,31
DERA ISMAIL KHAN DISTRICT,Rural,Male,70-74,26,,,9,33
DERA ISMAIL KHAN DISTRICT,Rural,Male,75 AND ABOVE,21,,,17,34
DERA ISMAIL KHAN DISTRICT,Rural,Female,10-14,15,8,44,139,113
DERA ISMAIL KHAN DISTRICT,Rural,Female,15-19,22,2,19,151,88
DERA ISMAIL KHAN DISTRICT,Rural,Female,20-24,9,5,8,97,59
DERA ISMAIL KHAN DISTRICT,Rural,Female,25-29,11,1,3,119,50
DERA ISMAIL KHAN DISTRICT,Rural,Female,30-34,8,,2,66,35
DERA ISMAIL KHAN DISTRICT,Rural,Female,35-39,5,,,59,15
DERA ISMAIL KHAN DISTRICT,Rural,Female,40-44,5,,,34,14
DERA ISMAIL KHAN DISTRICT,Rural,Female,45-49,2,1,,26,18
DERA ISMAIL KHAN DISTRICT,Rural,Female,50-54,1,,,36,13
DERA ISMAIL KHAN DISTRICT,Rural,Female,55-59,2,,,19,12
DERA ISMAIL KHAN DISTRICT,Rural,Female,60-64,2,,,29,15
DERA ISMAIL KHAN DISTRICT,Rural,Female,65-69,1,,,13,8
DERA ISMAIL KHAN DISTRICT,Rural,Female,70-74,3,,,10,8
DERA ISMAIL KHAN DISTRICT,Rural,Female,75 AND ABOVE,6,1,,19,14
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,10-14,,,,,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,15-19,,,1,1,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,20-24,2,,,1,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,25-29,,,,2,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,30-34,1,,,,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,35-39,,,,1,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,40-44,,1,,,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,45-49,,,,2,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,50-54,,,,,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,55-59,,,,2,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,60-64,,,,,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,65-69,1,,,1,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,70-74,,,,1,
DERA ISMAIL KHAN DISTRICT,Rural,Transgender,75 AND ABOVE,1,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Overall,10-14,12,7,102,54,112
DERA ISMAIL KHAN DISTRICT,Urban,Overall,15-19,25,8,60,74,95
DERA ISMAIL KHAN DISTRICT,Urban,Overall,20-24,26,11,18,86,95
DERA ISMAIL KHAN DISTRICT,Urban,Overall,25-29,57,13,9,70,59
DERA ISMAIL KHAN DISTRICT,Urban,Overall,30-34,53,14,1,51,38
DERA ISMAIL KHAN DISTRICT,Urban,Overall,35-39,39,5,2,44,34
DERA ISMAIL KHAN DISTRICT,Urban,Overall,40-44,36,3,,29,29
DERA ISMAIL KHAN DISTRICT,Urban,Overall,45-49,24,,,28,29
DERA ISMAIL KHAN DISTRICT,Urban,Overall,50-54,24,2,,18,19
DERA ISMAIL KHAN DISTRICT,Urban,Overall,55-59,12,,,23,29
DERA ISMAIL KHAN DISTRICT,Urban,Overall,60-64,19,1,,23,25
DERA ISMAIL KHAN DISTRICT,Urban,Overall,65-69,22,4,,16,16
DERA ISMAIL KHAN DISTRICT,Urban,Overall,70-74,8,,,5,13
DERA ISMAIL KHAN DISTRICT,Urban,Overall,75 AND ABOVE,7,1,,14,14
DERA ISMAIL KHAN DISTRICT,Urban,Male,10-14,9,6,63,25,68
DERA ISMAIL KHAN DISTRICT,Urban,Male,15-19,21,7,41,24,72
DERA ISMAIL KHAN DISTRICT,Urban,Male,20-24,23,10,13,35,66
DERA ISMAIL KHAN DISTRICT,Urban,Male,25-29,46,13,6,24,40
DERA ISMAIL KHAN DISTRICT,Urban,Male,30-34,45,12,1,13,27
DERA ISMAIL KHAN DISTRICT,Urban,Male,35-39,34,4,1,14,26
DERA ISMAIL KHAN DISTRICT,Urban,Male,40-44,35,2,,7,22
DERA ISMAIL KHAN DISTRICT,Urban,Male,45-49,22,,,9,20
DERA ISMAIL KHAN DISTRICT,Urban,Male,50-54,20,2,,4,10
DERA ISMAIL KHAN DISTRICT,Urban,Male,55-59,11,,,7,26
DERA ISMAIL KHAN DISTRICT,Urban,Male,60-64,18,1,,12,23
DERA ISMAIL KHAN DISTRICT,Urban,Male,65-69,20,4,,6,13
DERA ISMAIL KHAN DISTRICT,Urban,Male,70-74,6,,,3,11
DERA ISMAIL KHAN DISTRICT,Urban,Male,75 AND ABOVE,5,1,,5,13
DERA ISMAIL KHAN DISTRICT,Urban,Female,10-14,3,1,39,29,44
DERA ISMAIL KHAN DISTRICT,Urban,Female,15-19,4,1,19,50,23
DERA ISMAIL KHAN DISTRICT,Urban,Female,20-24,2,1,5,51,29
DERA ISMAIL KHAN DISTRICT,Urban,Female,25-29,11,,3,46,19
DERA ISMAIL KHAN DISTRICT,Urban,Female,30-34,7,2,,38,11
DERA ISMAIL KHAN DISTRICT,Urban,Female,35-39,5,1,1,30,8
DERA ISMAIL KHAN DISTRICT,Urban,Female,40-44,1,,,22,7
DERA ISMAIL KHAN DISTRICT,Urban,Female,45-49,2,,,18,9
DERA ISMAIL KHAN DISTRICT,Urban,Female,50-54,4,,,14,9
DERA ISMAIL KHAN DISTRICT,Urban,Female,55-59,1,,,16,3
DERA ISMAIL KHAN DISTRICT,Urban,Female,60-64,1,,,11,2
DERA ISMAIL KHAN DISTRICT,Urban,Female,65-69,2,,,10,3
DERA ISMAIL KHAN DISTRICT,Urban,Female,70-74,2,,,2,2
DERA ISMAIL KHAN DISTRICT,Urban,Female,75 AND ABOVE,2,,,9,1
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,10-14,,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,15-19,,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,20-24,1,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,25-29,,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,30-34,1,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,35-39,,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,40-44,,1,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,45-49,,,,1,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,50-54,,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,55-59,,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,60-64,,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,65-69,,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,70-74,,,,,
DERA ISMAIL KHAN DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
TANK DISTRICT,All,Overall,10-14,13,6,39,65,81
TANK DISTRICT,All,Overall,15-19,18,7,25,65,57
TANK DISTRICT,All,Overall,20-24,33,11,6,45,53
TANK DISTRICT,All,Overall,25-29,31,10,3,54,48
TANK DISTRICT,All,Overall,30-34,16,4,1,29,30
TANK DISTRICT,All,Overall,35-39,13,4,,28,24
TANK DISTRICT,All,Overall,40-44,25,1,1,13,21
TANK DISTRICT,All,Overall,45-49,12,,,20,16
TANK DISTRICT,All,Overall,50-54,17,,,18,28
TANK DISTRICT,All,Overall,55-59,15,,,15,13
TANK DISTRICT,All,Overall,60-64,10,1,,15,11
TANK DISTRICT,All,Overall,65-69,8,,,6,9
TANK DISTRICT,All,Overall,70-74,6,,,9,6
TANK DISTRICT,All,Overall,75 AND ABOVE,6,,,7,9
TANK DISTRICT,All,Male,10-14,10,3,24,33,56
TANK DISTRICT,All,Male,15-19,15,5,15,21,37
TANK DISTRICT,All,Male,20-24,29,11,4,16,34
TANK DISTRICT,All,Male,25-29,27,10,3,20,30
TANK DISTRICT,All,Male,30-34,14,4,1,14,23
TANK DISTRICT,All,Male,35-39,12,4,,9,18
TANK DISTRICT,All,Male,40-44,24,,1,5,12
TANK DISTRICT,All,Male,45-49,12,,,11,13
TANK DISTRICT,All,Male,50-54,16,,,6,22
TANK DISTRICT,All,Male,55-59,14,,,7,10
TANK DISTRICT,All,Male,60-64,9,,,8,10
TANK DISTRICT,All,Male,65-69,8,,,2,4
TANK DISTRICT,All,Male,70-74,5,,,2,5
TANK DISTRICT,All,Male,75 AND ABOVE,6,,,2,8
TANK DISTRICT,All,Female,10-14,3,3,15,32,25
TANK DISTRICT,All,Female,15-19,3,2,10,44,20
TANK DISTRICT,All,Female,20-24,3,,2,27,19
TANK DISTRICT,All,Female,25-29,4,,,33,18
TANK DISTRICT,All,Female,30-34,2,,,15,7
TANK DISTRICT,All,Female,35-39,1,,,19,6
TANK DISTRICT,All,Female,40-44,1,1,,7,9
TANK DISTRICT,All,Female,45-49,,,,9,3
TANK DISTRICT,All,Female,50-54,1,,,12,6
TANK DISTRICT,All,Female,55-59,1,,,8,3
TANK DISTRICT,All,Female,60-64,1,1,,7,1
TANK DISTRICT,All,Female,65-69,,,,4,5
TANK DISTRICT,All,Female,70-74,1,,,7,1
TANK DISTRICT,All,Female,75 AND ABOVE,,,,5,1
TANK DISTRICT,All,Transgender,10-14,,,,,
TANK DISTRICT,All,Transgender,15-19,,,,,
TANK DISTRICT,All,Transgender,20-24,1,,,2,
TANK DISTRICT,All,Transgender,25-29,,,,1,
TANK DISTRICT,All,Transgender,30-34,,,,,
TANK DISTRICT,All,Transgender,35-39,,,,,
TANK DISTRICT,All,Transgender,40-44,,,,1,
TANK DISTRICT,All,Transgender,45-49,,,,,
TANK DISTRICT,All,Transgender,50-54,,,,,
TANK DISTRICT,All,Transgender,55-59,,,,,
TANK DISTRICT,All,Transgender,60-64,,,,,
TANK DISTRICT,All,Transgender,65-69,,,,,
TANK DISTRICT,All,Transgender,70-74,,,,,
TANK DISTRICT,All,Transgender,75 AND ABOVE,,,,,
TANK DISTRICT,Rural,Overall,10-14,12,5,27,57,73
TANK DISTRICT,Rural,Overall,15-19,16,6,17,56,51
TANK DISTRICT,Rural,Overall,20-24,26,10,2,39,44
TANK DISTRICT,Rural,Overall,25-29,26,9,1,42,35
TANK DISTRICT,Rural,Overall,30-34,12,3,1,25,24
TANK DISTRICT,Rural,Overall,35-39,12,4,,24,21
TANK DISTRICT,Rural,Overall,40-44,16,,1,11,19
TANK DISTRICT,Rural,Overall,45-49,9,,,18,16
TANK DISTRICT,Rural,Overall,50-54,15,,,16,26
TANK DISTRICT,Rural,Overall,55-59,11,,,15,13
TANK DISTRICT,Rural,Overall,60-64,5,1,,13,10
TANK DISTRICT,Rural,Overall,65-69,7,,,5,9
TANK DISTRICT,Rural,Overall,70-74,4,,,7,5
TANK DISTRICT,Rural,Overall,75 AND ABOVE,4,,,6,8
TANK DISTRICT,Rural,Male,10-14,9,2,18,29,50
TANK DISTRICT,Rural,Male,15-19,14,4,11,17,33
TANK DISTRICT,Rural,Male,20-24,22,10,1,14,28
TANK DISTRICT,Rural,Male,25-29,22,9,1,15,23
TANK DISTRICT,Rural,Male,30-34,10,3,1,12,20
TANK DISTRICT,Rural,Male,35-39,11,4,,8,15
TANK DISTRICT,Rural,Male,40-44,15,,1,4,10
TANK DISTRICT,Rural,Male,45-49,9,,,9,13
TANK DISTRICT,Rural,Male,50-54,14,,,6,21
TANK DISTRICT,Rural,Male,55-59,10,,,7,10
TANK DISTRICT,Rural,Male,60-64,5,,,7,10
TANK DISTRICT,Rural,Male,65-69,7,,,2,4
TANK DISTRICT,Rural,Male,70-74,3,,,2,4
TANK DISTRICT,Rural,Male,75 AND ABOVE,4,,,2,7
TANK DISTRICT,Rural,Female,10-14,3,3,9,28,23
TANK DISTRICT,Rural,Female,15-19,2,2,6,39,18
TANK DISTRICT,Rural,Female,20-24,3,,1,23,16
TANK DISTRICT,Rural,Female,25-29,4,,,26,12
TANK DISTRICT,Rural,Female,30-34,2,,,13,4
TANK DISTRICT,Rural,Female,35-39,1,,,16,6
TANK DISTRICT,Rural,Female,40-44,1,,,6,9
TANK DISTRICT,Rural,Female,45-49,,,,9,3
TANK DISTRICT,Rural,Female,50-54,1,,,10,5
TANK DISTRICT,Rural,Female,55-59,1,,,8,3
TANK DISTRICT,Rural,Female,60-64,,1,,6,
TANK DISTRICT,Rural,Female,65-69,,,,3,5
TANK DISTRICT,Rural,Female,70-74,1,,,5,1
TANK DISTRICT,Rural,Female,75 AND ABOVE,,,,4,1
TANK DISTRICT,Rural,Transgender,10-14,,,,,
TANK DISTRICT,Rural,Transgender,15-19,,,,,
TANK DISTRICT,Rural,Transgender,20-24,1,,,2,
TANK DISTRICT,Rural,Transgender,25-29,,,,1,
TANK DISTRICT,Rural,Transgender,30-34,,,,,
TANK DISTRICT,Rural,Transgender,35-39,,,,,
TANK DISTRICT,Rural,Transgender,40-44,,,,1,
TANK DISTRICT,Rural,Transgender,45-49,,,,,
TANK DISTRICT,Rural,Transgender,50-54,,,,,
TANK DISTRICT,Rural,Transgender,55-59,,,,,
TANK DISTRICT,Rural,Transgender,60-64,,,,,
TANK DISTRICT,Rural,Transgender,65-69,,,,,
TANK DISTRICT,Rural,Transgender,70-74,,,,,
TANK DISTRICT,Rural,Transgender,75 AND ABOVE,,,,,
TANK DISTRICT,Urban,Overall,10-14,1,1,12,8,8
TANK DISTRICT,Urban,Overall,15-19,2,1,8,9,6
TANK DISTRICT,Urban,Overall,20-24,7,1,4,6,9
TANK DISTRICT,Urban,Overall,25-29,5,1,2,12,13
TANK DISTRICT,Urban,Overall,30-34,4,1,,4,6
TANK DISTRICT,Urban,Overall,35-39,1,,,4,3
TANK DISTRICT,Urban,Overall,40-44,9,1,,2,2
TANK DISTRICT,Urban,Overall,45-49,3,,,2,
TANK DISTRICT,Urban,Overall,50-54,2,,,2,2
TANK DISTRICT,Urban,Overall,55-59,4,,,,
TANK DISTRICT,Urban,Overall,60-64,5,,,2,1
TANK DISTRICT,Urban,Overall,65-69,1,,,1,
TANK DISTRICT,Urban,Overall,70-74,2,,,2,1
TANK DISTRICT,Urban,Overall,75 AND ABOVE,2,,,1,1
TANK DISTRICT,Urban,Male,10-14,1,1,6,4,6
TANK DISTRICT,Urban,Male,15-19,1,1,4,4,4
TANK DISTRICT,Urban,Male,20-24,7,1,3,2,6
TANK DISTRICT,Urban,Male,25-29,5,1,2,5,7
TANK DISTRICT,Urban,Male,30-34,4,1,,2,3
TANK DISTRICT,Urban,Male,35-39,1,,,1,3
TANK DISTRICT,Urban,Male,40-44,9,,,1,2
TANK DISTRICT,Urban,Male,45-49,3,,,2,
TANK DISTRICT,Urban,Male,50-54,2,,,,1
TANK DISTRICT,Urban,Male,55-59,4,,,,
TANK DISTRICT,Urban,Male,60-64,4,,,1,
TANK DISTRICT,Urban,Male,65-69,1,,,,
TANK DISTRICT,Urban,Male,70-74,2,,,,1
TANK DISTRICT,Urban,Male,75 AND ABOVE,2,,,,1
TANK DISTRICT,Urban,Female,10-14,,,6,4,2
TANK DISTRICT,Urban,Female,15-19,1,,4,5,2
TANK DISTRICT,Urban,Female,20-24,,,1,4,3
TANK DISTRICT,Urban,Female,25-29,,,,7,6
TANK DISTRICT,Urban,Female,30-34,,,,2,3
TANK DISTRICT,Urban,Female,35-39,,,,3,
TANK DISTRICT,Urban,Female,40-44,,1,,1,
TANK DISTRICT,Urban,Female,45-49,,,,,
TANK DISTRICT,Urban,Female,50-54,,,,2,1
TANK DISTRICT,Urban,Female,55-59,,,,,
TANK DISTRICT,Urban,Female,60-64,1,,,1,1
TANK DISTRICT,Urban,Female,65-69,,,,1,
TANK DISTRICT,Urban,Female,70-74,,,,2,
TANK DISTRICT,Urban,Female,75 AND ABOVE,,,,1,
TANK DISTRICT,Urban,Transgender,10-14,,,,,
TANK DISTRICT,Urban,Transgender,15-19,,,,,
TANK DISTRICT,Urban,Transgender,20-24,,,,,
TANK DISTRICT,Urban,Transgender,25-29,,,,,
TANK DISTRICT,Urban,Transgender,30-34,,,,,
TANK DISTRICT,Urban,Transgender,35-39,,,,,
TANK DISTRICT,Urban,Transgender,40-44,,,,,
TANK DISTRICT,Urban,Transgender,45-49,,,,,
TANK DISTRICT,Urban,Transgender,50-54,,,,,
TANK DISTRICT,Urban,Transgender,55-59,,,,,
TANK DISTRICT,Urban,Transgender,60-64,,,,,
TANK DISTRICT,Urban,Transgender,65-69,,,,,
TANK DISTRICT,Urban,Transgender,70-74,,,,,
TANK DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
ABBOTTABAD DISTRICT,All,Overall,10-14,33,36,451,185,430
ABBOTTABAD DISTRICT,All,Overall,15-19,82,49,268,291,441
ABBOTTABAD DISTRICT,All,Overall,20-24,166,84,82,266,430
ABBOTTABAD DISTRICT,All,Overall,25-29,201,57,30,286,389
ABBOTTABAD DISTRICT,All,Overall,30-34,172,46,7,247,320
ABBOTTABAD DISTRICT,All,Overall,35-39,139,21,2,206,262
ABBOTTABAD DISTRICT,All,Overall,40-44,132,15,3,176,232
ABBOTTABAD DISTRICT,All,Overall,45-49,113,11,,119,185
ABBOTTABAD DISTRICT,All,Overall,50-54,110,17,,127,163
ABBOTTABAD DISTRICT,All,Overall,55-59,76,5,,83,173
ABBOTTABAD DISTRICT,All,Overall,60-64,62,15,,100,158
ABBOTTABAD DISTRICT,All,Overall,65-69,54,6,,56,121
ABBOTTABAD DISTRICT,All,Overall,70-74,45,4,,68,113
ABBOTTABAD DISTRICT,All,Overall,75 AND ABOVE,30,8,,90,185
ABBOTTABAD DISTRICT,All,Male,10-14,25,22,272,91,246
ABBOTTABAD DISTRICT,All,Male,15-19,74,35,185,119,274
ABBOTTABAD DISTRICT,All,Male,20-24,148,70,51,108,254
ABBOTTABAD DISTRICT,All,Male,25-29,175,50,16,98,224
ABBOTTABAD DISTRICT,All,Male,30-34,150,39,2,85,196
ABBOTTABAD DISTRICT,All,Male,35-39,128,17,,71,166
ABBOTTABAD DISTRICT,All,Male,40-44,119,10,,71,152
ABBOTTABAD DISTRICT,All,Male,45-49,104,10,,47,127
ABBOTTABAD DISTRICT,All,Male,50-54,101,14,,56,111
ABBOTTABAD DISTRICT,All,Male,55-59,73,5,,45,125
ABBOTTABAD DISTRICT,All,Male,60-64,58,11,,42,105
ABBOTTABAD DISTRICT,All,Male,65-69,50,3,,26,83
ABBOTTABAD DISTRICT,All,Male,70-74,43,3,,31,76
ABBOTTABAD DISTRICT,All,Male,75 AND ABOVE,26,3,,38,115
ABBOTTABAD DISTRICT,All,Female,10-14,8,14,179,94,184
ABBOTTABAD DISTRICT,All,Female,15-19,8,14,83,170,167
ABBOTTABAD DISTRICT,All,Female,20-24,18,14,31,158,176
ABBOTTABAD DISTRICT,All,Female,25-29,25,7,14,187,165
ABBOTTABAD DISTRICT,All,Female,30-34,22,7,5,162,124
ABBOTTABAD DISTRICT,All,Female,35-39,11,4,2,135,96
ABBOTTABAD DISTRICT,All,Female,40-44,13,5,3,105,80
ABBOTTABAD DISTRICT,All,Female,45-49,9,1,,72,57
ABBOTTABAD DISTRICT,All,Female,50-54,8,3,,71,52
ABBOTTABAD DISTRICT,All,Female,55-59,3,,,38,48
ABBOTTABAD DISTRICT,All,Female,60-64,4,4,,58,53
ABBOTTABAD DISTRICT,All,Female,65-69,4,3,,30,38
ABBOTTABAD DISTRICT,All,Female,70-74,2,1,,37,37
ABBOTTABAD DISTRICT,All,Female,75 AND ABOVE,4,5,,51,70
ABBOTTABAD DISTRICT,All,Transgender,10-14,,,,,
ABBOTTABAD DISTRICT,All,Transgender,15-19,,,,2,
ABBOTTABAD DISTRICT,All,Transgender,20-24,,,,,
ABBOTTABAD DISTRICT,All,Transgender,25-29,1,,,1,
ABBOTTABAD DISTRICT,All,Transgender,30-34,,,,,
ABBOTTABAD DISTRICT,All,Transgender,35-39,,,,,
ABBOTTABAD DISTRICT,All,Transgender,40-44,,,,,
ABBOTTABAD DISTRICT,All,Transgender,45-49,,,,,1
ABBOTTABAD DISTRICT,All,Transgender,50-54,1,,,,
ABBOTTABAD DISTRICT,All,Transgender,55-59,,,,,
ABBOTTABAD DISTRICT,All,Transgender,60-64,,,,,
ABBOTTABAD DISTRICT,All,Transgender,65-69,,,,,
ABBOTTABAD DISTRICT,All,Transgender,70-74,,,,,
ABBOTTABAD DISTRICT,All,Transgender,75 AND ABOVE,,,,1,
ABBOTTABAD DISTRICT,Rural,Overall,10-14,24,27,353,158,377
ABBOTTABAD DISTRICT,Rural,Overall,15-19,72,41,190,257,382
ABBOTTABAD DISTRICT,Rural,Overall,20-24,138,73,56,227,375
ABBOTTABAD DISTRICT,Rural,Overall,25-29,167,46,19,236,333
ABBOTTABAD DISTRICT,Rural,Overall,30-34,135,40,2,217,273
ABBOTTABAD DISTRICT,Rural,Overall,35-39,121,19,2,168,221
ABBOTTABAD DISTRICT,Rural,Overall,40-44,113,11,2,143,199
ABBOTTABAD DISTRICT,Rural,Overall,45-49,90,8,,103,166
ABBOTTABAD DISTRICT,Rural,Overall,50-54,92,14,,110,138
ABBOTTABAD DISTRICT,Rural,Overall,55-59,60,5,,73,157
ABBOTTABAD DISTRICT,Rural,Overall,60-64,54,12,,82,138
ABBOTTABAD DISTRICT,Rural,Overall,65-69,43,1,,50,106
ABBOTTABAD DISTRICT,Rural,Overall,70-74,39,3,,57,100
ABBOTTABAD DISTRICT,Rural,Overall,75 AND ABOVE,26,3,,73,155
ABBOTTABAD DISTRICT,Rural,Male,10-14,21,16,221,76,218
ABBOTTABAD DISTRICT,Rural,Male,15-19,65,32,132,106,237
ABBOTTABAD DISTRICT,Rural,Male,20-24,124,61,35,91,224
ABBOTTABAD DISTRICT,Rural,Male,25-29,145,41,11,80,188
ABBOTTABAD DISTRICT,Rural,Male,30-34,120,33,1,77,166
ABBOTTABAD DISTRICT,Rural,Male,35-39,111,15,,59,140
ABBOTTABAD DISTRICT,Rural,Male,40-44,103,7,,57,133
ABBOTTABAD DISTRICT,Rural,Male,45-49,84,8,,43,115
ABBOTTABAD DISTRICT,Rural,Male,50-54,86,12,,48,91
ABBOTTABAD DISTRICT,Rural,Male,55-59,57,5,,41,112
ABBOTTABAD DISTRICT,Rural,Male,60-64,50,8,,35,91
ABBOTTABAD DISTRICT,Rural,Male,65-69,40,,,24,71
ABBOTTABAD DISTRICT,Rural,Male,70-74,37,3,,27,66
ABBOTTABAD DISTRICT,Rural,Male,75 AND ABOVE,22,2,,32,99
ABBOTTABAD DISTRICT,Rural,Female,10-14,3,11,132,82,159
ABBOTTABAD DISTRICT,Rural,Female,15-19,7,9,58,149,145
ABBOTTABAD DISTRICT,Rural,Female,20-24,14,12,21,136,151
ABBOTTABAD DISTRICT,Rural,Female,25-29,21,5,8,156,145
ABBOTTABAD DISTRICT,Rural,Female,30-34,15,7,1,140,107
ABBOTTABAD DISTRICT,Rural,Female,35-39,10,4,2,109,81
ABBOTTABAD DISTRICT,Rural,Female,40-44,10,4,2,86,66
ABBOTTABAD DISTRICT,Rural,Female,45-49,6,,,60,50
ABBOTTABAD DISTRICT,Rural,Female,50-54,5,2,,62,47
ABBOTTABAD DISTRICT,Rural,Female,55-59,3,,,32,45
ABBOTTABAD DISTRICT,Rural,Female,60-64,4,4,,47,47
ABBOTTABAD DISTRICT,Rural,Female,65-69,3,1,,26,35
ABBOTTABAD DISTRICT,Rural,Female,70-74,2,,,30,34
ABBOTTABAD DISTRICT,Rural,Female,75 AND ABOVE,4,1,,40,56
ABBOTTABAD DISTRICT,Rural,Transgender,10-14,,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,15-19,,,,2,
ABBOTTABAD DISTRICT,Rural,Transgender,20-24,,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,25-29,1,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,30-34,,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,35-39,,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,40-44,,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,45-49,,,,,1
ABBOTTABAD DISTRICT,Rural,Transgender,50-54,1,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,55-59,,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,60-64,,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,65-69,,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,70-74,,,,,
ABBOTTABAD DISTRICT,Rural,Transgender,75 AND ABOVE,,,,1,
ABBOTTABAD DISTRICT,Urban,Overall,10-14,9,9,98,27,53
ABBOTTABAD DISTRICT,Urban,Overall,15-19,10,8,78,34,59
ABBOTTABAD DISTRICT,Urban,Overall,20-24,28,11,26,39,55
ABBOTTABAD DISTRICT,Urban,Overall,25-29,34,11,11,50,56
ABBOTTABAD DISTRICT,Urban,Overall,30-34,37,6,5,30,47
ABBOTTABAD DISTRICT,Urban,Overall,35-39,18,2,,38,41
ABBOTTABAD DISTRICT,Urban,Overall,40-44,19,4,1,33,33
ABBOTTABAD DISTRICT,Urban,Overall,45-49,23,3,,16,19
ABBOTTABAD DISTRICT,Urban,Overall,50-54,18,3,,17,25
ABBOTTABAD DISTRICT,Urban,Overall,55-59,16,,,10,16
ABBOTTABAD DISTRICT,Urban,Overall,60-64,8,3,,18,20
ABBOTTABAD DISTRICT,Urban,Overall,65-69,11,5,,6,15
ABBOTTABAD DISTRICT,Urban,Overall,70-74,6,1,,11,13
ABBOTTABAD DISTRICT,Urban,Overall,75 AND ABOVE,4,5,,17,30
ABBOTTABAD DISTRICT,Urban,Male,10-14,4,6,51,15,28
ABBOTTABAD DISTRICT,Urban,Male,15-19,9,3,53,13,37
ABBOTTABAD DISTRICT,Urban,Male,20-24,24,9,16,17,30
ABBOTTABAD DISTRICT,Urban,Male,25-29,30,9,5,18,36
ABBOTTABAD DISTRICT,Urban,Male,30-34,30,6,1,8,30
ABBOTTABAD DISTRICT,Urban,Male,35-39,17,2,,12,26
ABBOTTABAD DISTRICT,Urban,Male,40-44,16,3,,14,19
ABBOTTABAD DISTRICT,Urban,Male,45-49,20,2,,4,12
ABBOTTABAD DISTRICT,Urban,Male,50-54,15,2,,8,20
ABBOTTABAD DISTRICT,Urban,Male,55-59,16,,,4,13
ABBOTTABAD DISTRICT,Urban,Male,60-64,8,3,,7,14
ABBOTTABAD DISTRICT,Urban,Male,65-69,10,3,,2,12
ABBOTTABAD DISTRICT,Urban,Male,70-74,6,,,4,10
