district,localities,hhsize,room_in_house_1,room_in_house_2,room_in_house_3,room_in_house_4,room_in_house_5,room_in_house_6,room_in_house_7,room_in_house_8,room_in_house_9
KARACHI WEST DISTRICT,URBAN,1 PERSON,9914,3361,1494,493,223,120,66,50,61
KARACHI WEST DISTRICT,URBAN,2 PERSONS,21291,11991,4717,1693,662,347,254,110,132
KARACHI WEST DISTRICT,URBAN,3 PERSONS,26984,19447,8009,2539,921,556,331,136,218
KARACHI WEST DISTRICT,URBAN,4 PERSONS,31543,30071,13000,4104,1410,696,476,203,267
KARACHI WEST DISTRICT,URBAN,5 PERSONS,27867,35742,17408,5211,1783,897,488,226,308
KARACHI WEST DISTRICT,URBAN,6 PERSONS,20605,34110,18528,5857,1947,1070,507,212,325
KARACHI WEST DISTRICT,URBAN,7 PERSONS,12464,25190,15780,5209,1787,931,426,203,297
KARACHI WEST DISTRICT,URBAN,8 PERSONS,6852,17444,12595,4423,1597,806,348,181,213
KARACHI WEST DISTRICT,URBAN,9 PERSONS,3390,10930,9223,3801,1406,766,256,156,200
KARACHI WEST DISTRICT,URBAN,10 PERSONS AND ABOVE,4186,15914,20814,14196,7697,5270,1770,1269,1558
KARAK DISTRICT,RURAL,1 PERSON,317,167,80,52,18,12,4,2,14
KARAK DISTRICT,RURAL,2 PERSONS,831,690,294,147,55,20,16,14,13
KARAK DISTRICT,RURAL,3 PERSONS,837,932,524,230,113,47,23,9,27
KARAK DISTRICT,RURAL,4 PERSONS,844,1344,862,385,156,64,35,23,24
KARAK DISTRICT,RURAL,5 PERSONS,887,1724,1417,687,285,131,69,28,36
KARAK DISTRICT,RURAL,6 PERSONS,754,2030,1856,1085,459,198,89,35,53
KARAK DISTRICT,RURAL,7 PERSONS,521,1966,2133,1407,595,292,106,62,58
KARAK DISTRICT,RURAL,8 PERSONS,350,1621,2092,1520,716,376,130,73,91
KARAK DISTRICT,RURAL,9 PERSONS,220,1143,1743,1429,713,354,172,73,116
KARAK DISTRICT,RURAL,10 PERSONS AND ABOVE,339,1898,4494,5708,4478,3316,1850,1378,2339
KARAK DISTRICT,URBAN,1 PERSON,12,12,14,2,2,2,,,1
KARAK DISTRICT,URBAN,2 PERSONS,21,53,21,7,2,3,2,,1
KARAK DISTRICT,URBAN,3 PERSONS,27,94,58,10,8,2,,,
KARAK DISTRICT,URBAN,4 PERSONS,33,122,78,38,13,6,2,,4
KARAK DISTRICT,URBAN,5 PERSONS,43,149,164,72,30,12,2,3,1
KARAK DISTRICT,URBAN,6 PERSONS,39,172,194,103,30,16,7,6,4
KARAK DISTRICT,URBAN,7 PERSONS,21,146,208,124,64,23,13,6,5
KARAK DISTRICT,URBAN,8 PERSONS,16,120,178,138,47,27,12,7,5
KARAK DISTRICT,URBAN,9 PERSONS,10,79,146,106,58,23,14,5,11
KARAK DISTRICT,URBAN,10 PERSONS AND ABOVE,16,111,330,454,356,283,145,135,148
KASHMORE DISTRICT,RURAL,1 PERSON,2221,182,40,7,3,4,16,3,7
KASHMORE DISTRICT,RURAL,2 PERSONS,15491,1622,364,151,48,10,125,10,71
KASHMORE DISTRICT,RURAL,3 PERSONS,13635,1786,360,121,41,6,108,10,63
KASHMORE DISTRICT,RURAL,4 PERSONS,14431,2387,514,136,37,11,123,10,70
KASHMORE DISTRICT,RURAL,5 PERSONS,13677,2630,552,176,43,10,118,11,58
KASHMORE DISTRICT,RURAL,6 PERSONS,12577,2519,629,196,49,14,102,13,49
KASHMORE DISTRICT,RURAL,7 PERSONS,10656,2449,592,190,33,12,83,13,61
KASHMORE DISTRICT,RURAL,8 PERSONS,8311,2316,567,203,41,22,86,13,37
KASHMORE DISTRICT,RURAL,9 PERSONS,5775,2112,528,162,40,10,57,6,33
KASHMORE DISTRICT,RURAL,10 PERSONS AND ABOVE,8817,4871,2004,848,222,98,171,44,102
KASHMORE DISTRICT,URBAN,1 PERSON,672,252,100,23,5,1,8,2,
KASHMORE DISTRICT,URBAN,2 PERSONS,3676,866,260,80,35,8,39,14,12
KASHMORE DISTRICT,URBAN,3 PERSONS,3422,1079,300,105,36,16,46,9,13
KASHMORE DISTRICT,URBAN,4 PERSONS,3839,1507,419,148,45,18,46,8,23
KASHMORE DISTRICT,URBAN,5 PERSONS,3653,1660,526,188,38,21,44,13,30
KASHMORE DISTRICT,URBAN,6 PERSONS,3142,1422,531,166,49,23,47,8,17
KASHMORE DISTRICT,URBAN,7 PERSONS,2563,1322,458,153,40,15,31,10,5
KASHMORE DISTRICT,URBAN,8 PERSONS,1923,1051,394,126,33,15,17,7,8
KASHMORE DISTRICT,URBAN,9 PERSONS,1158,840,294,119,28,17,18,7,8
KASHMORE DISTRICT,URBAN,10 PERSONS AND ABOVE,1437,1532,727,379,119,64,48,17,21
KASUR DISTRICT,RURAL,1 PERSON,3995,1215,369,127,46,27,19,6,11
KASUR DISTRICT,RURAL,2 PERSONS,12905,5328,1232,420,100,57,63,20,25
KASUR DISTRICT,RURAL,3 PERSONS,15999,8924,2207,715,200,89,79,27,43
KASUR DISTRICT,RURAL,4 PERSONS,19188,14302,3832,1296,388,170,128,41,67
KASUR DISTRICT,RURAL,5 PERSONS,22434,20638,6414,2151,666,273,200,58,81
KASUR DISTRICT,RURAL,6 PERSONS,21942,25002,8472,2975,876,367,229,99,94
KASUR DISTRICT,RURAL,7 PERSONS,15701,22805,8623,3236,925,415,253,95,112
KASUR DISTRICT,RURAL,8 PERSONS,9986,17679,7605,3103,918,406,196,85,112
KASUR DISTRICT,RURAL,9 PERSONS,5060,11506,5938,2719,854,417,172,77,95
KASUR DISTRICT,RURAL,10 PERSONS AND ABOVE,5147,16818,14862,10011,4204,2403,997,665,738
KASUR DISTRICT,URBAN,1 PERSON,1485,608,223,100,34,17,9,3,11
KASUR DISTRICT,URBAN,2 PERSONS,4040,2089,640,313,79,39,21,10,14
KASUR DISTRICT,URBAN,3 PERSONS,5425,3598,1207,403,123,60,48,13,30
KASUR DISTRICT,URBAN,4 PERSONS,7145,5781,2117,811,241,124,77,30,36
KASUR DISTRICT,URBAN,5 PERSONS,8505,8158,3534,1359,427,185,113,44,58
KASUR DISTRICT,URBAN,6 PERSONS,8067,9269,4043,1642,558,290,128,50,73
KASUR DISTRICT,URBAN,7 PERSONS,5275,7350,3423,1425,470,264,115,50,55
KASUR DISTRICT,URBAN,8 PERSONS,2841,4990,2567,1196,368,215,102,41,39
KASUR DISTRICT,URBAN,9 PERSONS,1325,3096,1756,933,311,175,69,54,49
KASUR DISTRICT,URBAN,10 PERSONS AND ABOVE,1489,4651,4260,3029,1374,883,388,240,274
KECH DISTRICT,RURAL,1 PERSON,603,123,26,8,1,1,5,1,2
KECH DISTRICT,RURAL,2 PERSONS,2788,1181,321,110,25,22,27,2,15
KECH DISTRICT,RURAL,3 PERSONS,3457,1944,566,163,53,20,38,3,28
KECH DISTRICT,RURAL,4 PERSONS,4243,3317,1175,369,122,56,62,31,54
KECH DISTRICT,RURAL,5 PERSONS,3591,3900,1692,692,194,91,53,19,61
KECH DISTRICT,RURAL,6 PERSONS,3026,3946,2120,1101,352,142,119,33,103
KECH DISTRICT,RURAL,7 PERSONS,2127,3480,2557,1674,623,223,161,82,140
KECH DISTRICT,RURAL,8 PERSONS,1712,2982,3180,2754,850,431,256,113,181
KECH DISTRICT,RURAL,9 PERSONS,1337,2019,2425,2128,799,401,254,143,157
KECH DISTRICT,RURAL,10 PERSONS AND ABOVE,1836,3143,3441,3476,1841,723,396,182,221
KECH DISTRICT,URBAN,1 PERSON,225,65,17,8,1,1,3,1,2
KECH DISTRICT,URBAN,2 PERSONS,1263,837,226,100,17,9,8,1,7
KECH DISTRICT,URBAN,3 PERSONS,1691,1397,488,214,42,23,18,13,16
KECH DISTRICT,URBAN,4 PERSONS,1868,2130,931,438,72,47,46,9,18
KECH DISTRICT,URBAN,5 PERSONS,1396,2327,1270,594,131,104,56,25,25
KECH DISTRICT,URBAN,6 PERSONS,1118,2024,1529,817,198,139,57,29,39
KECH DISTRICT,URBAN,7 PERSONS,838,1503,1474,839,249,133,55,36,57
KECH DISTRICT,URBAN,8 PERSONS,654,1265,1342,931,339,232,83,42,84
KECH DISTRICT,URBAN,9 PERSONS,390,780,860,874,328,252,136,82,86
KECH DISTRICT,URBAN,10 PERSONS AND ABOVE,715,1274,1901,1845,857,631,403,209,498
KHAIRPUR DISTRICT,RURAL,1 PERSON,5910,512,111,29,13,4,28,1,10
KHAIRPUR DISTRICT,RURAL,2 PERSONS,28184,3591,474,119,80,21,119,12,40
KHAIRPUR DISTRICT,RURAL,3 PERSONS,26369,4704,696,183,58,28,107,8,26
KHAIRPUR DISTRICT,RURAL,4 PERSONS,27067,6024,994,263,73,26,155,9,39
KHAIRPUR DISTRICT,RURAL,5 PERSONS,25478,7255,1307,280,89,34,136,10,34
KHAIRPUR DISTRICT,RURAL,6 PERSONS,23451,8261,1519,467,103,43,151,16,33
KHAIRPUR DISTRICT,RURAL,7 PERSONS,18741,8157,1604,459,110,52,140,15,28
KHAIRPUR DISTRICT,RURAL,8 PERSONS,14147,6937,1590,500,114,44,73,10,26
KHAIRPUR DISTRICT,RURAL,9 PERSONS,9101,5566,1391,440,91,49,73,10,13
KHAIRPUR DISTRICT,RURAL,10 PERSONS AND ABOVE,13293,11005,3984,1678,502,279,248,62,110
KHAIRPUR DISTRICT,URBAN,1 PERSON,2687,658,170,74,27,9,22,7,9
KHAIRPUR DISTRICT,URBAN,2 PERSONS,9774,2730,579,211,62,27,57,11,18
KHAIRPUR DISTRICT,URBAN,3 PERSONS,9691,3726,838,262,67,31,55,7,21
KHAIRPUR DISTRICT,URBAN,4 PERSONS,10176,5077,1288,409,105,38,77,13,28
KHAIRPUR DISTRICT,URBAN,5 PERSONS,9362,6001,1679,565,174,59,88,19,35
KHAIRPUR DISTRICT,URBAN,6 PERSONS,7979,6160,1885,693,184,75,83,21,27
KHAIRPUR DISTRICT,URBAN,7 PERSONS,6035,5258,1662,627,172,60,77,19,27
KHAIRPUR DISTRICT,URBAN,8 PERSONS,4321,4184,1416,506,147,59,66,14,22
KHAIRPUR DISTRICT,URBAN,9 PERSONS,2606,2934,1072,420,110,58,38,9,17
KHAIRPUR DISTRICT,URBAN,10 PERSONS AND ABOVE,3709,5397,2703,1340,501,303,156,80,75
KHANEWAL DISTRICT,RURAL,1 PERSON,3734,1757,635,285,106,52,37,11,15
KHANEWAL DISTRICT,RURAL,2 PERSONS,13222,8366,2239,862,254,101,95,29,51
KHANEWAL DISTRICT,RURAL,3 PERSONS,14083,12152,4052,1430,483,174,148,38,71
KHANEWAL DISTRICT,RURAL,4 PERSONS,16275,17910,6539,2504,871,317,179,75,94
KHANEWAL DISTRICT,RURAL,5 PERSONS,16982,23617,9816,3784,1338,548,289,110,135
KHANEWAL DISTRICT,RURAL,6 PERSONS,14443,24425,11393,4611,1516,712,293,139,142
KHANEWAL DISTRICT,RURAL,7 PERSONS,9674,19399,10244,4323,1485,640,323,143,150
KHANEWAL DISTRICT,RURAL,8 PERSONS,5662,13563,8176,3819,1379,641,270,136,141
KHANEWAL DISTRICT,RURAL,9 PERSONS,2846,8573,5931,2947,1116,569,204,117,120
KHANEWAL DISTRICT,RURAL,10 PERSONS AND ABOVE,3086,11454,12114,8890,4525,2579,1201,746,897
KHANEWAL DISTRICT,URBAN,1 PERSON,990,594,273,132,55,25,16,13,8
KHANEWAL DISTRICT,URBAN,2 PERSONS,2498,1924,819,332,124,74,49,19,20
KHANEWAL DISTRICT,URBAN,3 PERSONS,2915,2846,1382,591,234,101,63,23,38
KHANEWAL DISTRICT,URBAN,4 PERSONS,3623,4354,2354,1002,448,205,94,46,54
KHANEWAL DISTRICT,URBAN,5 PERSONS,3786,5668,3352,1565,677,346,165,81,79
KHANEWAL DISTRICT,URBAN,6 PERSONS,3166,5491,3534,1674,645,374,138,72,74
KHANEWAL DISTRICT,URBAN,7 PERSONS,2035,4084,2683,1400,568,305,132,79,80
KHANEWAL DISTRICT,URBAN,8 PERSONS,1221,2641,2027,1024,465,252,96,56,58
KHANEWAL DISTRICT,URBAN,9 PERSONS,637,1596,1311,780,331,187,86,44,34
KHANEWAL DISTRICT,URBAN,10 PERSONS AND ABOVE,730,2306,2811,2260,1205,797,359,245,265
KHARAN DISTRICT,RURAL,1 PERSON,753,98,16,3,3,1,1,1,2
KHARAN DISTRICT,RURAL,2 PERSONS,1346,368,75,23,7,2,3,4,7
KHARAN DISTRICT,RURAL,3 PERSONS,1100,387,86,27,8,5,5,2,
KHARAN DISTRICT,RURAL,4 PERSONS,1418,624,136,15,12,5,6,2,3
KHARAN DISTRICT,RURAL,5 PERSONS,1211,683,171,46,14,5,8,1,3
KHARAN DISTRICT,RURAL,6 PERSONS,1060,761,221,51,11,3,4,,7
KHARAN DISTRICT,RURAL,7 PERSONS,809,705,240,68,8,4,2,,2
KHARAN DISTRICT,RURAL,8 PERSONS,655,586,270,72,10,4,3,1,3
KHARAN DISTRICT,RURAL,9 PERSONS,445,492,212,83,14,5,3,2,2
KHARAN DISTRICT,RURAL,10 PERSONS AND ABOVE,719,928,585,282,86,32,12,7,22
KHARAN DISTRICT,URBAN,1 PERSON,37,33,27,15,9,2,3,6,1
KHARAN DISTRICT,URBAN,2 PERSONS,100,124,42,24,6,2,5,1,2
KHARAN DISTRICT,URBAN,3 PERSONS,81,165,51,29,9,9,4,,1
KHARAN DISTRICT,URBAN,4 PERSONS,66,207,108,61,10,4,9,,2
KHARAN DISTRICT,URBAN,5 PERSONS,76,230,159,65,24,14,3,2,6
KHARAN DISTRICT,URBAN,6 PERSONS,54,273,183,92,28,14,7,4,8
KHARAN DISTRICT,URBAN,7 PERSONS,38,219,170,128,27,12,11,4,2
KHARAN DISTRICT,URBAN,8 PERSONS,24,168,165,131,52,17,6,4,8
KHARAN DISTRICT,URBAN,9 PERSONS,15,129,172,148,60,25,4,9,8
KHARAN DISTRICT,URBAN,10 PERSONS AND ABOVE,39,269,484,515,217,147,73,64,165
KHUSHAB DISTRICT,RURAL,1 PERSON,1270,1107,524,220,73,48,18,13,22
KHUSHAB DISTRICT,RURAL,2 PERSONS,3342,4412,1874,849,306,130,64,40,36
KHUSHAB DISTRICT,RURAL,3 PERSONS,3451,5528,2898,1367,494,212,89,51,49
KHUSHAB DISTRICT,RURAL,4 PERSONS,3922,7627,4523,2256,871,395,146,87,96
KHUSHAB DISTRICT,RURAL,5 PERSONS,3733,8680,5700,3171,1265,527,240,116,163
KHUSHAB DISTRICT,RURAL,6 PERSONS,2836,7910,5995,3625,1413,734,305,169,170
KHUSHAB DISTRICT,RURAL,7 PERSONS,1824,5784,4694,3033,1336,682,337,152,197
KHUSHAB DISTRICT,RURAL,8 PERSONS,1088,3581,3347,2308,1145,592,239,125,161
KHUSHAB DISTRICT,RURAL,9 PERSONS,533,2117,2184,1683,840,450,210,131,148
KHUSHAB DISTRICT,RURAL,10 PERSONS AND ABOVE,621,2829,3772,3861,2241,1698,805,616,949
KHUSHAB DISTRICT,URBAN,1 PERSON,588,425,225,100,42,12,6,2,6
KHUSHAB DISTRICT,URBAN,2 PERSONS,1273,1421,645,283,91,46,22,10,17
KHUSHAB DISTRICT,URBAN,3 PERSONS,1462,2001,1157,463,165,53,31,15,27
KHUSHAB DISTRICT,URBAN,4 PERSONS,1722,2986,1886,862,271,120,51,26,34
KHUSHAB DISTRICT,URBAN,5 PERSONS,1808,3456,2449,1181,424,181,81,38,39
KHUSHAB DISTRICT,URBAN,6 PERSONS,1380,3288,2570,1235,471,199,77,46,49
KHUSHAB DISTRICT,URBAN,7 PERSONS,820,2201,1828,1076,417,200,83,42,52
KHUSHAB DISTRICT,URBAN,8 PERSONS,445,1292,1295,807,300,143,71,32,44
KHUSHAB DISTRICT,URBAN,9 PERSONS,233,837,876,544,248,121,45,40,40
KHUSHAB DISTRICT,URBAN,10 PERSONS AND ABOVE,285,1034,1621,1504,793,493,238,161,212
KHUZDAR DISTRICT,RURAL,1 PERSON,671,251,68,30,9,1,9,3,12
KHUZDAR DISTRICT,RURAL,2 PERSONS,3988,2411,872,276,75,34,51,18,37
KHUZDAR DISTRICT,RURAL,3 PERSONS,3494,2807,1009,372,83,50,46,23,63
KHUZDAR DISTRICT,RURAL,4 PERSONS,3869,3617,1557,543,133,60,69,15,102
KHUZDAR DISTRICT,RURAL,5 PERSONS,3277,3701,1833,713,172,90,68,39,113
KHUZDAR DISTRICT,RURAL,6 PERSONS,2720,3435,1990,889,262,105,85,25,136
KHUZDAR DISTRICT,RURAL,7 PERSONS,1993,2920,2010,960,295,153,98,43,142
KHUZDAR DISTRICT,RURAL,8 PERSONS,1447,2279,1802,1027,324,181,101,41,132
KHUZDAR DISTRICT,RURAL,9 PERSONS,938,1702,1331,928,328,209,112,50,125
KHUZDAR DISTRICT,RURAL,10 PERSONS AND ABOVE,1259,2821,2860,2311,1027,771,377,315,823
KHUZDAR DISTRICT,URBAN,1 PERSON,103,79,55,28,8,6,2,3,6
KHUZDAR DISTRICT,URBAN,2 PERSONS,345,878,430,211,57,42,27,13,29
KHUZDAR DISTRICT,URBAN,3 PERSONS,316,1066,843,371,76,62,37,29,43
KHUZDAR DISTRICT,URBAN,4 PERSONS,333,1456,1325,653,153,110,64,37,66
KHUZDAR DISTRICT,URBAN,5 PERSONS,292,1308,1466,790,241,139,79,45,66
KHUZDAR DISTRICT,URBAN,6 PERSONS,262,1221,1494,837,294,192,83,46,72
KHUZDAR DISTRICT,URBAN,7 PERSONS,211,1056,1389,907,330,213,144,45,91
KHUZDAR DISTRICT,URBAN,8 PERSONS,128,842,1243,826,313,278,137,86,84
KHUZDAR DISTRICT,URBAN,9 PERSONS,131,616,888,726,278,244,145,113,167
KHUZDAR DISTRICT,URBAN,10 PERSONS AND ABOVE,304,993,1903,1615,842,808,486,295,816
KHYBER AGENCY,RURAL,1 PERSON,592,167,124,81,54,17,12,7,24
KHYBER AGENCY,RURAL,2 PERSONS,2886,1006,462,279,107,87,47,20,43
KHYBER AGENCY,RURAL,3 PERSONS,3133,1473,656,358,147,81,43,27,45
KHYBER AGENCY,RURAL,4 PERSONS,3393,2159,909,526,204,123,68,37,63
KHYBER AGENCY,RURAL,5 PERSONS,3475,2914,1307,757,265,130,88,35,81
KHYBER AGENCY,RURAL,6 PERSONS,3123,3470,1752,952,322,199,120,49,101
KHYBER AGENCY,RURAL,7 PERSONS,2600,3785,2131,1191,443,196,111,60,98
KHYBER AGENCY,RURAL,8 PERSONS,1775,3543,2397,1301,469,227,108,46,112
KHYBER AGENCY,RURAL,9 PERSONS,1074,2737,2271,1329,467,259,137,84,102
KHYBER AGENCY,RURAL,10 PERSONS AND ABOVE,1634,5011,7278,7137,4212,2819,1403,1038,1703
KHYBER AGENCY,URBAN,1 PERSON,117,63,34,12,9,2,4,2,3
KHYBER AGENCY,URBAN,2 PERSONS,493,101,45,14,4,5,5,,3
KHYBER AGENCY,URBAN,3 PERSONS,529,157,52,14,7,2,4,2,2
KHYBER AGENCY,URBAN,4 PERSONS,569,261,88,28,9,4,,,4
KHYBER AGENCY,URBAN,5 PERSONS,577,353,137,49,28,5,3,,5
KHYBER AGENCY,URBAN,6 PERSONS,581,503,184,68,24,19,6,2,7
KHYBER AGENCY,URBAN,7 PERSONS,412,505,258,104,34,11,9,4,6
KHYBER AGENCY,URBAN,8 PERSONS,277,487,273,97,42,13,7,2,3
KHYBER AGENCY,URBAN,9 PERSONS,165,347,245,91,38,15,11,4,8
KHYBER AGENCY,URBAN,10 PERSONS AND ABOVE,184,523,767,667,430,228,128,89,144
KILLA ABDULLAH DISTRICT,RURAL,1 PERSON,377,239,86,39,23,16,20,5,39
KILLA ABDULLAH DISTRICT,RURAL,2 PERSONS,2855,2990,684,501,119,106,127,50,187
KILLA ABDULLAH DISTRICT,RURAL,3 PERSONS,1678,2511,700,449,138,125,102,47,181
KILLA ABDULLAH DISTRICT,RURAL,4 PERSONS,1521,3055,1034,593,192,188,127,55,181
KILLA ABDULLAH DISTRICT,RURAL,5 PERSONS,1277,3052,1314,691,216,228,168,76,243
KILLA ABDULLAH DISTRICT,RURAL,6 PERSONS,1001,3008,1501,754,308,240,181,105,244
KILLA ABDULLAH DISTRICT,RURAL,7 PERSONS,729,2719,1650,917,301,288,208,99,264
KILLA ABDULLAH DISTRICT,RURAL,8 PERSONS,534,2361,1545,1016,372,313,244,96,301
KILLA ABDULLAH DISTRICT,RURAL,9 PERSONS,378,1856,1388,1071,427,341,234,133,344
KILLA ABDULLAH DISTRICT,RURAL,10 PERSONS AND ABOVE,827,4503,4130,3746,2053,1729,1272,740,2564
KILLA ABDULLAH DISTRICT,URBAN,1 PERSON,75,50,26,11,5,6,6,2,16
KILLA ABDULLAH DISTRICT,URBAN,2 PERSONS,721,550,157,87,56,54,44,39,128
KILLA ABDULLAH DISTRICT,URBAN,3 PERSONS,434,460,165,88,50,49,28,29,126
KILLA ABDULLAH DISTRICT,URBAN,4 PERSONS,411,456,222,125,66,64,44,58,163
KILLA ABDULLAH DISTRICT,URBAN,5 PERSONS,369,526,267,165,83,89,46,42,180
KILLA ABDULLAH DISTRICT,URBAN,6 PERSONS,301,533,291,186,111,100,76,38,186
KILLA ABDULLAH DISTRICT,URBAN,7 PERSONS,234,475,282,214,121,131,79,48,199
KILLA ABDULLAH DISTRICT,URBAN,8 PERSONS,195,467,296,227,112,126,81,57,179
KILLA ABDULLAH DISTRICT,URBAN,9 PERSONS,112,417,295,229,136,114,75,68,204
KILLA ABDULLAH DISTRICT,URBAN,10 PERSONS AND ABOVE,184,916,861,759,503,451,275,264,978
KILLA SAIFULLAH DISTRICT,RURAL,1 PERSON,337,146,31,15,8,2,8,1,5
KILLA SAIFULLAH DISTRICT,RURAL,2 PERSONS,1711,1587,533,234,85,41,44,16,51
KILLA SAIFULLAH DISTRICT,RURAL,3 PERSONS,1188,1618,657,272,110,27,38,15,26
KILLA SAIFULLAH DISTRICT,RURAL,4 PERSONS,1270,1986,873,398,117,56,37,19,45
KILLA SAIFULLAH DISTRICT,RURAL,5 PERSONS,1143,1975,1032,473,173,52,45,17,43
KILLA SAIFULLAH DISTRICT,RURAL,6 PERSONS,914,1897,1080,584,212,81,46,27,52
KILLA SAIFULLAH DISTRICT,RURAL,7 PERSONS,761,1736,1086,626,234,90,50,26,42
KILLA SAIFULLAH DISTRICT,RURAL,8 PERSONS,586,1443,1019,582,281,104,55,20,52
KILLA SAIFULLAH DISTRICT,RURAL,9 PERSONS,407,1134,863,547,237,137,56,34,64
KILLA SAIFULLAH DISTRICT,RURAL,10 PERSONS AND ABOVE,596,1818,1713,1221,697,398,240,147,280
KILLA SAIFULLAH DISTRICT,URBAN,1 PERSON,175,127,68,23,11,8,3,3,4
KILLA SAIFULLAH DISTRICT,URBAN,2 PERSONS,263,420,141,45,28,14,13,10,17
KILLA SAIFULLAH DISTRICT,URBAN,3 PERSONS,200,387,148,50,27,14,16,15,14
KILLA SAIFULLAH DISTRICT,URBAN,4 PERSONS,168,515,221,88,39,23,10,4,19
KILLA SAIFULLAH DISTRICT,URBAN,5 PERSONS,158,445,282,100,51,25,19,15,15
KILLA SAIFULLAH DISTRICT,URBAN,6 PERSONS,97,421,292,117,69,26,12,15,17
KILLA SAIFULLAH DISTRICT,URBAN,7 PERSONS,92,332,311,140,68,42,18,16,22
KILLA SAIFULLAH DISTRICT,URBAN,8 PERSONS,57,240,255,147,66,32,20,9,20
KILLA SAIFULLAH DISTRICT,URBAN,9 PERSONS,27,195,208,120,77,24,16,13,13
KILLA SAIFULLAH DISTRICT,URBAN,10 PERSONS AND ABOVE,48,263,417,345,223,138,72,68,104
KOHAT DISTRICT,RURAL,1 PERSON,657,330,139,86,40,15,10,3,4
KOHAT DISTRICT,RURAL,2 PERSONS,1781,1324,431,171,87,26,31,11,15
KOHAT DISTRICT,RURAL,3 PERSONS,1795,1895,735,295,100,48,39,16,16
KOHAT DISTRICT,RURAL,4 PERSONS,1934,2772,1299,529,183,76,47,16,26
KOHAT DISTRICT,RURAL,5 PERSONS,2062,3567,1935,834,313,119,75,21,33
KOHAT DISTRICT,RURAL,6 PERSONS,1781,3923,2540,1113,378,143,77,38,45
KOHAT DISTRICT,RURAL,7 PERSONS,1226,3459,2572,1245,453,190,80,38,43
KOHAT DISTRICT,RURAL,8 PERSONS,777,2640,2487,1305,465,172,85,38,51
KOHAT DISTRICT,RURAL,9 PERSONS,345,1703,1975,1222,450,230,75,39,51
KOHAT DISTRICT,RURAL,10 PERSONS AND ABOVE,688,3110,5653,6175,3756,2469,1139,806,1000
KOHAT DISTRICT,URBAN,1 PERSON,310,164,77,64,27,19,4,2,6
KOHAT DISTRICT,URBAN,2 PERSONS,500,548,244,142,59,38,15,7,16
KOHAT DISTRICT,URBAN,3 PERSONS,531,868,452,246,98,42,24,12,18
KOHAT DISTRICT,URBAN,4 PERSONS,742,1357,795,399,131,72,44,13,31
KOHAT DISTRICT,URBAN,5 PERSONS,712,1708,1269,604,213,106,50,33,44
KOHAT DISTRICT,URBAN,6 PERSONS,629,1823,1290,713,279,172,48,39,49
KOHAT DISTRICT,URBAN,7 PERSONS,422,1329,1198,647,256,131,63,32,39
KOHAT DISTRICT,URBAN,8 PERSONS,222,914,879,580,218,137,61,37,28
KOHAT DISTRICT,URBAN,9 PERSONS,85,569,630,422,180,108,50,29,48
KOHAT DISTRICT,URBAN,10 PERSONS AND ABOVE,213,938,1711,1772,1034,822,346,223,375
KOHISTAN DISTRICT,RURAL,1 PERSON,219,74,72,52,24,8,0,0,81
KOHISTAN DISTRICT,RURAL,2 PERSONS,1418,918,190,77,0,5,6,4,42
KOHISTAN DISTRICT,RURAL,3 PERSONS,2052,1424,349,127,95,21,31,0,21
KOHISTAN DISTRICT,RURAL,4 PERSONS,3882,2433,912,347,83,33,42,5,53
KOHISTAN DISTRICT,RURAL,5 PERSONS,4059,3588,1195,561,110,52,68,17,60
KOHISTAN DISTRICT,RURAL,6 PERSONS,4390,4691,1529,674,129,46,47,9,69
KOHISTAN DISTRICT,RURAL,7 PERSONS,4359,4630,2277,826,145,71,71,9,101
KOHISTAN DISTRICT,RURAL,8 PERSONS,3432,4957,2740,968,259,83,18,1,40
KOHISTAN DISTRICT,RURAL,9 PERSONS,2281,4732,2434,1365,291,153,48,9,72
KOHISTAN DISTRICT,RURAL,10 PERSONS AND ABOVE,3562,9884,6175,3998,1243,612,378,170,625
KOHLU DISTRICT,RURAL,1 PERSON,44,15,10,5,4,2,2,2,6
KOHLU DISTRICT,RURAL,2 PERSONS,802,343,175,62,11,22,7,3,13
KOHLU DISTRICT,RURAL,3 PERSONS,666,482,243,86,20,26,9,3,5
KOHLU DISTRICT,RURAL,4 PERSONS,699,611,355,164,34,43,18,5,24
KOHLU DISTRICT,RURAL,5 PERSONS,531,765,440,204,73,68,39,11,28
KOHLU DISTRICT,RURAL,6 PERSONS,410,765,585,267,76,102,46,18,41
KOHLU DISTRICT,RURAL,7 PERSONS,331,734,668,353,95,139,83,24,62
KOHLU DISTRICT,RURAL,8 PERSONS,253,608,680,413,137,148,75,37,66
KOHLU DISTRICT,RURAL,9 PERSONS,186,508,677,389,128,124,67,37,80
KOHLU DISTRICT,RURAL,10 PERSONS AND ABOVE,430,1219,1660,1265,610,663,472,314,627
KOHLU DISTRICT,URBAN,1 PERSON,24,11,3,1,,1,,,1
KOHLU DISTRICT,URBAN,2 PERSONS,133,26,11,3,3,1,1,,
KOHLU DISTRICT,URBAN,3 PERSONS,88,44,7,3,3,2,,,
KOHLU DISTRICT,URBAN,4 PERSONS,94,66,15,8,3,2,,,
KOHLU DISTRICT,URBAN,5 PERSONS,72,87,23,6,2,5,,,
KOHLU DISTRICT,URBAN,6 PERSONS,53,89,44,12,4,5,,1,
