district,localities,material,location,owned,rented,rentfree
MATIARI DISTRICT,Urban,Others,Wall,230,13,134
MATIARI DISTRICT,Urban,Rcc / Rbc,Roof,4133,559,229
MATIARI DISTRICT,Urban,Cement / Iron Sheets,Roof,438,30,13
MATIARI DISTRICT,Urban,Garder / T.Iron,Roof,19297,1797,733
MATIARI DISTRICT,Urban,Wood / Bamboo,Roof,3380,258,1190
MATIARI DISTRICT,Urban,Others,Roof,249,15,118
MIANWALI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,149038,7264,5300
MIANWALI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,15178,309,1900
MIANWALI DISTRICT,Rural,Wood / Bamboo,Wall,2661,73,474
MIANWALI DISTRICT,Rural,Others,Wall,3817,259,605
MIANWALI DISTRICT,Rural,Rcc / Rbc,Roof,5490,4860,433
MIANWALI DISTRICT,Rural,Cement / Iron Sheets,Roof,2230,219,133
MIANWALI DISTRICT,Rural,Garder / T.Iron,Roof,116579,1878,3226
MIANWALI DISTRICT,Rural,Wood / Bamboo,Roof,41718,696,3688
MIANWALI DISTRICT,Rural,Others,Roof,4677,252,799
MIANWALI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,40971,5534,1194
MIANWALI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1948,322,74
MIANWALI DISTRICT,Urban,Wood / Bamboo,Wall,269,41,99
MIANWALI DISTRICT,Urban,Others,Wall,518,37,67
MIANWALI DISTRICT,Urban,Rcc / Rbc,Roof,5268,1692,372
MIANWALI DISTRICT,Urban,Cement / Iron Sheets,Roof,890,129,23
MIANWALI DISTRICT,Urban,Garder / T.Iron,Roof,31301,3210,579
MIANWALI DISTRICT,Urban,Wood / Bamboo,Roof,5610,737,380
MIANWALI DISTRICT,Urban,Others,Roof,637,166,80
MIRPUR KHAS DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,48603,1115,4520
MIRPUR KHAS DISTRICT,Rural,Unbaked Bricks / Mud,Wall,45195,1039,30417
MIRPUR KHAS DISTRICT,Rural,Wood / Bamboo,Wall,35069,512,30857
MIRPUR KHAS DISTRICT,Rural,Others,Wall,3826,80,5488
MIRPUR KHAS DISTRICT,Rural,Rcc / Rbc,Roof,3249,385,393
MIRPUR KHAS DISTRICT,Rural,Cement / Iron Sheets,Roof,2203,45,357
MIRPUR KHAS DISTRICT,Rural,Garder / T.Iron,Roof,37104,625,3458
MIRPUR KHAS DISTRICT,Rural,Wood / Bamboo,Roof,86960,1617,63830
MIRPUR KHAS DISTRICT,Rural,Others,Roof,3177,74,3244
MIRPUR KHAS DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,49611,9363,5365
MIRPUR KHAS DISTRICT,Urban,Unbaked Bricks / Mud,Wall,5322,478,2276
MIRPUR KHAS DISTRICT,Urban,Wood / Bamboo,Wall,2437,93,2078
MIRPUR KHAS DISTRICT,Urban,Others,Wall,458,88,357
MIRPUR KHAS DISTRICT,Urban,Rcc / Rbc,Roof,24658,5371,2839
MIRPUR KHAS DISTRICT,Urban,Cement / Iron Sheets,Roof,1285,202,125
MIRPUR KHAS DISTRICT,Urban,Garder / T.Iron,Roof,22339,3597,2216
MIRPUR KHAS DISTRICT,Urban,Wood / Bamboo,Roof,9123,749,4685
MIRPUR KHAS DISTRICT,Urban,Others,Roof,423,103,211
MOHMAND AGENCY,Rural,Baked Bricks / Blocks / Stone,Wall,11503,227,585
MOHMAND AGENCY,Rural,Unbaked Bricks / Mud,Wall,29786,248,1005
MOHMAND AGENCY,Rural,Wood / Bamboo,Wall,3234,39,118
MOHMAND AGENCY,Rural,Others,Wall,2535,35,69
MOHMAND AGENCY,Rural,Rcc / Rbc,Roof,2010,168,102
MOHMAND AGENCY,Rural,Cement / Iron Sheets,Roof,1022,15,22
MOHMAND AGENCY,Rural,Garder / T.Iron,Roof,7126,76,147
MOHMAND AGENCY,Rural,Wood / Bamboo,Roof,34391,252,1433
MOHMAND AGENCY,Rural,Others,Roof,2509,38,73
MOHMAND AGENCY,Urban,Baked Bricks / Blocks / Stone,Wall,,,
MOHMAND AGENCY,Urban,Unbaked Bricks / Mud,Wall,,,
MOHMAND AGENCY,Urban,Wood / Bamboo,Wall,,,
MOHMAND AGENCY,Urban,Others,Wall,,,
MOHMAND AGENCY,Urban,Rcc / Rbc,Roof,,,
MOHMAND AGENCY,Urban,Cement / Iron Sheets,Roof,,,
MOHMAND AGENCY,Urban,Garder / T.Iron,Roof,,,
MOHMAND AGENCY,Urban,Wood / Bamboo,Roof,,,
MOHMAND AGENCY,Urban,Others,Roof,,,
MULTAN DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,281589,13900,13042
MULTAN DISTRICT,Rural,Unbaked Bricks / Mud,Wall,97430,1806,9550
MULTAN DISTRICT,Rural,Wood / Bamboo,Wall,5002,206,913
MULTAN DISTRICT,Rural,Others,Wall,4608,177,963
MULTAN DISTRICT,Rural,Rcc / Rbc,Roof,23762,3725,2447
MULTAN DISTRICT,Rural,Cement / Iron Sheets,Roof,5751,415,320
MULTAN DISTRICT,Rural,Garder / T.Iron,Roof,282591,9241,9646
MULTAN DISTRICT,Rural,Wood / Bamboo,Roof,71524,2273,11069
MULTAN DISTRICT,Rural,Others,Roof,5001,435,986
MULTAN DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,241561,59998,8634
MULTAN DISTRICT,Urban,Unbaked Bricks / Mud,Wall,9829,2187,727
MULTAN DISTRICT,Urban,Wood / Bamboo,Wall,1999,511,322
MULTAN DISTRICT,Urban,Others,Wall,2703,720,455
MULTAN DISTRICT,Urban,Rcc / Rbc,Roof,117740,29311,4143
MULTAN DISTRICT,Urban,Cement / Iron Sheets,Roof,6518,1757,176
MULTAN DISTRICT,Urban,Garder / T.Iron,Roof,100344,25373,3381
MULTAN DISTRICT,Urban,Wood / Bamboo,Roof,28381,6103,1981
MULTAN DISTRICT,Urban,Others,Roof,3109,872,457
MUSAKHEL DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,9599,44,60
MUSAKHEL DISTRICT,Rural,Unbaked Bricks / Mud,Wall,7650,43,49
MUSAKHEL DISTRICT,Rural,Wood / Bamboo,Wall,2488,16,22
MUSAKHEL DISTRICT,Rural,Others,Wall,2242,10,26
MUSAKHEL DISTRICT,Rural,Rcc / Rbc,Roof,404,3,1
MUSAKHEL DISTRICT,Rural,Cement / Iron Sheets,Roof,303,11,2
MUSAKHEL DISTRICT,Rural,Garder / T.Iron,Roof,3262,14,13
MUSAKHEL DISTRICT,Rural,Wood / Bamboo,Roof,15733,75,116
MUSAKHEL DISTRICT,Rural,Others,Roof,2277,10,25
MUSAKHEL DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,242,16,31
MUSAKHEL DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1317,168,42
MUSAKHEL DISTRICT,Urban,Wood / Bamboo,Wall,240,5,3
MUSAKHEL DISTRICT,Urban,Others,Wall,7,4,1
MUSAKHEL DISTRICT,Urban,Rcc / Rbc,Roof,36,8,27
MUSAKHEL DISTRICT,Urban,Cement / Iron Sheets,Roof,13,2,1
MUSAKHEL DISTRICT,Urban,Garder / T.Iron,Roof,201,5,2
MUSAKHEL DISTRICT,Urban,Wood / Bamboo,Roof,1549,177,46
MUSAKHEL DISTRICT,Urban,Others,Roof,7,1,1
MUZAFFARGARH DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,337430,4121,5942
MUZAFFARGARH DISTRICT,Rural,Unbaked Bricks / Mud,Wall,178024,1023,6026
MUZAFFARGARH DISTRICT,Rural,Wood / Bamboo,Wall,9020,130,757
MUZAFFARGARH DISTRICT,Rural,Others,Wall,6839,122,698
MUZAFFARGARH DISTRICT,Rural,Rcc / Rbc,Roof,10424,992,591
MUZAFFARGARH DISTRICT,Rural,Cement / Iron Sheets,Roof,8679,177,433
MUZAFFARGARH DISTRICT,Rural,Garder / T.Iron,Roof,371942,3101,5440
MUZAFFARGARH DISTRICT,Rural,Wood / Bamboo,Roof,132155,1017,6178
MUZAFFARGARH DISTRICT,Rural,Others,Roof,8113,109,781
MUZAFFARGARH DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,82063,11080,2596
MUZAFFARGARH DISTRICT,Urban,Unbaked Bricks / Mud,Wall,10296,610,293
MUZAFFARGARH DISTRICT,Urban,Wood / Bamboo,Wall,711,56,60
MUZAFFARGARH DISTRICT,Urban,Others,Wall,790,90,105
MUZAFFARGARH DISTRICT,Urban,Rcc / Rbc,Roof,9978,3558,660
MUZAFFARGARH DISTRICT,Urban,Cement / Iron Sheets,Roof,1972,307,53
MUZAFFARGARH DISTRICT,Urban,Garder / T.Iron,Roof,69926,6840,1609
MUZAFFARGARH DISTRICT,Urban,Wood / Bamboo,Roof,11123,1032,599
MUZAFFARGARH DISTRICT,Urban,Others,Roof,861,99,133
NANKANA SAHIB DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,139928,4555,9393
NANKANA SAHIB DISTRICT,Rural,Unbaked Bricks / Mud,Wall,11947,416,6547
NANKANA SAHIB DISTRICT,Rural,Wood / Bamboo,Wall,945,27,274
NANKANA SAHIB DISTRICT,Rural,Others,Wall,1626,41,399
NANKANA SAHIB DISTRICT,Rural,Rcc / Rbc,Roof,13199,865,821
NANKANA SAHIB DISTRICT,Rural,Cement / Iron Sheets,Roof,2814,158,299
NANKANA SAHIB DISTRICT,Rural,Garder / T.Iron,Roof,89751,2157,4627
NANKANA SAHIB DISTRICT,Rural,Wood / Bamboo,Roof,45946,1758,10080
NANKANA SAHIB DISTRICT,Rural,Others,Roof,2736,101,786
NANKANA SAHIB DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,32029,5333,1008
NANKANA SAHIB DISTRICT,Urban,Unbaked Bricks / Mud,Wall,572,89,40
NANKANA SAHIB DISTRICT,Urban,Wood / Bamboo,Wall,124,26,31
NANKANA SAHIB DISTRICT,Urban,Others,Wall,257,44,127
NANKANA SAHIB DISTRICT,Urban,Rcc / Rbc,Roof,11714,2044,361
NANKANA SAHIB DISTRICT,Urban,Cement / Iron Sheets,Roof,1208,186,48
NANKANA SAHIB DISTRICT,Urban,Garder / T.Iron,Roof,12416,2093,348
NANKANA SAHIB DISTRICT,Urban,Wood / Bamboo,Roof,7175,1099,334
NANKANA SAHIB DISTRICT,Urban,Others,Roof,469,70,115
NAROWAL DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,183286,2368,2482
NAROWAL DISTRICT,Rural,Unbaked Bricks / Mud,Wall,8599,138,191
NAROWAL DISTRICT,Rural,Wood / Bamboo,Wall,1071,42,58
NAROWAL DISTRICT,Rural,Others,Wall,2323,30,75
NAROWAL DISTRICT,Rural,Rcc / Rbc,Roof,47351,866,534
NAROWAL DISTRICT,Rural,Cement / Iron Sheets,Roof,4381,86,110
NAROWAL DISTRICT,Rural,Garder / T.Iron,Roof,98151,993,1177
NAROWAL DISTRICT,Rural,Wood / Bamboo,Roof,41660,592,875
NAROWAL DISTRICT,Rural,Others,Roof,3736,41,110
NAROWAL DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,32429,5228,621
NAROWAL DISTRICT,Urban,Unbaked Bricks / Mud,Wall,446,61,14
NAROWAL DISTRICT,Urban,Wood / Bamboo,Wall,111,14,46
NAROWAL DISTRICT,Urban,Others,Wall,335,56,41
NAROWAL DISTRICT,Urban,Rcc / Rbc,Roof,22761,3640,432
NAROWAL DISTRICT,Urban,Cement / Iron Sheets,Roof,1140,165,16
NAROWAL DISTRICT,Urban,Garder / T.Iron,Roof,5889,1055,113
NAROWAL DISTRICT,Urban,Wood / Bamboo,Roof,3102,436,99
NAROWAL DISTRICT,Urban,Others,Roof,429,63,62
NASIRABAD DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,3667,47,302
NASIRABAD DISTRICT,Rural,Unbaked Bricks / Mud,Wall,22179,223,8828
NASIRABAD DISTRICT,Rural,Wood / Bamboo,Wall,5290,96,3882
NASIRABAD DISTRICT,Rural,Others,Wall,3509,77,3588
NASIRABAD DISTRICT,Rural,Rcc / Rbc,Roof,364,3,16
NASIRABAD DISTRICT,Rural,Cement / Iron Sheets,Roof,863,31,133
NASIRABAD DISTRICT,Rural,Garder / T.Iron,Roof,8870,62,790
NASIRABAD DISTRICT,Rural,Wood / Bamboo,Roof,21664,275,12718
NASIRABAD DISTRICT,Rural,Others,Roof,2884,72,2943
NASIRABAD DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,3639,882,114
NASIRABAD DISTRICT,Urban,Unbaked Bricks / Mud,Wall,6175,827,190
NASIRABAD DISTRICT,Urban,Wood / Bamboo,Wall,456,57,34
NASIRABAD DISTRICT,Urban,Others,Wall,145,31,64
NASIRABAD DISTRICT,Urban,Rcc / Rbc,Roof,108,289,37
NASIRABAD DISTRICT,Urban,Cement / Iron Sheets,Roof,344,66,6
NASIRABAD DISTRICT,Urban,Garder / T.Iron,Roof,4776,686,85
NASIRABAD DISTRICT,Urban,Wood / Bamboo,Roof,5014,718,209
NASIRABAD DISTRICT,Urban,Others,Roof,173,38,65
NAUSHAHRO FEROZE DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,76102,1021,1279
NAUSHAHRO FEROZE DISTRICT,Rural,Unbaked Bricks / Mud,Wall,96760,717,4757
NAUSHAHRO FEROZE DISTRICT,Rural,Wood / Bamboo,Wall,22572,226,3943
NAUSHAHRO FEROZE DISTRICT,Rural,Others,Wall,4125,36,711
NAUSHAHRO FEROZE DISTRICT,Rural,Rcc / Rbc,Roof,3607,124,113
NAUSHAHRO FEROZE DISTRICT,Rural,Cement / Iron Sheets,Roof,5703,83,81
NAUSHAHRO FEROZE DISTRICT,Rural,Garder / T.Iron,Roof,107258,1096,1783
NAUSHAHRO FEROZE DISTRICT,Rural,Wood / Bamboo,Roof,79592,660,8109
NAUSHAHRO FEROZE DISTRICT,Rural,Others,Roof,3399,37,604
NAUSHAHRO FEROZE DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,42804,7017,767
NAUSHAHRO FEROZE DISTRICT,Urban,Unbaked Bricks / Mud,Wall,9030,942,407
NAUSHAHRO FEROZE DISTRICT,Urban,Wood / Bamboo,Wall,1287,131,213
NAUSHAHRO FEROZE DISTRICT,Urban,Others,Wall,764,112,77
NAUSHAHRO FEROZE DISTRICT,Urban,Rcc / Rbc,Roof,3610,811,159
NAUSHAHRO FEROZE DISTRICT,Urban,Cement / Iron Sheets,Roof,951,134,21
NAUSHAHRO FEROZE DISTRICT,Urban,Garder / T.Iron,Roof,41556,6417,650
NAUSHAHRO FEROZE DISTRICT,Urban,Wood / Bamboo,Roof,7004,733,577
NAUSHAHRO FEROZE DISTRICT,Urban,Others,Roof,764,107,57
NORTH WAZIRISTAN AGENCY,Rural,Baked Bricks / Blocks / Stone,Wall,11820,191,393
NORTH WAZIRISTAN AGENCY,Rural,Unbaked Bricks / Mud,Wall,38667,600,895
NORTH WAZIRISTAN AGENCY,Rural,Wood / Bamboo,Wall,2757,83,60
NORTH WAZIRISTAN AGENCY,Rural,Others,Wall,2911,43,121
NORTH WAZIRISTAN AGENCY,Rural,Rcc / Rbc,Roof,590,28,67
NORTH WAZIRISTAN AGENCY,Rural,Cement / Iron Sheets,Roof,887,44,96
NORTH WAZIRISTAN AGENCY,Rural,Garder / T.Iron,Roof,28339,234,407
NORTH WAZIRISTAN AGENCY,Rural,Wood / Bamboo,Roof,23455,565,772
NORTH WAZIRISTAN AGENCY,Rural,Others,Roof,2884,46,127
NORTH WAZIRISTAN AGENCY,Urban,Baked Bricks / Blocks / Stone,Wall,17,170,53
NORTH WAZIRISTAN AGENCY,Urban,Unbaked Bricks / Mud,Wall,,3,1
NORTH WAZIRISTAN AGENCY,Urban,Wood / Bamboo,Wall,,,1
NORTH WAZIRISTAN AGENCY,Urban,Others,Wall,5,71,18
NORTH WAZIRISTAN AGENCY,Urban,Rcc / Rbc,Roof,17,170,53
NORTH WAZIRISTAN AGENCY,Urban,Cement / Iron Sheets,Roof,,1,
NORTH WAZIRISTAN AGENCY,Urban,Garder / T.Iron,Roof,,4,1
NORTH WAZIRISTAN AGENCY,Urban,Wood / Bamboo,Roof,,,1
NORTH WAZIRISTAN AGENCY,Urban,Others,Roof,5,69,18
NOWSHERA DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,113892,12039,4356
NOWSHERA DISTRICT,Rural,Unbaked Bricks / Mud,Wall,12698,1937,1919
NOWSHERA DISTRICT,Rural,Wood / Bamboo,Wall,1007,126,260
NOWSHERA DISTRICT,Rural,Others,Wall,1356,206,334
NOWSHERA DISTRICT,Rural,Rcc / Rbc,Roof,52292,6225,1721
NOWSHERA DISTRICT,Rural,Cement / Iron Sheets,Roof,6470,1223,290
NOWSHERA DISTRICT,Rural,Garder / T.Iron,Roof,22219,1848,1068
NOWSHERA DISTRICT,Rural,Wood / Bamboo,Roof,46583,4835,3496
NOWSHERA DISTRICT,Rural,Others,Roof,1389,177,294
NOWSHERA DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,28671,11406,1997
NOWSHERA DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1297,829,59
NOWSHERA DISTRICT,Urban,Wood / Bamboo,Wall,269,175,76
NOWSHERA DISTRICT,Urban,Others,Wall,291,113,74
NOWSHERA DISTRICT,Urban,Rcc / Rbc,Roof,18819,7673,1642
NOWSHERA DISTRICT,Urban,Cement / Iron Sheets,Roof,1566,824,48
NOWSHERA DISTRICT,Urban,Garder / T.Iron,Roof,3664,1456,132
NOWSHERA DISTRICT,Urban,Wood / Bamboo,Roof,5835,2391,303
NOWSHERA DISTRICT,Urban,Others,Roof,644,179,81
NUSHKI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,1099,7,11
NUSHKI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,13457,72,500
NUSHKI DISTRICT,Rural,Wood / Bamboo,Wall,1250,5,61
NUSHKI DISTRICT,Rural,Others,Wall,298,1,93
NUSHKI DISTRICT,Rural,Rcc / Rbc,Roof,152,7,4
NUSHKI DISTRICT,Rural,Cement / Iron Sheets,Roof,100,2,5
NUSHKI DISTRICT,Rural,Garder / T.Iron,Roof,1541,1,9
NUSHKI DISTRICT,Rural,Wood / Bamboo,Roof,14067,74,578
NUSHKI DISTRICT,Rural,Others,Roof,244,1,69
NUSHKI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,1743,400,79
NUSHKI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,2636,433,43
NUSHKI DISTRICT,Urban,Wood / Bamboo,Wall,58,10,
NUSHKI DISTRICT,Urban,Others,Wall,52,17,8
NUSHKI DISTRICT,Urban,Rcc / Rbc,Roof,407,114,52
NUSHKI DISTRICT,Urban,Cement / Iron Sheets,Roof,13,2,1
NUSHKI DISTRICT,Urban,Garder / T.Iron,Roof,1444,309,23
NUSHKI DISTRICT,Urban,Wood / Bamboo,Roof,2579,420,47
NUSHKI DISTRICT,Urban,Others,Roof,46,15,7
OKARA DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,264318,5961,21088
OKARA DISTRICT,Rural,Unbaked Bricks / Mud,Wall,38632,852,17150
OKARA DISTRICT,Rural,Wood / Bamboo,Wall,2623,88,1123
OKARA DISTRICT,Rural,Others,Wall,2585,144,942
OKARA DISTRICT,Rural,Rcc / Rbc,Roof,12545,1139,912
OKARA DISTRICT,Rural,Cement / Iron Sheets,Roof,5423,302,569
OKARA DISTRICT,Rural,Garder / T.Iron,Roof,243129,4019,20605
OKARA DISTRICT,Rural,Wood / Bamboo,Roof,43471,1320,16991
OKARA DISTRICT,Rural,Others,Roof,3590,265,1226
OKARA DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,100065,21086,4713
OKARA DISTRICT,Urban,Unbaked Bricks / Mud,Wall,3293,550,871
OKARA DISTRICT,Urban,Wood / Bamboo,Wall,437,62,187
OKARA DISTRICT,Urban,Others,Wall,591,120,95
OKARA DISTRICT,Urban,Rcc / Rbc,Roof,35845,9221,1360
OKARA DISTRICT,Urban,Cement / Iron Sheets,Roof,2991,760,98
OKARA DISTRICT,Urban,Garder / T.Iron,Roof,53924,9623,2834
OKARA DISTRICT,Urban,Wood / Bamboo,Roof,10540,2009,1444
OKARA DISTRICT,Urban,Others,Roof,1086,205,130
ORAKZAI AGENCY,Rural,Baked Bricks / Blocks / Stone,Wall,9005,70,401
ORAKZAI AGENCY,Rural,Unbaked Bricks / Mud,Wall,18330,318,773
ORAKZAI AGENCY,Rural,Wood / Bamboo,Wall,872,15,34
ORAKZAI AGENCY,Rural,Others,Wall,1291,23,45
ORAKZAI AGENCY,Rural,Rcc / Rbc,Roof,569,10,34
ORAKZAI AGENCY,Rural,Cement / Iron Sheets,Roof,401,13,65
ORAKZAI AGENCY,Rural,Garder / T.Iron,Roof,1547,16,87
ORAKZAI AGENCY,Rural,Wood / Bamboo,Roof,25383,363,1015
ORAKZAI AGENCY,Rural,Others,Roof,1598,24,52
ORAKZAI AGENCY,Urban,Baked Bricks / Blocks / Stone,Wall,,,
ORAKZAI AGENCY,Urban,Unbaked Bricks / Mud,Wall,,,
ORAKZAI AGENCY,Urban,Wood / Bamboo,Wall,,,
ORAKZAI AGENCY,Urban,Others,Wall,,,
ORAKZAI AGENCY,Urban,Rcc / Rbc,Roof,,,
ORAKZAI AGENCY,Urban,Cement / Iron Sheets,Roof,,,
ORAKZAI AGENCY,Urban,Garder / T.Iron,Roof,,,
ORAKZAI AGENCY,Urban,Wood / Bamboo,Roof,,,
ORAKZAI AGENCY,Urban,Others,Roof,,,
PAKPATTAN DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,180408,3878,15720
PAKPATTAN DISTRICT,Rural,Unbaked Bricks / Mud,Wall,38343,1101,12098
PAKPATTAN DISTRICT,Rural,Wood / Bamboo,Wall,1016,63,514
PAKPATTAN DISTRICT,Rural,Others,Wall,1958,47,663
PAKPATTAN DISTRICT,Rural,Rcc / Rbc,Roof,6349,307,495
PAKPATTAN DISTRICT,Rural,Cement / Iron Sheets,Roof,2239,87,195
PAKPATTAN DISTRICT,Rural,Garder / T.Iron,Roof,188990,3839,17785
PAKPATTAN DISTRICT,Rural,Wood / Bamboo,Roof,21851,777,9594
PAKPATTAN DISTRICT,Rural,Others,Roof,2296,79,926
PAKPATTAN DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,36292,7291,2908
PAKPATTAN DISTRICT,Urban,Unbaked Bricks / Mud,Wall,862,216,157
PAKPATTAN DISTRICT,Urban,Wood / Bamboo,Wall,81,13,56
PAKPATTAN DISTRICT,Urban,Others,Wall,420,96,76
PAKPATTAN DISTRICT,Urban,Rcc / Rbc,Roof,10427,2223,551
PAKPATTAN DISTRICT,Urban,Cement / Iron Sheets,Roof,625,170,51
PAKPATTAN DISTRICT,Urban,Garder / T.Iron,Roof,22602,4340,1878
PAKPATTAN DISTRICT,Urban,Wood / Bamboo,Roof,3222,692,590
PAKPATTAN DISTRICT,Urban,Others,Roof,779,191,127
PANJGUR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,2672,9,8
PANJGUR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,21781,68,40
PANJGUR DISTRICT,Rural,Wood / Bamboo,Wall,5438,14,5
PANJGUR DISTRICT,Rural,Others,Wall,911,5,2
PANJGUR DISTRICT,Rural,Rcc / Rbc,Roof,945,5,3
PANJGUR DISTRICT,Rural,Cement / Iron Sheets,Roof,1051,8,5
PANJGUR DISTRICT,Rural,Garder / T.Iron,Roof,5673,27,10
PANJGUR DISTRICT,Rural,Wood / Bamboo,Roof,22175,50,29
PANJGUR DISTRICT,Rural,Others,Roof,958,6,8
PANJGUR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,1945,99,68
PANJGUR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,5571,100,15
PANJGUR DISTRICT,Urban,Wood / Bamboo,Wall,1883,58,3
PANJGUR DISTRICT,Urban,Others,Wall,1534,28,3
PANJGUR DISTRICT,Urban,Rcc / Rbc,Roof,858,24,57
PANJGUR DISTRICT,Urban,Cement / Iron Sheets,Roof,634,10,2
PANJGUR DISTRICT,Urban,Garder / T.Iron,Roof,2885,149,16
PANJGUR DISTRICT,Urban,Wood / Bamboo,Roof,6158,95,13
PANJGUR DISTRICT,Urban,Others,Roof,398,7,1
PESHAWAR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,128879,24308,3955
PESHAWAR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,58514,15353,9334
PESHAWAR DISTRICT,Rural,Wood / Bamboo,Wall,3887,1514,555
PESHAWAR DISTRICT,Rural,Others,Wall,6877,1566,699
PESHAWAR DISTRICT,Rural,Rcc / Rbc,Roof,66637,12292,1468
PESHAWAR DISTRICT,Rural,Cement / Iron Sheets,Roof,9068,1619,298
PESHAWAR DISTRICT,Rural,Garder / T.Iron,Roof,34533,5373,1157
PESHAWAR DISTRICT,Rural,Wood / Bamboo,Roof,80658,21587,10967
PESHAWAR DISTRICT,Rural,Others,Roof,7261,1870,653
PESHAWAR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,114898,84529,6277
PESHAWAR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,8162,10576,644
PESHAWAR DISTRICT,Urban,Wood / Bamboo,Wall,1696,1794,116
PESHAWAR DISTRICT,Urban,Others,Wall,4620,3151,290
PESHAWAR DISTRICT,Urban,Rcc / Rbc,Roof,98751,70853,4854
PESHAWAR DISTRICT,Urban,Cement / Iron Sheets,Roof,7839,5232,286
PESHAWAR DISTRICT,Urban,Garder / T.Iron,Roof,4534,4953,769
PESHAWAR DISTRICT,Urban,Wood / Bamboo,Roof,13467,15665,1113
PESHAWAR DISTRICT,Urban,Others,Roof,4785,3347,305
PISHIN DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,8122,197,201
PISHIN DISTRICT,Rural,Unbaked Bricks / Mud,Wall,68794,1180,5331
PISHIN DISTRICT,Rural,Wood / Bamboo,Wall,8939,334,805
PISHIN DISTRICT,Rural,Others,Wall,5480,102,692
PISHIN DISTRICT,Rural,Rcc / Rbc,Roof,1337,47,54
PISHIN DISTRICT,Rural,Cement / Iron Sheets,Roof,1796,107,104
PISHIN DISTRICT,Rural,Garder / T.Iron,Roof,22657,300,459
PISHIN DISTRICT,Rural,Wood / Bamboo,Roof,64109,1324,5829
PISHIN DISTRICT,Rural,Others,Roof,1436,35,583
PISHIN DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,2678,524,434
PISHIN DISTRICT,Urban,Unbaked Bricks / Mud,Wall,14607,740,2083
PISHIN DISTRICT,Urban,Wood / Bamboo,Wall,1818,194,369
PISHIN DISTRICT,Urban,Others,Wall,1220,50,303
PISHIN DISTRICT,Urban,Rcc / Rbc,Roof,948,210,127
PISHIN DISTRICT,Urban,Cement / Iron Sheets,Roof,1297,133,97
PISHIN DISTRICT,Urban,Garder / T.Iron,Roof,7929,387,357
PISHIN DISTRICT,Urban,Wood / Bamboo,Roof,9648,754,2247
PISHIN DISTRICT,Urban,Others,Roof,501,24,361
QUETTA DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,43714,16488,1632
QUETTA DISTRICT,Rural,Unbaked Bricks / Mud,Wall,53386,14131,3659
QUETTA DISTRICT,Rural,Wood / Bamboo,Wall,4796,1262,621
QUETTA DISTRICT,Rural,Others,Wall,4238,1130,793
QUETTA DISTRICT,Rural,Rcc / Rbc,Roof,14578,6729,690
QUETTA DISTRICT,Rural,Cement / Iron Sheets,Roof,5013,783,137
QUETTA DISTRICT,Rural,Garder / T.Iron,Roof,61785,17029,1556
